"con","cg1","cg2","p","intrinsic_lch1","intrinsic_lch2"
"MiniMayoSRS_Physicians","msh-umls","sct-msh-csp-aod",0.345178853048868,0.410160622515369,0.602853532421918
"MiniMayoSRS_Physicians","msh-umls","sct-umls",0.666946459543471,0.439923679532053,0.338839220796711
"MiniMayoSRS_Physicians","msh-umls","sct-umls",0.666946459543471,0.410160622515369,0.338839220796711
"MiniMayoSRS_Physicians","msh-umls","umls",0.167797553516923,0.439923679532053,0.674174934140575
"MiniMayoSRS_Physicians","msh-umls","umls",0.167797553516923,0.410160622515369,0.674174934140575
"MiniMayoSRS_Physicians","sct","sct-msh-csp-aod",0.544368719343,0.484985531686873,0.602853532421918
"MiniMayoSRS_Physicians","sct","sct-umls",0.524054305714086,0.484985531686873,0.338839220796711
"MiniMayoSRS_Physicians","sct","umls",0.297618844123082,0.484985531686873,0.674174934140575
"MiniMayoSRS_Physicians","sct-msh-csp-aod","sct-umls",0.213746906902146,0.602853532421918,0.338839220796711
"MiniMayoSRS_Physicians","sct-msh-csp-aod","umls",0.663320489906726,0.602853532421918,0.674174934140575
"MiniMayoSRS_Physicians","sct-umls","umls",0.0932180208402422,0.338839220796711,0.674174934140575
"MiniMayoSRS_Coders","msh","msh-umls",0.73865684996709,0.536492303415143,0.599105191104612
"MiniMayoSRS_Coders","msh","msh-umls",0.73865684996709,0.536492303415143,0.528157616474556
"MiniMayoSRS_Coders","msh","sct",0.710773664222935,0.536492303415143,0.605675857640097
"MiniMayoSRS_Coders","msh","sct-msh-csp-aod",0.395094920702813,0.536492303415143,0.683194098805638
"MiniMayoSRS_Coders","msh","sct-umls",0.676668803426344,0.536492303415143,0.449089010485703
"MiniMayoSRS_Coders","msh","umls",0.418623599057284,0.536492303415143,0.676992639512395
"MiniMayoSRS_Coders","msh-umls","sct",0.679788270406957,0.599105191104612,0.605675857640097
"MiniMayoSRS_Coders","msh-umls","sct",0.679788270406957,0.528157616474556,0.605675857640097
"MiniMayoSRS_Coders","msh-umls","sct-msh-csp-aod",0.372205952042556,0.599105191104612,0.683194098805638
"MiniMayoSRS_Coders","msh-umls","sct-msh-csp-aod",0.372205952042556,0.528157616474556,0.683194098805638
"MiniMayoSRS_Coders","msh-umls","sct-umls",0.452865919345442,0.599105191104612,0.449089010485703
"MiniMayoSRS_Coders","msh-umls","sct-umls",0.452865919345442,0.528157616474556,0.449089010485703
"MiniMayoSRS_Coders","msh-umls","umls",0.394910295220384,0.599105191104612,0.676992639512395
"MiniMayoSRS_Coders","msh-umls","umls",0.394910295220384,0.528157616474556,0.676992639512395
"MiniMayoSRS_Coders","sct","sct-msh-csp-aod",0.631514102149988,0.605675857640097,0.683194098805638
"MiniMayoSRS_Coders","sct","sct-umls",0.430795937310692,0.605675857640097,0.449089010485703
"MiniMayoSRS_Coders","sct","umls",0.661390463607748,0.605675857640097,0.676992639512395
"MiniMayoSRS_Coders","sct-msh-csp-aod","sct-umls",0.205002581681336,0.683194098805638,0.449089010485703
"MiniMayoSRS_Coders","sct-msh-csp-aod","umls",0.966815504764685,0.683194098805638,0.676992639512395
"MiniMayoSRS_Coders","sct-umls","umls",0.220264688445437,0.449089010485703,0.676992639512395
"MiniMayoSRS_Combined","msh","msh-umls",0.72870937024932,0.43320633904011,0.508002618718613
"MiniMayoSRS_Combined","msh","msh-umls",0.72870937024932,0.43320633904011,0.447350639134846
"MiniMayoSRS_Combined","msh","sct",0.662142931261996,0.43320633904011,0.526309521432032
"MiniMayoSRS_Combined","msh","sct-msh-csp-aod",0.276556677890626,0.43320633904011,0.644374222406373
"MiniMayoSRS_Combined","msh","sct-umls",0.805447385766183,0.43320633904011,0.376113287914041
"MiniMayoSRS_Combined","msh","umls",0.194058880080915,0.43320633904011,0.677252999892898
"MiniMayoSRS_Combined","msh-umls","sct",0.708632669906107,0.508002618718613,0.526309521432032
"MiniMayoSRS_Combined","msh-umls","sct",0.708632669906107,0.447350639134846,0.526309521432032
"MiniMayoSRS_Combined","msh-umls","sct-msh-csp-aod",0.305446386179040,0.508002618718613,0.644374222406373
"MiniMayoSRS_Combined","msh-umls","sct-msh-csp-aod",0.305446386179040,0.447350639134846,0.644374222406373
"MiniMayoSRS_Combined","msh-umls","sct-umls",0.553083275312928,0.508002618718613,0.376113287914041
"MiniMayoSRS_Combined","msh-umls","sct-umls",0.553083275312928,0.447350639134846,0.376113287914041
"MiniMayoSRS_Combined","msh-umls","umls",0.216681020808533,0.508002618718613,0.677252999892898
"MiniMayoSRS_Combined","msh-umls","umls",0.216681020808533,0.447350639134846,0.677252999892898
"MiniMayoSRS_Combined","sct","sct-msh-csp-aod",0.51496218222238,0.526309521432032,0.644374222406373
"MiniMayoSRS_Combined","sct","sct-umls",0.494442665529698,0.526309521432032,0.376113287914041
"MiniMayoSRS_Combined","sct","umls",0.388847855137566,0.526309521432032,0.677252999892898
"MiniMayoSRS_Combined","sct-msh-csp-aod","sct-umls",0.182075929785447,0.644374222406373,0.376113287914041
"MiniMayoSRS_Combined","sct-msh-csp-aod","umls",0.833216531976001,0.644374222406373,0.677252999892898
"MiniMayoSRS_Combined","sct-umls","umls",0.122353880963258,0.376113287914041,0.677252999892898
