Concept 1	Concept 2	LCH	INTRINSIC_LCH	INTRINSIC_LIN	PATH	INTRINSIC_PATH	WUPALMER	lcs(s)	corpus lcs	intrinsic lcs	paths
C0026848	C0011633	0.808273	0.648237	0.887623	0.333333	0.190823	0.979592	C0549655		C0549655	C0549655=C0026848->*C0549655*<-C0011633
C0360714	C0020473	0.660406	0.342086	0.475070	0.142857	0.045137	0.941176	C0342105|C0012674|C0549512|C1373233|C0679384|C0178237|C0007995|C0030660|C0012634|C1371271|C1285556		C0549512	C0030660=C0360714->C1320237->C0020517->*C0030660*<-C0020473<-C0018939<-C0012634|C0679384=C0360714->C1320237->C0020517->C0021053->*C0679384*<-C0020473<-C0018939|C0342105=C0360714->C1320237->C0020517->C0021053->*C0342105*<-C0020473<-C0154251|C0012634=C0360714->C1320237->C0020517->C1719883->*C0012634*<-C0020473<-C0018939|C0549512=C0360714->C1320237->C0020517->*C0549512*<-C0020473<-C1332129<-C0438215|C1285556=C0360714->C1320237->C0020517->C0021053->*C1285556*<-C0020473<-C0018939|C0012674=C0360714->C1320237->C0020517->C0021053->*C0012674*<-C0020473<-C0028715|C1373233=C0360714->C1320237->C0020517->C0021053->*C1373233*<-C0020473<-C0028715|C1371271=C0360714->C0014432->C0013227->*C1371271*<-C0020473<-C0028715<-C1373233|C0007995=C0360714->C0014432->C0013227->*C0007995*<-C0020473<-C0154251<-C0023779|C0178237=C0360714->C1320237->C0020517->C0178310->*C0178237*<-C0020473<-C0018939
C0004093	C0442874	0.719126	0.479740	0.652999	0.200000	0.086307	0.960000	C1744602|C0205494|C0027763|C1518256|C1269560		C1269560	C0027763=C0004093->C0927232->*C0027763*<-C0442874<-C0549573|C1269560=C0004093->C0927232->*C1269560*<-C0442874<-C0206417|C1744602=C0004093->C0927232->*C1744602*<-C0442874<-C0206417|C1518256=C0004093->C0927232->*C1518256*<-C0442874<-C0206417|C0205494=C0004093->C0927232->*C0205494*<-C0442874<-C0206417
C0013404	C0231835	0.808273	0.832894	0.970377	0.333333	0.455261	0.981481	C0159053|C0184551|C0029601|C0037090|C0035204|C0521346		C0184551	C0159053=C0013404->*C0159053*<-C0231835|C0521346=C0013404->*C0521346*<-C0231835|C0184551=C0013404->*C0184551*<-C0231835|C0037090=C0013404->*C0037090*<-C0231835|C0029601=C0013404->*C0029601*<-C0231835|C0035204=C0013404->*C0035204*<-C0231835
C0034065	C0019079	0.808273	0.432178	0.668463	0.333333	0.068989	0.984615	C0024109|C0024115|C0549576		C0024115	C0024115=C0034065->*C0024115*<-C0019079|C0549576=C0034065->*C0549576*<-C0019079|C0024109=C0034065->*C0024109*<-C0019079
C0029408	C0221434	0.660406	0.297628	0.278404	0.142857	0.036611	0.769231	C0332447		C0332447	C0332447=C0029408->C0333427->C0021368->C1444073->*C0332447*<-C0221434<-C1265981
C0231736	C0231749	0.758068	0.834483	0.971079	0.250000	0.458680	0.980392	C0576085		C0576085	C0576085=C0231736->C0576150->*C0576085*<-C0231749
C0332536	C0024796	0.660406	0.237133	0.134022	0.142857	0.027536	0.666667	C1254372		C1254372	C1254372=C0332536->C0332529->*C1254372*<-C0024796<-C0019247<-C1314792<-C0439659
C0458343	C0016053	0.687307	0.272189	0.269706	0.166667	0.032478	0.838710	C0229960|C0002807|C0700276		C0229960	C0229960=C0458343->C0005898->*C0229960*<-C0016053<-C1456595<-C0026860|C0002807=C0458343->C0005898->*C0002807*<-C0016053<-C1456595<-C0026860|C0700276=C0458343->C0005898->*C0700276*<-C0016053<-C1456595<-C0026860
C0457086	C0003873	0.758068	0.601256	0.863080	0.250000	0.152950	0.986301	C0022408		C0022408	C0022408=C0457086->C0162298->*C0022408*<-C0003873
C0038454	C0018989	0.808273	0.356130	0.513909	0.333333	0.048223	0.982759	C0027765|C0927232		C0027765	C0927232=C0038454->*C0927232*<-C0018989|C0027765=C0038454->*C0027765*<-C0018989
C0006121	C1269897	0.719126	0.416523	0.618920	0.200000	0.064086	0.960784	C0027763|C1269560|C1281590		C1281590	C0027763=C0006121->C0006104->*C0027763*<-C1269897<-C1269560|C1281590=C0006121->C0445620->C0460027->*C1281590*<-C1269897|C1269560=C0006121->C0006104->C0927232->*C1269560*<-C1269897
C0011167	C0031133	0.808273	0.372923	0.554608	0.333333	0.052191	0.969697	C1517461|C0516983		C1517461	C0516983=C0011167->*C0516983*<-C0031133|C1517461=C0011167->*C1517461*<-C0031133
C0011168	C0679317	0.758068	0.420102	0.646863	0.250000	0.065175	0.973913	C0521362		C0521362	C0521362=C0011168->*C0521362*<-C0679317<-C0679316
C0429103	C0027051	0.598160	0.242751	0.113912	0.100000	0.028274	0.400000	C1285578		C1285578	C1285578=C0429103->C0428732->C1285812->C1285810->C1274016->*C1285578*<-C0027051<-C0728936<-C0011900<-C0420833
C1510420	C0041296	0.637102	0.280780	0.262190	0.125000	0.033819	0.740741	C0332447		C0332447	C0332447=C1510420->C0333010->*C0332447*<-C0041296<-C0041327<-C0032285<-C0021368<-C1444073
C0027627	C0205699	0.808273	0.363070	0.515698	0.333333	0.049825	0.982759	C0027651		C0027651	C0027651=C0027627->*C0027651*<-C0205699
C1956391	C0018681	0.758068	0.418144	0.643419	0.250000	0.064577	0.972477	C1290856		C1290856	C1290856=C1956391->C1285337->*C1290856*<-C0018681
C0003243	C0443146	0.687307	0.332400	0.451378	0.166667	0.043125	0.931507	C0152036		C0152036	C0152036=C0003243->C0004358->*C0152036*<-C0443146<-C0687719<-C0004364
C0034735	C0022116	0.808273	0.471267	0.712213	0.333333	0.082931	0.982759	C0042373|C0728936|C1971641|C1971640		C0042373	C0728936=C0034735->*C0728936*<-C0022116|C1971640=C0034735->*C1971640*<-C0022116|C1971641=C0034735->*C1971641*<-C0022116|C0042373=C0034735->*C0042373*<-C0022116
C0011644	C0036421	0.879034	0.984850	0.998176	0.500000	0.931147	0.990991	C0036421		C0036421	C0036421=C0011644->*C0036421
C0032285	C0332448	0.687307	0.280647	0.262064	0.166667	0.033798	0.800000	C0332447		C0332447	C0332447=C0032285->C0021368->C1444073->*C0332447*<-C0332448<-C0333010
C0020877	C0010346	0.808273	0.876339	0.980612	0.333333	0.558609	0.990826	C0178283|C0017178		C0178283	C0178283=C0020877->*C0178283*<-C0010346|C0017178=C0020877->*C0017178*<-C0010346
C0030472	C1306459	0.758068	0.397454	0.565275	0.250000	0.058582	0.975207	C0012634|C0006826|C0027651		C0006826	C0027651=C0030472->*C0027651*<-C1306459<-C0006826|C0012634=C0030472->*C0012634*<-C1306459<-C0006826|C0006826=C0030472->C0280950->*C0006826*<-C1306459
C0003873	C1396859	0.000000	0.353015	0.000000	0.000000	0.000000	0.000000				
C0027540	C1547030	0.660406	0.228237	0.082622	0.142857	0.026406	0.400000	C1549098|C0000000		C1549098	C1549098=C0027540->C0030660->C1140097->C0805701->*C1549098*<-C1547030<-C1547659|C0000000=C0027540->C0030660->C0677042->*C0000000*<-C1547030<-C1547659<-C1549098
C0011991	C0009319	0.808273	0.716965	0.931035	0.333333	0.263743	0.983871	C0549617|C0017178|C0009373		C0009373	C0009373=C0011991->*C0009373*<-C0009319|C0549617=C0011991->*C0549617*<-C0009319|C0017178=C0011991->*C0017178*<-C0009319
C0013395	C0030920	0.808273	0.589775	0.853936	0.333333	0.144901	0.984615	C0494741|C0017178|C0012240|C0549522|C0549614		C0494741	C0549522=C0013395->*C0549522*<-C0030920|C0549614=C0013395->*C0549614*<-C0030920|C0494741=C0013395->*C0494741*<-C0030920|C0017178=C0013395->*C0017178*<-C0030920|C0012240=C0013395->*C0012240*<-C0030920
C0009676	C0011253	0.808273	0.785113	0.956537	0.333333	0.363536	0.990000	C0004936|C1854373|C0006111|C0033975|C0927232		C0033975	C0004936=C0009676->*C0004936*<-C0011253|C0033975=C0009676->*C0033975*<-C0011253|C1854373=C0009676->*C1854373*<-C0011253|C0927232=C0009676->*C0927232*<-C0011253|C0006111=C0009676->*C0006111*<-C0011253
C0018524	C0033975	0.879034	0.848245	0.973635	0.500000	0.489388	0.994975	C0033975		C0033975	C0033975=C0018524->*C0033975
C0038362	C0149745	0.808273	0.754377	0.946399	0.333333	0.314550	0.985075	C0017178|C0553694|C0026636|C1335025|C0226896		C1335025	C0553694=C0038362->*C0553694*<-C0149745|C1335025=C0038362->*C1335025*<-C0149745|C0017178=C0038362->*C0017178*<-C0149745|C0226896=C0038362->*C0226896*<-C0149745|C0026636=C0038362->*C0026636*<-C0149745
C0034065	C0032285	0.808273	0.464406	0.703749	0.333333	0.080294	0.984615	C0024109|C0497531|C1456599|C0024115		C0024115	C0024115=C0034065->*C0024115*<-C0032285|C0497531=C0034065->*C0497531*<-C0032285|C0024109=C0034065->*C0024109*<-C0032285|C1456599=C0034065->*C1456599*<-C0032285
C0003873	C0003904	0.687307	0.223655	0.062097	0.166667	0.025843	0.444444	C1456590		C1456590	C1456590=C0003873->C1456595->*C1456590*<-C0003904<-C0014245<-C2362504
C1533685	C1253936	0.660406	0.390606	0.461558	0.142857	0.056723	0.888889	C0872087|C0002784|C0005526|C0005532|C1140162|C1444750|C1140093|C1549098|C1456590		C0005532	C0005532=C1533685->C0013153->C0031330->*C0005532*<-C1253936<-C0003864<-C0152036|C1444750=C1533685->C0013153->*C1444750*<-C1253936<-C0003864<-C0262428<-C0030660|C0005526=C1533685->C0013153->C0031330->*C0005526*<-C1253936<-C0003864<-C0152036|C0872087=C1533685->C0087111->*C0872087*<-C1253936<-C0022408<-C0263660<-C0011900|C1140162=C1533685->C0087111->*C1140162*<-C1253936<-C0022408<-C0015385<-C0229962|C1140093=C1533685->C0087111->C0872087->*C1140093*<-C1253936<-C0022408<-C0012634|C0002784=C1533685->C0039796->*C0002784*<-C1253936<-C0022408<-C0263660<-C0011900|C1549098=C1533685->C0087111->*C1549098*<-C1253936<-C0022408<-C0015385<-C0229962|C1456590=C1533685->C0013153->C0013216->*C1456590*<-C1253936<-C0022408<-C1456595
C0042164	C0019740	0.637102	0.210929	0.000000	0.125000	0.000000	0.222222	C0000000		C0000000	C0000000=C0042164->C0015397->C0549653->*C0000000*<-C0019740<-C0019737<-C0019630<-C0086452
C0042384	C0040053	0.808273	0.457104	0.697126	0.333333	0.077581	0.982759	C1801960|C0042373|C1335053|C0728936|C1971641|C1971640|C0549519		C0042373	C0728936=C0042384->*C0728936*<-C0040053|C1971640=C0042384->*C1971640*<-C0040053|C1801960=C0042384->*C1801960*<-C0040053|C1971641=C0042384->*C1971641*<-C0040053|C1335053=C0042384->*C1335053*<-C0040053|C0042373=C0042384->*C0042373*<-C0040053|C0549519=C0042384->*C0549519*<-C0040053
C0243026	C0020649	0.758068	0.386601	0.555234	0.250000	0.055664	0.975610	C0280950|C0549512		C0280950	C0280950=C0243026->C0021311->*C0280950*<-C0020649|C0549512=C0243026->*C0549512*<-C0020649<-C0036974
C0042109	C0277942	0.808273	0.341471	0.478564	0.333333	0.045007	0.973684	C1123023		C1123023	C1123023=C0042109->*C1123023*<-C0277942
C0017196	C0162429	0.687307	0.435313	0.633622	0.166667	0.070015	0.956522	C0229962|C0000726|C1456590		C0000726	C0229962=C0017196->C0038351->*C0229962*<-C0162429<-C0521362<-C0000726|C0000726=C0017196->C0038351->C1281594->*C0000726*<-C0162429<-C0521362|C1456590=C0017196->C0038898->C0012240->*C1456590*<-C0162429<-C2362501
C0013604	C0017654	0.687307	0.329143	0.437987	0.166667	0.042468	0.929577	C0229962|C0682591|C0178784|C0201682		C0178784	C0178784=C0013604->C1123023->*C0178784*<-C0017654<-C0022662<-C0022646|C0682591=C0013604->C1123023->*C0682591*<-C0017654<-C0042031<-C1508753|C0201682=C0013604->C0007222->C0007226->*C0201682*<-C0017654<-C0022662|C0229962=C0013604->C0002638->*C0229962*<-C0017654<-C0022662<-C0022646
C0009378	C0032584	0.687307	0.334034	0.452031	0.166667	0.043458	0.948454	C1140093|C1140097		C1140097	C1140093=C0009378->C0012240->C0700276->*C1140093*<-C0032584<-C0012634|C1140097=C0009378->C0012240->*C1140097*<-C0032584<-C0012634<-C0030660
C0010137	C1563292	0.598160	0.220609	0.061245	0.100000	0.025475	0.307692	C2720507|C1368719|C1456590		C1456590	C1368719=C0010137->C0003209->C0013227->*C1368719*<-C1563292<-C0455442<-C0559550<-C2739809<-C0241889<-C0420206|C1456590=C0010137->C0001617->C0014136->*C1456590*<-C1563292<-C0455442<-C0559550<-C2739809<-C0241889<-C1456603|C2720507=C0010137->C0003209->C0013227->*C2720507*<-C1563292<-C0455442<-C0559550<-C2739809<-C0241889<-C0420206
C0003507	C0006660	0.660406	0.335871	0.465085	0.142857	0.043836	0.941176	C1140093|C0012634|C0678658		C0012634	C1140093=C0003507->C0018824->C0012634->*C1140093*<-C0006660<-C0018271<-C0005532|C0012634=C0003507->C0018824->*C0012634*<-C0006660<-C0158355<-C0158352<-C0026857|C0678658=C0003507->C1801960->C0007226->C0700276->*C0678658*<-C0006660<-C0018271
C0024530	C0002438	0.808273	0.923691	0.989392	0.333333	0.698144	0.991803	C0033740|C0747256		C0033740	C0033740=C0024530->*C0033740*<-C0002438|C0747256=C0024530->*C0747256*<-C0002438
C0442874	C0522224	0.808273	0.492281	0.670224	0.333333	0.091557	0.980000	C0549573|C0206417		C0206417	C0549573=C0442874->*C0549573*<-C0522224|C0206417=C0442874->*C0206417*<-C0522224
C0036572	C0018681	0.808273	0.519130	0.785771	0.333333	0.103896	0.990385	C0027765|C0235031|C0927232|C2362500		C0235031	C0927232=C0036572->*C0927232*<-C0018681|C0027765=C0036572->*C0027765*<-C0018681|C2362500=C0036572->*C2362500*<-C0018681|C0235031=C0036572->*C0235031*<-C0018681
C0333997	C0043352	0.719126	0.336769	0.466186	0.200000	0.044021	0.960000	C0950133|C1335151|C0012634|C1457887		C0012634	C1457887=C0333997->C0497156->C0159049->*C1457887*<-C0043352|C0012634=C0333997->C0024228->*C0012634*<-C0043352<-C0017178|C1335151=C0333997->C0497156->*C1335151*<-C0043352<-C1457887|C0950133=C0333997->C0152036->*C0950133*<-C0043352<-C1512338
C0036202	C0042866	0.719126	0.355141	0.501393	0.200000	0.047999	0.960784	C1609432|C1456590		C1609432	C1609432=C0036202->*C1609432*<-C0042866<-C1320237<-C0020517|C1456590=C0036202->C1456599->*C1456590*<-C0042866<-C2362501
C0023223	C0042345	0.758068	0.343269	0.480777	0.250000	0.045389	0.961039	C0941230|C1123023		C1123023	C0941230=C0023223->C0041582->*C0941230*<-C0042345|C1123023=C0023223->C0037299->*C1123023*<-C0042345
C0080331	C0432601	0.616547	0.231026	0.108306	0.111111	0.026756	0.428571	C1285578		C1285578	C1285578=C0080331->C0026606->C0026649->C1522240->*C1285578*<-C0432601<-C0432600<-C0449381<-C1274016
C0030326	C0023798	0.758068	0.410688	0.628908	0.250000	0.062349	0.961039	C0497531|C1123023|C3149620		C3149620	C3149620=C0030326->C0026848->*C3149620*<-C0023798|C0497531=C0030326->C0154251->*C0497531*<-C0023798|C1123023=C0030326->C0037274->*C1123023*<-C0023798
C0003811	C0026264	0.808273	0.556608	0.821205	0.333333	0.123949	0.985507	C0018787		C0018787	C0018787=C0003811->*C0018787*<-C0026264
C0019054	C1561562	0.719126	0.341803	0.472835	0.200000	0.045077	0.857143	C1292123		C1292123	C1292123=C0019054->C0427457->C0580548->*C1292123*<-C1561562
C0013378	C0011167	0.687307	0.252680	0.196784	0.166667	0.029628	0.666667	C0678852		C0678852	C0678852=C0013378->C0039336->C0036658->*C0678852*<-C0011167<-C0678868
C0013394	C0029965	0.719126	0.424425	0.655798	0.200000	0.066516	0.962963	C0035150		C0035150	C0035150=C0013394->C1384606->C0009253->*C0035150*<-C0029965
C0030842	C0020517	0.719126	0.467257	0.629090	0.200000	0.081380	0.960000	C1976636|C0030660|C0549512		C0549512	C0030660=C0030842->C0003232->C0021311->*C0030660*<-C0020517|C0549512=C0030842->C0003232->C0021311->*C0549512*<-C0020517|C1976636=C0030842->C0003232->C0427965->*C1976636*<-C0020517
C0023418	C0038250	0.719126	0.534037	0.776178	0.200000	0.111451	0.977273	C0005767|C0200627|C0229960|C1456590		C0005767	C0229960=C0023418->C0024235->*C0229960*<-C0038250<-C1269647|C0005767=C0023418->C0018939->*C0005767*<-C0038250<-C0005773|C0200627=C0023418->C0026986->*C0200627*<-C0038250<-C0007634|C1456590=C0023418->C0006826->*C1456590*<-C0038250<-C2362505
C0376358	C0001109	0.660406	0.287152	0.317742	0.142857	0.034849	0.850000	C1456590|C0220965|C1371271		C0220965	C0220965=C0376358->C0006826->*C0220965*<-C0001109<-C0014442<-C1566558<-C0003392|C1371271=C0376358->C0027651->C1373233->*C1371271*<-C0001109<-C0014442<-C0013227|C1456590=C0376358->C0025266->*C1456590*<-C0001109<-C0014442<-C0013227<-C0013216
C0224498	C0029408	0.719126	0.383175	0.525613	0.200000	0.054773	0.959184	C0026860		C0026860	C0026860=C0224498->C0007301->*C0026860*<-C0029408<-C1456595
C0037473	C0024485	0.660406	0.312689	0.354231	0.142857	0.039302	0.903226	C1140093|C1140162|C0086143|C1976636		C0086143	C1140162=C0037473->C0013879->C0682899->*C1140162*<-C0024485<-C0086143<-C0679504|C1140093=C0037473->C0013879->C0220806->*C1140093*<-C0024485<-C0178707<-C0872087|C0086143=C0037473->C0013832->C0201682->C2699347->C0022885->*C0086143*<-C0024485|C1976636=C0037473->C0013832->C0201682->*C1976636*<-C0024485<-C0040395<-C1962945
C0033706	C0039142	0.660406	0.251380	0.174060	0.142857	0.029447	0.666667	C0000000|C1979508		C1979508	C1979508=C0033706->C0005790->C1314970->*C1979508*<-C0039142<-C0025080<-C1314971|C0000000=C0033706->C0014432->C0013227->C1368719->*C0000000*<-C0039142<-C0792277
C0026764	C0011581	0.758068	0.243425	0.154728	0.250000	0.028364	0.666667	C0497531		C0497531	C0497531=C0026764->C0027651->*C0497531*<-C0011581
C0011849	C0035450	0.758068	0.257834	0.182699	0.250000	0.030355	0.727273	C0221589		C0221589	C0221589=C0011849->*C0221589*<-C0035450<-C0150931
C0220982	C0409974	0.719126	0.329275	0.446238	0.200000	0.042495	0.958333	C1140097		C1140097	C1140097=C0220982->C0028715->*C1140097*<-C0409974<-C0037274
C0040583	C0007102	0.687307	0.419789	0.646503	0.166667	0.065079	0.957265	C0012674|C0950133|C0679384|C1373233|C0178237|C0011900|C0521362|C0012634|C1140097|C1456590		C0521362	C0011900=C0040583->C0040580->C0035204->*C0011900*<-C0007102<-C0027651|C0679384=C0040583->C0040580->C0035204->*C0679384*<-C0007102<-C0017178|C0012634=C0040583->C0040580->C0035204->*C0012634*<-C0007102<-C0027651|C0521362=C0040583->C1261287->*C0521362*<-C0007102<-C0346627<-C0021831|C1140097=C0040583->C0040580->C0035237->*C1140097*<-C0007102<-C0017178|C0012674=C0040583->C0040580->C0035242->*C0012674*<-C0007102<-C0027651|C1373233=C0040583->C0040580->C0035242->*C1373233*<-C0007102<-C0027651|C1456590=C0040583->C0040580->C1456599->*C1456590*<-C0007102<-C0006826|C0950133=C0040583->C0458827->C0521346->*C0950133*<-C0007102<-C0027651|C0178237=C0040583->C0040580->C0035204->*C0178237*<-C0007102<-C0027651
C0037199	C0442041	0.719126	0.273052	0.272642	0.200000	0.032611	0.750000	C0442005		C0442005	C0442005=C0037199->C0027442->C1282391->*C0442005*<-C0442041
C0267809	C0376180	0.719126	0.271375	0.263414	0.200000	0.032354	0.846154	C0700276		C0700276	C0700276=C0267809->C0023884->*C0700276*<-C0376180<-C0014136
C0018801	C0033975	0.719126	0.355073	0.496550	0.200000	0.047984	0.961538	C0497531|C0012674|C1333305|C1373233|C0679384|C0012634|C1140097|C1456590|C1285159		C1285159	C1285159=C0018801->C0007222->*C1285159*<-C0033975<-C0027765|C1333305=C0018801->C0007222->*C1333305*<-C0033975<-C0027765|C0679384=C0018801->C0007222->*C0679384*<-C0033975<-C0556006|C0497531=C0018801->*C0497531*<-C0033975<-C0154442<-C0497333|C0012634=C0018801->C0007222->*C0012634*<-C0033975<-C0004936|C1140097=C0018801->C0007222->*C1140097*<-C0033975<-C0027765|C0012674=C0018801->C0007222->*C0012674*<-C0033975<-C0027765|C1373233=C0018801->C0007222->*C1373233*<-C0033975<-C0027765|C1456590=C0018801->C1456594->*C1456590*<-C0033975<-C1456593
C0034887	C0023055	0.719126	0.337364	0.466916	0.200000	0.044145	0.960000	C0012634		C0012634	C0012634=C0034887->C0034882->*C0012634*<-C0023055<-C0023051
C0162595	C0702166	0.719126	0.312264	0.395634	0.200000	0.039224	0.942857	C0950133		C0950133	C0950133=C0162595->C1853129->*C0950133*<-C0702166<-C1456601
C0233651	C1527356	0.687307	0.278648	0.292257	0.166667	0.033481	0.827586	C1744602		C1744602	C1744602=C0233651->C0927232->*C1744602*<-C1527356<-C0037299<-C1123023
C0005587	C0232208	0.719126	0.242404	0.154082	0.200000	0.028228	0.600000	C0497531		C0497531	C0497531=C0005587->C0011581->*C0497531*<-C0232208<-C0003811
C0026269	C0030920	0.719126	0.339413	0.469430	0.200000	0.044573	0.960000	C0012634|C0941230		C0012634	C0012634=C0026269->C0018824->*C0012634*<-C0030920<-C0013289|C0941230=C0026269->C0947637->*C0941230*<-C0030920<-C0041582
C0035222	C0007642	0.758068	0.451312	0.690178	0.250000	0.075493	0.972477	C0024115|C0009782		C0009782	C0024115=C0035222->*C0024115*<-C0007642<-C0021311|C0009782=C0035222->C1272854->*C0009782*<-C0007642
C0037926	C0886052	0.637102	0.320608	0.360491	0.125000	0.040796	0.867925	C0184661|C0418956		C0418956	C0184661=C0037926->C0037929->C0043251->C0543467->*C0184661*<-C0886052<-C0558012<-C0418956|C0418956=C0037926->C0037929->C0043251->C0543467->C0087111->*C0418956*<-C0886052<-C0558012
C0158280	C0023891	0.660406	0.347726	0.495773	0.142857	0.046352	0.944444	C1290853|C0012674|C1333305|C0012634|C0263978|C1456590|C0927232		C0927232	C1333305=C0158280->C0558385->C1333941->*C1333305*<-C0023891<-C0341439<-C0017178|C0927232=C0158280->C0037944->*C0927232*<-C0023891<-C0236664<-C0236969<-C0004936|C0263978=C0158280->C0558385->*C0263978*<-C0023891<-C0023890<-C0023895<-C1290864|C0012634=C0158280->C0558385->C0263978->*C0012634*<-C0023891<-C0341439<-C0017178|C0012674=C0158280->C0558385->C0026857->*C0012674*<-C0023891<-C0236664<-C0236969|C1290853=C0158280->C0558385->*C1290853*<-C0023891<-C0023890<-C0023895<-C1302710|C1456590=C0158280->C0037944->C1456595->*C1456590*<-C0023891<-C0023890<-C0012240
C0241910	C0022876	0.687307	0.335741	0.464927	0.166667	0.043809	0.950495	C0012634		C0012634	C0012634=C0241910->C0004364->C1609432->*C0012634*<-C0022876<-C0151864
C0917996	C0034065	0.758068	0.533713	0.803861	0.250000	0.111281	0.974790	C0549520|C0728936|C1971641|C1971640|C1801960		C0549520	C0728936=C0917996->C0002940->*C0728936*<-C0034065|C1971640=C0917996->C0002940->*C1971640*<-C0034065|C1801960=C0917996->*C1801960*<-C0034065<-C0042487|C1971641=C0917996->C0002940->*C1971641*<-C0034065|C0549520=C0917996->C0007766->*C0549520*<-C0034065
C0149925	C0011860	0.719126	0.242305	0.154019	0.200000	0.028215	0.600000	C0497531		C0497531	C0497531=C0149925->C0348343->*C0497531*<-C0011860<-C0011849
C0018926	C0043352	0.808273	0.445446	0.690562	0.333333	0.073436	0.983607	C0017178		C0017178	C0017178=C0018926->*C0017178*<-C0043352
C0010043	C0011127	0.808273	0.739978	0.940886	0.333333	0.293929	0.982456	C0041582		C0041582	C0041582=C0010043->*C0041582*<-C0011127
C0013404	C0231528	0.808273	0.339410	0.469239	0.333333	0.044572	0.979592	C1457887|C0497525		C1457887	C0497525=C0013404->*C0497525*<-C0231528|C1457887=C0013404->*C1457887*<-C0231528
C0024117	C0018520	0.719126	0.342248	0.475270	0.200000	0.045172	0.960000	C0679384|C0011900|C1140097|C0012634|C0549512		C0549512	C0011900=C0024117->C0035204->*C0011900*<-C0018520<-C0017178|C0679384=C0024117->C0035204->*C0679384*<-C0018520<-C0017178|C0012634=C0024117->C0008679->*C0012634*<-C0018520<-C0017178|C0549512=C0024117->C0024109->C0027651->*C0549512*<-C0018520|C1140097=C0024117->C0024115->*C1140097*<-C0018520<-C0017178
C0029408	C0392525	0.719126	0.511939	0.753755	0.200000	0.100437	0.966102	C0229962|C0263661		C0263661	C0229962=C0029408->C0015385->*C0229962*<-C0392525<-C0022646|C0263661=C0029408->*C0263661*<-C0392525<-C0451641<-C0302590
C0262538	C0040479	0.687307	0.338167	0.467901	0.166667	0.044312	0.950495	C0030660|C0037088|C0012634|C1140097		C0012634	C0030660=C0262538->C0263976->C0012634->*C0030660*<-C0040479<-C0003811|C0012634=C0262538->C0263976->*C0012634*<-C0040479<-C0003811<-C0007222|C0037088=C0262538->C0263976->C0012634->*C0037088*<-C0040479<-C0039231|C1140097=C0262538->C0263976->C0026860->*C1140097*<-C0040479<-C1145628
C0034069	C0003615	0.808273	0.485713	0.744412	0.333333	0.088769	0.984848	C0021368		C0021368	C0021368=C0034069->*C0021368*<-C0003615
