Concept 1	Concept 2	PAGERANK	lcs(s)	corpus lcs	intrinsic lcs	paths
C0001924	C0019134	0.016548				
C0032617	C0021641	0.015298				
C0037384	C0038450	0.081074				
C0033860	C0054836	0.014430				
C0019112	C0021359	0.061345				
C0014544	C0031412	0.018817				
C0014544	C0001975	0.012860				
C0033860	C0037763	0.072802				
C0037384	C0023992	0.031542				
C0003850	C0008402	0.018581				
C0854467	C0037384	0.030570				
C0032285	C0036690	0.061855				
C0019270	C0497327	0.050526				
C0018926	C0027498	0.076353				
C0003862	C0030193	0.077913				
C0040165	C0023660	0.021324				
C0032285	C0013404	0.060576				
C0741439	C0025287	0.026351				
C0017601	C0232197	0.062858				
C0036494	C0007297	0.229754				
C0003862	C0149651	0.063742				
C0684275	C0017642	0.021570				
C0013428	C0070166	0.012968				
C0231236	C0042755	0.089248				
C0002940	C0947651	0.000000				
C0009262	C0032950	0.034978				
C0019270	C0006982	0.015994				
C1257763	C0036572	0.064346				
C0086543	C0030305	0.049521				
C0001962	C0001975	0.041000				
C0020550	C0036572	0.066606				
C0116569	C0002598	0.020858				
C0021359	C0079083	0.021019				
C0003862	C0027796	0.076649				
C0003129	C0033487	0.016427				
C0012833	C0004147	0.025695				
C0030305	C0021641	0.015792				
C0017160	C0021641	0.014276				
C0023530	C0007537	0.032818				
C0019655	C0032950	0.013046				
C0442874	C0009806	0.070427				
C0149651	C0013404	0.062478				
C0018991	C0070166	0.012743				
C0026946	C0286651	0.008026				
C0035435	C0009262	0.019219				
C0013404	C0220892	0.020025				
C1623038	C0018926	0.038149				
C0877781	C0018681	0.178579				
C0023992	C0005632	0.031819				
C0920289	C0015672	0.052696				
C0878544	C0039070	0.058003				
C0003129	C0036572	0.037811				
C0036494	C0001962	0.018572				
C0242339	C0060277	0.012086				
C0039730	C0040822	0.062606				
C0009951	C0085208	0.015842				
C0002962	C0028351	0.017341				
C0027121	C0025815	0.016423				
C0003128	C0152149	0.084823				
C0013456	C0002645	0.018184				
C0022116	C0995182	0.000000				
C0006277	C0298130	0.005924				
C0286651	C0024027	0.072658				
C0032285	C1883552	0.044337				
C0037763	C0016860	0.025365				
C0040485	C0014806	0.014766				
C0011603	C0020517	0.085457				
C0947651	C0022614	0.000000				
C0003850	C0022116	0.052293				
C0018995	C0032617	0.058763				
C0025587	C0040460	0.058970				
C0011175	C0038187	0.057334				
C0009319	C0014544	0.054322				
C0011847	C0085602	0.000000				
C0162275	C0038187	0.019307				
C0036572	C0042291	0.011845				
C0018081	C0070166	0.011773				
C0301532	C0039840	0.013448				
C0020676	C1883552	0.049565				
C0039730	C0019045	0.070068				
C0206160	C0004057	0.010752				
C0026946	C0079083	0.018530				
C0026946	C0025289	0.057470				
C0030232	C0060277	0.013740				
C0332566	C0332573	0.086894				
C0018834	C0020740	0.016549				
C0995182	C0020264	0.000000				
C0009214	C0011816	0.033930				
C0001047	C0001443	0.101968				
C0086073	C0032950	0.012893				
C0037763	C0151818	0.137682				
C0011991	C0007537	0.033660				
C0007559	C0007561	0.037246				
C0030193	C0026549	0.022586				
C0027358	C0015846	0.032433				
C0042384	C0018991	0.056424				
C0009262	C0033209	0.065577				
C0126174	C0216784	0.024829				
C1623038	C0002871	0.042370				
C0055003	C0004899	0.005330				
C0037354	C0042214	0.101056				
C0038187	C0152149	0.084417				
C0031763	C0011603	0.054003				
C0011777	C0246719	0.014350				
C0019158	C0000970	0.012819				
C0022116	C0013132	0.090375				
C0019270	C0013456	0.055072				
C0018021	C0011644	0.051263				
C0004134	C0001962	0.014925				
C0043528	C0004576	0.065746				
C0035508	C0034642	0.215892				
C0557875	C0004147	0.030696				
C0004153	C0002962	0.054193				
C0019158	C0018926	0.058072				
C0027358	C0026549	0.052014				
C0011991	C0009262	0.019881				
C0027121	C0026848	0.078181				
C0006277	C0023992	0.029336				
C0013428	C0008809	0.017879				
C0282386	C0536495	0.024058				
C0034880	C0005740	0.014241				
C0008168	C0007561	0.027118				
C0007537	C0007557	0.041913				
C0014806	C0023660	0.039143				
C0020676	C0021359	0.073036				
C0081876	C0006681	0.014059				
C0007398	C0023380	0.086739				
C0036323	C0114873	0.014378				
C0085602	C0032617	0.052080				
C1623038	C0286651	0.004650				
C0038450	C0037384	0.081074				
C0004147	C0016860	0.029608				
C0242453	C0008809	0.017862				
C0011175	C0013369	0.054664				
C0014025	C0065374	0.071789				
C0235250	C0079083	0.031624				
C0206160	C0018926	0.034530				
C0041948	C0751229	0.042025				
C0026848	C0234369	0.100607				
C0021359	C0232197	0.092323				
C0162275	C0021641	0.007481				
C0005716	C0036572	0.064664				
C0006840	C0392071	0.096053				
C0019134	C0033603	0.028848				
C0878544	C0034642	0.086171				
C0026946	C0030193	0.058809				
C0033687	C0026196	0.019698				
C0002962	C0013404	0.055778				
C0004610	C0376288	0.079020				
C0242339	C0286651	0.009729				
C0041948	C0013911	0.065570				
C0029456	C0878544	0.061820				
C0235250	C0027497	0.087320				
C0242723	C0858529	0.000000				
C0442874	C0021641	0.014447				
C0036494	C0149651	0.123927				
C0060277	C0060277	1.000000				
C0858529	C0023992	0.000000				
C0035435	C0000970	0.011608				
C0006309	C0043528	0.044149				
C0004147	C0025859	0.064404				
C0013911	C0006625	0.086816				
C0003564	C0152149	0.099671				
C0038187	C0003123	0.059518				
C0005747	C0043031	0.026613				
C0002680	C0002645	0.051766				
C0002962	C0011991	0.057054				
C0016860	C0024730	0.028687				
C0041948	C0553735	0.088440				
C0021167	C0016860	0.030138				
C0040038	C0019134	0.019870				
C0015300	C0242453	0.057993				
C0041948	C0004057	0.014950				
C0006982	C0018242	0.032658				
C0020517	C0004899	0.012273				
C0019270	C0018021	0.056597				
C0011175	C0039070	0.053640				
C0231851	C0032617	0.078048				
C0003864	C0035435	0.069804				
C0021359	C0003128	0.084006				
C0006277	C0073992	0.017684				
C0026946	C0019655	0.086266				
C0086543	C0011847	0.000000				
C1257763	C0162429	0.091706				
C0009951	C0014544	0.065991				
C0010520	C0016410	0.015504				
C0021359	C0005747	0.062545				
C0442874	C0011847	0.000000				
C0014806	C0002144	0.027542				
C0018834	C0081876	0.006724				
C0030232	C1883552	0.056944				
C0231451	C0017245	0.016454				
C1883552	C0030552	0.033296				
C0020676	C0040165	0.024565				
C0239779	C0221169	0.197579				
C0015300	C0040165	0.020550				
C0021359	C0003128	0.084006				
C0012833	C0042571	0.093614				
C0242339	C0002962	0.056523				
C0017536	C0376286	0.061754				
C0036572	C0995182	0.000000				
C0074393	C0016365	0.071669				
C0031154	C0004134	0.057655				
C0246719	C0102118	0.029301				
C0003862	C0159075	0.015726				
C0149651	C0009806	0.062373				
C0070166	C0286651	0.021906				
C0014563	C0028351	0.055888				
C0009806	C0011991	0.084513				
C0003864	C1623038	0.042047				
C0025289	C0041296	0.060427				
C0012833	C0001962	0.017437				
C0086543	C0027358	0.018737				
C0085631	C0026549	0.023410				
C0003126	C0003564	0.081186				
C0013132	C0006982	0.022602				
C1623038	C0025677	0.007904				
C0017601	C0018681	0.051569				
C0039070	C1883552	0.053279				
C2004489	C0018834	0.078681				
C0032143	C0038418	0.051132				
C0052796	C0008809	0.033013				
C0007398	C0027358	0.024799				
C0003862	C0000970	0.012499				
C0005747	C0270327	0.067212				
C0085635	C0018681	0.123418				
C0025289	C0018681	0.063010				
C0017628	C0289313	0.033228				
C0004153	C0858529	0.000000				
C0003126	C0231617	0.183973				
C0235250	C0061851	0.020854				
C0002962	C0231618	0.102899				
C0398623	C0019079	0.055510				
C0028754	C0076275	0.010866				
C0017642	C0020740	0.025095				
C0004153	C0021400	0.055951				
C0231655	C0018520	0.089298				
C0019209	C0019214	0.165719				
C0003126	C0012265	0.025742				
C0025289	C0042313	0.020642				
C0751229	C0037384	0.043839				
C0392071	C0008809	0.017785				
C0016204	C0018520	0.093793				
C0016382	C0060277	0.012881				
C0152149	C0003564	0.099671				
C0018995	C0003864	0.055286				
C0149651	C0042878	0.028453				
C0152149	C0040460	0.075681				
C0232471	C0020175	0.000000				
C0036396	C0020740	0.015792				
C0006277	C0032285	0.079843				
C0006840	C0025815	0.016673				
C0037384	C0001962	0.018373				
C0232197	C0357929	0.048252				
C0012265	C0012373	0.033825				
C0002333	C0024002	0.061569				
C0019158	C1623038	0.044566				
C0013404	C0025815	0.015944				
C0149651	C0885057	0.008009				
C0035435	C0917801	0.070140				
C0035435	C0032950	0.011813				
C0011847	C0020456	0.000000				
C0232197	C0043031	0.030233				
C0877781	C0017887	0.007240				
C0040038	C0232197	0.086474				
C0019079	C0043031	0.023765				
C0029456	C0246719	0.008102				
C0004134	C0009806	0.056512				
C0026946	C0009187	0.057772				
C0036396	C0231236	0.092365				
C0009014	C0025859	0.034880				
C0003615	C0007546	0.032912				
C0007561	C0007557	0.037522				
C0877781	C0000970	0.004702				
C0070166	C0043031	0.023604				
C0017160	C0013369	0.081678				
C0014544	C0019209	0.050538				
C0020639	C0020175	0.039345				
C0013404	C0073992	0.018227				
C0028978	C0025598	0.034979				
C0008838	C0061851	0.021276				
C0025815	C0032950	0.053361				
C0022116	C0286651	0.007453				
C0231655	C0017887	0.030305				
C0026946	C0005716	0.082162				
C0027497	C0061851	0.020078				
C0008402	C1142985	0.023879				
C1883552	C0074554	0.010325				
C0152447	C0003564	0.094382				
C0079083	C0008838	0.089221				
C0442874	C0039128	0.069554				
C0039128	C0220892	0.020311				
C0022251	C0025859	0.045671				
C0027697	C0553735	0.072769				
C0013090	C0220892	0.023075				
C0041948	C0020740	0.016293				
C0034642	C0010520	0.081249				
C0231451	C0020175	0.084940				
C0152149	C0246719	0.008101				
C1623038	C0018995	0.038860				
C0030305	C0086543	0.049521				
C0030305	C0332566	0.051668				
C0040038	C0013404	0.063435				
C0019158	C0019209	0.084588				
C0034880	C0003564	0.069408				
C0040034	C0018834	0.061132				
C0003615	C0031154	0.084247				
C0025587	C0009262	0.020220				
C0741439	C1282609	0.100128				
C0028351	C0033487	0.029600				
C0035435	C0162323	0.054976				
C0085593	C0037384	0.060245				
C0276185	C0752270	0.026871				
C1257763	C0010592	0.022966				
C0023530	C0005740	0.013330				
C0040165	C0279175	0.120548				
C0004153	C0152447	0.065834				
C0232197	C0040165	0.025289				
C0398623	C0043031	0.025756				
C0018991	C0018681	0.066197				
C0004153	C0040460	0.057751				
C0009024	C0037763	0.117911				
C0553735	C0027697	0.072769				
C0013404	C0027358	0.023413				
C0006309	C0027358	0.022770				
C0025287	C0020453	0.061362				
C0039730	C0060277	0.013142				
C0017887	C0025859	0.022267				
C0020517	C0025287	0.060477				
C0242706	C0076275	0.009329				
C0001882	C0029456	0.098983				
C0009806	C0012373	0.016622				
C0006840	C0026946	0.077647				
C0074554	C0016157	0.036401				
C0009421	C0003129	0.039467				
C0002962	C0858529	0.000000				
C0042384	C0009951	0.044056				
C0039070	C0002333	0.026180				
C0018081	C0076275	0.007977				
C0242706	C0076275	0.009329				
C0036323	C0242723	0.054859				
C0286651	C0074554	0.049390				
C0037384	C0221232	0.068416				
C0003129	C0004134	0.034328				
C0009421	C0086543	0.050905				
C0085208	C0002600	0.029444				
C0003126	C0009806	0.073445				
C0018681	C0016382	0.060210				
C0741439	C0027497	0.025159				
C0031412	C0042291	0.045135				
C0005740	C0012772	0.022768				
C0376286	C0038187	0.067029				
C0026946	C0025815	0.016456				
C0162323	C0003862	0.055909				
C0878544	C0002962	0.058799				
C1623038	C0074554	0.011291				
C0020175	C0038187	0.081011				
C0020676	C0009421	0.070117				
C0021400	C0002403	0.019914				
C0000970	C0020740	0.039526				
C0242706	C0003129	0.060878				
C0022116	C0022251	0.021133				
C0003128	C0040485	0.059584				
C0041296	C0019079	0.054991				
C0232197	C0002962	0.072031				
C0020676	C0557875	0.103488				
C0039128	C0497327	0.053423				
C0079083	C0061851	0.023147				
C0013132	C0085593	0.081295				
C0003864	C0231236	0.112910				
C0011847	C0032617	0.000000				
C0019079	C0018926	0.054872				
C0033687	C0065374	0.019807				
C0013132	C0023570	0.037353				
C0030232	C0001924	0.013918				
C0039128	C0018081	0.078701				
C0086543	C0231655	0.085802				
C0014544	C0024002	0.022470				
C0001416	C0038450	0.056369				
C0018834	C0015620	0.029214				
C0149651	C0213771	0.008374				
C0004096	C0451641	0.060208				
C0040038	C0043031	0.026483				
C0232197	C0018520	0.074333				
C0178664	C0033687	0.070314				
C0028734	C0011847	0.000000				
C0036572	C0357929	0.043469				
C0231655	C0025587	0.085089				
C0002144	C0009262	0.043447				
C0018995	C0003862	0.058901				
C0002403	C0874161	0.033505				
C0025289	C0007561	0.029686				
C0027121	C0286651	0.007901				
C0032285	C0010520	0.056245				
C0040038	C0039070	0.062183				
C0009090	C0017887	0.030921				
C0040034	C0003864	0.064518				
C0039070	C0004147	0.022665				
C0040822	C0023570	0.026847				
C0014544	C0003126	0.064802				
C0085631	C0040165	0.022957				
C0003128	C0013911	0.069108				
C0041834	C0031507	0.024469				
C0011175	C0006840	0.053153				
C0034642	C0034880	0.072957				
C0010137	C0001443	0.058368				
C0018681	C0000970	0.012833				
C0003864	C0025587	0.073264				
C0041834	C0040822	0.073032				
C0028754	C0037384	0.059999				
C0013404	C0010520	0.076750				
C0041948	C0027497	0.056973				
C0242453	C0392071	0.085088				
C0019045	C0030193	0.050761				
C0009421	C0020456	0.061939				
C1883552	C0013911	0.038922				
C0232471	C0020175	0.000000				
C0013404	C0213771	0.010592				
C0242339	C0032143	0.022556				
C0023530	C0220892	0.021280				
C0025289	C0025287	0.061427				
C1883552	C0017687	0.014858				
C0009806	C0042523	0.017329				
C0232197	C0004147	0.027767				
C0018021	C0042384	0.055557				
C0028734	C0004899	0.023481				
C0020550	C0029456	0.061582				
C0242339	C0020473	0.088191				
C0030232	C0948786	0.000000				
C0393080	C0016365	0.011601				
C0019079	C0033603	0.018052				
C0024902	C0013456	0.066333				
C0034642	C0016860	0.028889				
C0002871	C0043031	0.024723				
C0023570	C0006982	0.129302				
C0011603	C0995182	0.000000				
C0009187	C0025815	0.019156				
C0557875	C0751229	0.049239				
C0032617	C0162275	0.035142				
C0040460	C0004134	0.054377				
C0024730	C0000970	0.024953				
C0029877	C0025287	0.060471				
C0009024	C0085208	0.018449				
C0002871	C0070166	0.012051				
C0016157	C0074554	0.036401				
C0028734	C0001962	0.018807				
C1883552	C0010137	0.010923				
C0242339	C0009806	0.060840				
C0026946	C0242453	0.056472				
C0497327	C0995182	0.000000				
C0013369	C0116569	0.032393				
C0032064	C0006644	0.018324				
C0034494	C0947651	0.000000				
C0021400	C0032285	0.078397				
C0034494	C0234990	0.000000				
C0070166	C0021641	0.032554				
C0017536	C0233576	0.084937				
C0033860	C0004153	0.056706				
C0033497	C0085259	0.033464				
C0040460	C0076107	0.007731				
C0011633	C0026848	0.053458				
C0038187	C0008838	0.014353				
C0003128	C0002453	0.066378				
C0001824	C0002871	0.060581				
C0040485	C0037763	0.065700				
C0557875	C0042523	0.016586				
C0357929	C0005740	0.010373				
C0018995	C0025023	0.020881				
C0003128	C0006982	0.024442				
C0231451	C0004899	0.011878				
C0001927	C0073992	0.106417				
C0003864	C0002726	0.060467				
C0010520	C0014563	0.013917				
C0015620	C0034665	0.035606				
C0014544	C0022116	0.049998				
C0007297	C0027497	0.070292				
C0232197	C0878544	0.082346				
C0043528	C0032064	0.047322				
C0025287	C0001367	0.012276				
C0000786	C0023860	0.048973				
C0013404	C0085631	0.062814				
C0014038	C0018681	0.059495				
C0014544	C0246719	0.006461				
