Concept 1	Concept 2	PAGERANK	lcs(s)	corpus lcs	intrinsic lcs	paths
C0162323	C0003862	0.113508				
C0878544	C0002962	0.140402				
C1623038	C0074554	0.000000				
C0020175	C0038187	0.297949				
C0020676	C0009421	0.179358				
C0021400	C0002403	0.114540				
C0000970	C0020740	0.046288				
C0242706	C0003129	0.000000				
C0022116	C0022251	0.049254				
C0003128	C0040485	0.216876				
C0041296	C0019079	0.150328				
C0232197	C0002962	0.157909				
C0020676	C0557875	0.194162				
C0039128	C0497327	0.141567				
C0079083	C0061851	0.018619				
C0013132	C0085593	0.238713				
C0003864	C0231236	0.199575				
C0011847	C0032617	0.000000				
C0019079	C0018926	0.136384				
C0033687	C0065374	0.048871				
C0013132	C0023570	0.101715				
C0030232	C0001924	0.027801				
C0039128	C0018081	0.145501				
C0086543	C0231655	0.141733				
C0014544	C0024002	0.102574				
C0001416	C0038450	0.000000				
C0018834	C0015620	0.108680				
C0149651	C0213771	0.032520				
C0004096	C0451641	0.141831				
C0040038	C0043031	0.104689				
C0232197	C0018520	0.206298				
C0178664	C0033687	0.177617				
C0028734	C0011847	0.000000				
C0036572	C0357929	0.073909				
C0231655	C0025587	0.251942				
C0002144	C0009262	0.110156				
C0018995	C0003862	0.177208				
C0002403	C0874161	0.044653				
C0025289	C0007561	0.126625				
C0027121	C0286651	0.013646				
C0032285	C0010520	0.169650				
C0040038	C0039070	0.153496				
C0009090	C0017887	0.077188				
C0040034	C0003864	0.145001				
C0039070	C0004147	0.081241				
C0040822	C0023570	0.091549				
C0014544	C0003126	0.167863				
C0085631	C0040165	0.100865				
C0003128	C0013911	0.298308				
C0041834	C0031507	0.108329				
C0011175	C0006840	0.190639				
C0034642	C0034880	0.206034				
C0010137	C0001443	0.031845				
C0018681	C0000970	0.029837				
C0003864	C0025587	0.166637				
C0041834	C0040822	0.190732				
C0028754	C0037384	0.184230				
C0013404	C0010520	0.192149				
C0041948	C0027497	0.166895				
C0242453	C0392071	0.281223				
C0019045	C0030193	0.169980				
C0009421	C0020456	0.183601				
C1883552	C0013911	0.140215				
C0232471	C0020175	0.000000				
C0013404	C0213771	0.040443				
C0242339	C0032143	0.064201				
C0023530	C0220892	0.000000				
C0025289	C0025287	0.189897				
C1883552	C0017687	0.058253				
C0009806	C0042523	0.064437				
C0232197	C0004147	0.096689				
C0018021	C0042384	0.163724				
C0028734	C0004899	0.000000				
C0020550	C0029456	0.180405				
C0242339	C0020473	0.236400				
C0030232	C0948786	0.000000				
C0393080	C0016365	0.023080				
C0019079	C0033603	0.120869				
C0024902	C0013456	0.200298				
C0034642	C0016860	0.074162				
C0002871	C0043031	0.104013				
C0023570	C0006982	0.346849				
C0011603	C0995182	0.000000				
C0009187	C0025815	0.035557				
C0557875	C0751229	0.000000				
C0032617	C0162275	0.102082				
C0040460	C0004134	0.211141				
C0024730	C0000970	0.015027				
C0029877	C0025287	0.181911				
C0009024	C0085208	0.048048				
C0002871	C0070166	0.046786				
C0016157	C0074554	0.069939				
C0028734	C0001962	0.060903				
C1883552	C0010137	0.030314				
C0242339	C0009806	0.249787				
C0026946	C0242453	0.173701				
C0497327	C0995182	0.000000				
C0013369	C0116569	0.105636				
C0032064	C0006644	0.064034				
C0034494	C0947651	0.000000				
C0021400	C0032285	0.160066				
C0034494	C0234990	0.000000				
C0070166	C0021641	0.030830				
C0017536	C0233576	0.246503				
C0033860	C0004153	0.146735				
C0033497	C0085259	0.035157				
C0040460	C0076107	0.046972				
C0011633	C0026848	0.186763				
C0038187	C0008838	0.165805				
C0003128	C0002453	0.262872				
C0001824	C0002871	0.154906				
C0040485	C0037763	0.174262				
C0557875	C0042523	0.070644				
C0357929	C0005740	0.060209				
C0018995	C0025023	0.111678				
C0003128	C0006982	0.055122				
C0231451	C0004899	0.000000				
C0001927	C0073992	0.067622				
C0003864	C0002726	0.152291				
C0010520	C0014563	0.028736				
C0015620	C0034665	0.084652				
C0014544	C0022116	0.157835				
C0007297	C0027497	0.206183				
C0232197	C0878544	0.198332				
C0043528	C0032064	0.008764				
C0025287	C0001367	0.032013				
C0000786	C0023860	0.123297				
C0013404	C0085631	0.202855				
C0014038	C0018681	0.166767				
C0014544	C0246719	0.020992				
