Concept 1	Concept 2	LCH	INTRINSIC_LCH	INTRINSIC_LIN	PATH	INTRINSIC_PATH	WUPALMER	lcs(s)	corpus lcs	intrinsic lcs	paths
C0457086	C0003873	0.560824	0.377494	0.524425	0.142857	0.056158	0.727273	C0000000|C0427210		C0427210	C0427210=C0457086->C0162298->C0574961->*C0427210*<-C0003873<-C0003864<-C0574941|C0000000=C0457086->C0158195->*C0000000*<-C0003873<-C0003864<-C0574941<-C0375492
C0038454	C0018989	0.636763	0.419404	0.617829	0.200000	0.068173	0.866667	C0007682		C0007682	C0007682=C0038454->C0007820->C0006111->*C0007682*<-C0018989
C0006121	C1269897	0.636763	0.483914	0.703509	0.200000	0.091877	0.888889	C1269560|C1281590		C1269560	C1269560=C0006121->C0006104->C0927232->*C1269560*<-C1269897|C1281590=C0006121->C0006104->C1280705->*C1281590*<-C1269897
C0011167	C0031133	0.687124	0.515226	0.774394	0.250000	0.106197	0.823529	C0012238|C1720892		C0012238	C0012238=C0011167->C1268925->*C0012238*<-C0031133|C1720892=C0011167->*C1720892*<-C0031133<-C0012238
C0011168	C0679317	0.000000	0.366989	0.000000	0.000000	0.000000	0.000000				
C0429103	C0027051	0.439176	0.239977	0.058285	0.083333	0.029727	0.266667	C2720507		C2720507	C2720507=C0429103->C0428732->C1285812->C1285810->C1274016->C1285578->*C2720507*<-C0027051<-C1264235<-C1290853<-C0012634<-C0037088
C1510420	C0041296	0.480325	0.238462	0.057890	0.100000	0.029519	0.307692	C2720507		C2720507	C2720507=C1510420->C0333010->C0332447->C1260954->C1268086->*C2720507*<-C0041296<-C0456953<-C0282354<-C1285164
C0027627	C0205699	0.595614	0.404367	0.602433	0.166667	0.063592	0.857143	C0027651		C0027651	C0027651=C0027627->C0027671->*C0027651*<-C0205699<-C0334224<-C1288351
C1956391	C0018681	0.636763	0.345993	0.462233	0.200000	0.048544	0.818182	C1320354		C1320354	C1320354=C1956391->C1285337->C1290856->*C1320354*<-C0018681
C0003243	C0443146	0.530687	0.219395	0.000000	0.125000	0.000000	0.222222	C0000000		C0000000	C0000000=C0003243->C0021054->C1258063->C0600511->C0600512->*C0000000*<-C0443146<-C0687719
C0034735	C0022116	0.636763	0.430434	0.641226	0.200000	0.071741	0.866667	C0728936		C0728936	C0728936=C0034735->C0034734->C1285469->*C0728936*<-C0022116
C0011644	C0036421	0.843562	0.918330	0.987086	0.500000	0.685378	0.967742	C0036421		C0036421	C0036421=C0011644->*C0036421
C0032285	C0332448	0.480325	0.227769	0.000000	0.100000	0.000000	0.181818	C0000000		C0000000	C0000000=C0032285->C1290890->C0869452->*C0000000*<-C0332448<-C0333010<-C0332447<-C1260954<-C1268086<-C2720507
C0020877	C0010346	0.636763	0.547804	0.807511	0.200000	0.123470	0.913043	C0021831|C0017160|C0029512|C1290888		C0017160	C0021831=C0020877->C0014335->*C0021831*<-C0010346<-C0021390|C0017160=C0020877->C0014335->*C0017160*<-C0010346<-C0021390|C0029512=C0020877->C0014335->*C0029512*<-C0010346<-C0021390|C1290888=C0020877->C0014335->*C1290888*<-C0010346<-C0021390
C0030472	C1306459	0.687124	0.525880	0.736972	0.250000	0.111562	0.909091	C0027651		C0027651	C0027651=C0030472->*C0027651*<-C1306459<-C1288351
C0003873	C1396859	0.000000	0.380475	0.000000	0.000000	0.000000	0.000000				
C0027540	C1547030	0.000000	0.394560	0.000000	0.000000	0.000000	0.000000				
C0011991	C0009319	0.560824	0.369753	0.506298	0.142857	0.054183	0.700000	C0000000|C0426573		C0426573	C0426573=C0011991->C0476288->*C0426573*<-C0009319<-C0017160<-C0017178<-C1261141|C0000000=C0011991->C0278008->C0159061->*C0000000*<-C0009319<-C0578878<-C0029512
C0013395	C0030920	0.595614	0.368134	0.510994	0.166667	0.053779	0.761905	C1261141		C1261141	C1261141=C0013395->C0577113->C0577078->*C1261141*<-C0030920<-C0017178
C0009676	C0011253	0.595614	0.371744	0.512010	0.166667	0.054685	0.615385	C0000000|C0004928		C0004928	C0000000=C0009676->C0029227->C1456302->*C0000000*<-C0011253<-C1456786|C0004928=C0009676->C0525041->*C0004928*<-C0011253<-C0004941<-C0004927
C0018524	C0033975	0.560824	0.338642	0.384124	0.142857	0.046921	0.500000	C1256749		C1256749	C1256749=C0018524->C0030975->C0525041->C0004928->*C1256749*<-C0033975<-C0004936
C0038362	C0149745	0.752052	0.487298	0.733025	0.333333	0.093327	0.941176	C0026636		C0026636	C0026636=C0038362->*C0026636*<-C0149745
C0034065	C0032285	0.752052	0.576285	0.819987	0.333333	0.140856	0.933333	C0024115		C0024115	C0024115=C0034065->*C0024115*<-C0032285
C0003873	C0003904	0.504104	0.246994	0.065133	0.111111	0.030708	0.333333	C1256741		C1256741	C1256741=C0003873->C0004364->C0021053->C0012674->*C1256741*<-C0003904<-C0524852<-C0039796<-C0002784
C1533685	C1253936	0.504104	0.252005	0.000000	0.111111	0.000000	0.200000	C0000000		C0000000	C0000000=C1533685->C0013153->C1285164->C2720507->*C0000000*<-C1253936<-C0022408<-C0409261<-C0161795
C0042164	C0019740	0.458814	0.236805	0.062236	0.090909	0.029294	0.285714	C1256741		C1256741	C1256741=C0042164->C0042161->C0015397->C0012674->*C1256741*<-C0019740<-C0019737<-C0019721<-C0003320<-C0005515<-C0007995
C0042384	C0040053	0.687124	0.514973	0.736421	0.250000	0.106073	0.903226	C0042373|C0007222		C0042373	C0042373=C0042384->*C0042373*<-C0040053<-C0085307|C0007222=C0042384->C0042373->*C0007222*<-C0040053
C0243026	C0020649	0.560824	0.347861	0.433757	0.142857	0.048965	0.727273	C0012674|C1290853		C1290853	C0012674=C0243026->C0021311->C0004615->*C0012674*<-C0020649<-C0042373<-C0007222|C1290853=C0243026->C2316160->C0578491->*C1290853*<-C0020649<-C0042373<-C0263978
C0042109	C0277942	0.636763	0.384335	0.551948	0.200000	0.057964	0.866667	C0455205|C0178298		C0178298	C0455205=C0042109->C0162819->C0037274->*C0455205*<-C0277942|C0178298=C0042109->C0162819->C0037274->*C0178298*<-C0277942
C0017196	C0162429	0.504104	0.250401	0.066130	0.111111	0.031196	0.333333	C1256741		C1256741	C1256741=C0017196->C0038898->C0543467->C0002784->*C1256741*<-C0162429<-C0028709<-C0028715<-C0012674
C0013604	C0017654	0.560824	0.322281	0.330798	0.142857	0.043501	0.500000	C2720507|C1285578		C1285578	C1285578=C0013604->C1274016->*C1285578*<-C0017654<-C0042031<-C0579062<-C0542341|C2720507=C0013604->C0037088->*C2720507*<-C0017654<-C0022662<-C1285556<-C1298232
C0009378	C0032584	0.504104	0.239954	0.058279	0.111111	0.029724	0.333333	C2720507		C2720507	C2720507=C0009378->C0079278->C0014245->C1285536->C0184661->*C2720507*<-C0032584<-C0012634<-C0037088
C0010137	C1563292	0.480325	0.213116	0.000000	0.100000	0.000000	0.181818	C0000000		C0000000	C0000000=C0010137->C0003209->C1258064->C0600511->C0600512->*C0000000*<-C1563292<-C0455442<-C0559550<-C0260535
C0003507	C0006660	0.458814	0.227508	0.059701	0.090909	0.028061	0.285714	C1256741		C1256741	C1256741=C0003507->C0042512->C0018799->C0007222->C0012674->*C1256741*<-C0006660<-C0018271<-C0031845<-C2350828<-C2930671
C0024530	C0002438	0.752052	0.561101	0.818191	0.333333	0.131303	0.916667	C0033740		C0033740	C0033740=C0024530->*C0033740*<-C0002438
C0442874	C0522224	0.687124	0.521665	0.709809	0.250000	0.109408	0.888889	C0027765		C0027765	C0027765=C0442874->*C0027765*<-C0522224<-C0027854
C0036572	C0018681	0.687124	0.467568	0.675197	0.250000	0.085187	0.896552	C0027854		C0027854	C0027854=C0036572->*C0027854*<-C0018681<-C0030193
C0333997	C0043352	0.530687	0.326440	0.408427	0.125000	0.044346	0.695652	C0012674|C1290853		C1290853	C0012674=C0333997->C0024228->C0018981->*C0012674*<-C0043352<-C0036093<-C0026636<-C0038368|C1290853=C0333997->C0024228->C1285159->*C1290853*<-C0043352<-C0036093<-C0026636<-C1290856
C0036202	C0042866	0.530687	0.251822	0.061466	0.125000	0.031401	0.363636	C2720507|C0000000		C2720507	C2720507=C0036202->C0559758->C0012634->C0037088->*C2720507*<-C0042866<-C0042890<-C0013227|C0000000=C0036202->C0740451->C0034214->*C0000000*<-C0042866<-C0042890<-C0013227<-C2720507
C0023223	C0042345	0.636763	0.432562	0.642806	0.200000	0.072451	0.833333	C1290876|C0000000|C0333010|C0263978		C1290876	C0333010=C0023223->C0041582->*C0333010*<-C0042345<-C0012359|C1290876=C0023223->*C1290876*<-C0042345<-C0155778<-C1298759|C0263978=C0023223->C1290876->*C0263978*<-C0042345<-C0042373|C0000000=C0023223->C0878700->*C0000000*<-C0042345<-C1135335
C0080331	C0432601	0.504104	0.282444	0.289774	0.111111	0.036180	0.428571	C1285578		C1285578	C1285578=C0080331->C0015259->C0441655->C1522240->*C1285578*<-C0432601<-C0432600<-C0449381<-C1274016
C0030326	C0023798	0.636763	0.393147	0.560410	0.200000	0.060376	0.818182	C0009782		C0009782	C0009782=C0030326->*C0009782*<-C0023798<-C0206631<-C0027656
C0003811	C0026264	0.480325	0.242377	0.063804	0.100000	0.030059	0.307692	C1256741		C1256741	C1256741=C0003811->C0018799->C0007222->C0012674->*C1256741*<-C0026264<-C0018826<-C0018787<-C0007226<-C0002807
C0019054	C1561562	0.560824	0.270903	0.243080	0.142857	0.034299	0.571429	C0039058		C0039058	C0039058=C0019054->C0030660->*C0039058*<-C1561562<-C1292123<-C2711906<-C0037088
C0013378	C0011167	0.530687	0.339366	0.459943	0.125000	0.047078	0.533333	C0542341		C0542341	C0542341=C0013378->C0039336->C0036658->C0027767->*C0542341*<-C0011167<-C1268925<-C0012238
C0013394	C0029965	0.480325	0.212922	0.000000	0.100000	0.000000	0.181818	C0000000		C0000000	C0000000=C0013394->C0423610->C0156402->*C0000000*<-C0029965<-C0278049<-C0232896<-C0542341<-C1285578<-C2720507
C0030842	C0020517	0.504104	0.288844	0.078450	0.111111	0.037267	0.333333	C2720507|C1256741		C1256741	C2720507=C0030842->C0026458->C0279516->C0003204->C0013227->*C2720507*<-C0020517<-C0441712<-C1285164|C1256741=C0030842->C0282215->C0038776->C0021521->C0007995->*C1256741*<-C0020517<-C0021053<-C0012674
C0023418	C0038250	0.530687	0.250415	0.066134	0.125000	0.031198	0.363636	C0000000|C1256741		C1256741	C0000000=C0023418->C0348393->C0375087->*C0000000*<-C0038250<-C0007634<-C0002807<-C1256741|C1256741=C0023418->C0027652->C0027651->C0012674->*C1256741*<-C0038250<-C0007634<-C0002807
C0376358	C0001109	0.421111	0.231200	0.060696	0.076923	0.028544	0.250000	C1256741		C1256741	C1256741=C0376358->C0153662->C0000735->C0027653->C0027651->C0012674->*C1256741*<-C0001109<-C0031678<-C0020289<-C0014442<-C1258127<-C0007995
C0224498	C0029408	0.504104	0.239655	0.063033	0.111111	0.029683	0.333333	C1256741		C1256741	C1256741=C0224498->C0007301->C0026860->C0002807->*C1256741*<-C0029408<-C1285232<-C0026857<-C0012674
C0037473	C0024485	0.504104	0.245131	0.000000	0.111111	0.000000	0.200000	C0000000		C0000000	C0000000=C0037473->C0304459->C0304471->C0013227->C2720507->*C0000000*<-C0024485<-C0011923<-C0025086
C0033706	C0039142	0.530687	0.239474	0.062982	0.125000	0.029658	0.363636	C1256741		C1256741	C1256741=C0033706->C0014436->C1258127->C0007995->*C1256741*<-C0039142<-C0014674<-C0002784
C0026764	C0011581	0.595614	0.223072	0.000000	0.166667	0.000000	0.285714	C0000000		C0000000	C0000000=C0026764->C1302424->C0027638->*C0000000*<-C0011581<-C0868892
C0011849	C0035450	0.595614	0.351246	0.455602	0.166667	0.049738	0.814815	C1285159|C0159135		C1285159	C1285159=C0011849->C0014130->*C1285159*<-C0035450<-C0406388<-C1285333|C0159135=C0011849->C0014130->*C0159135*<-C0035450<-C0406388<-C1285333
C0220982	C0409974	0.530687	0.325936	0.390438	0.125000	0.044242	0.666667	C0012634		C0012634	C0012634=C0220982->C0001122->C0001118->C0025517->*C0012634*<-C0409974<-C0004364<-C1532237
C0040583	C0007102	0.530687	0.265349	0.221158	0.125000	0.033429	0.461538	C0000000|C0012674		C0012674	C0012674=C0040583->C0040580->C0035242->*C0012674*<-C0007102<-C0009375<-C0012243<-C0012242|C0000000=C0040583->C1960171->C0869452->*C0000000*<-C0007102<-C0009375<-C0012243<-C0154101
C0037199	C0442041	0.480325	0.212936	0.000000	0.100000	0.000000	0.181818	C0000000		C0000000	C0000000=C0037199->C0035243->C0869452->*C0000000*<-C0442041<-C0442005<-C0441986<-C0587374<-C1285164<-C2720507
C0267809	C0376180	0.458814	0.226216	0.059357	0.090909	0.027894	0.285714	C1256741		C1256741	C1256741=C0267809->C0023890->C0023895->C0012242->C0012674->*C1256741*<-C0376180<-C0582246<-C0030956<-C0002526<-C0007995
C0018801	C0033975	0.560824	0.341594	0.396761	0.142857	0.047566	0.666667	C0030660		C0030660	C0030660=C0018801->C1290383->C0003811->*C0030660*<-C0033975<-C0004936<-C0012634
C0034887	C0023055	0.560824	0.443698	0.665962	0.142857	0.076281	0.812500	C0587047		C0587047	C0587047=C0034887->C0347944->*C0587047*<-C0023055<-C0035244<-C0039981<-C1290306
C0162595	C0702166	0.458814	0.234068	0.061479	0.090909	0.028925	0.285714	C1256741		C1256741	C1256741=C0162595->C0021054->C2979985->C0013227->C0007995->*C1256741*<-C0702166<-C0036502<-C0037274<-C0175166<-C0012674
C0233651	C1527356	0.595614	0.210696	0.000000	0.166667	0.000000	0.285714	C0000000		C0000000	C0000000=C0233651->C0260655->*C0000000*<-C1527356<-C1274160<-C0375487
C0005587	C0232208	0.595614	0.215756	0.000000	0.166667	0.000000	0.285714	C0000000		C0000000	C0000000=C0005587->C0011581->C0868892->*C0000000*<-C0232208<-C0348626
C0026269	C0030920	0.560824	0.361664	0.495404	0.142857	0.052193	0.750000	C0000000|C1302710		C1302710	C0000000=C0026269->C0018824->C0029609->*C0000000*<-C0030920<-C0038354<-C0266806|C1302710=C0026269->C0018824->C0018799->C0025061->*C1302710*<-C0030920<-C0038354
C0035222	C0007642	0.687124	0.394796	0.562409	0.250000	0.060838	0.857143	C0009782		C0009782	C0009782=C0035222->C1272854->*C0009782*<-C0007642
C0037926	C0886052	0.504104	0.216700	0.000000	0.111111	0.000000	0.200000	C0000000		C0000000	C0000000=C0037926->C0037928->C0393413->*C0000000*<-C0886052<-C0558012<-C0418956<-C0184661<-C2720507
C0158280	C0023891	0.560824	0.324464	0.418141	0.142857	0.043942	0.750000	C1290853|C0263978		C0263978	C1290853=C0158280->C0558385->*C1290853*<-C0023891<-C0023890<-C0023895<-C1302710|C0263978=C0158280->C0558385->*C0263978*<-C0023891<-C0023890<-C0023895<-C1290864
C0241910	C0022876	0.560824	0.211822	0.000000	0.142857	0.000000	0.250000	C0000000		C0000000	C0000000=C0241910->C0400936->C0023895->C0266806->*C0000000*<-C0022876<-C0156718
C0917996	C0034065	0.595614	0.424940	0.639074	0.166667	0.069941	0.848485	C0042373|C0410013|C1302710|C0425674		C0042373	C0425674=C0917996->C0007766->C0577829->*C0425674*<-C0034065<-C0428843|C0042373=C0917996->C0007766->C0002940->*C0042373*<-C0034065<-C0013922|C0410013=C0917996->C0007766->C0340613->*C0410013*<-C0034065<-C0013922|C1302710=C0917996->C0007766->C0459146->*C1302710*<-C0034065<-C0024115
C0149925	C0011860	0.560824	0.212838	0.000000	0.142857	0.000000	0.250000	C0000000		C0000000	C0000000=C0149925->C0348343->*C0000000*<-C0011860<-C0011849<-C0271633<-C1263961
C0018926	C0043352	0.560824	0.429623	0.650165	0.142857	0.071473	0.833333	C0266804		C0266804	C0266804=C0018926->C0041909->C1290613->*C0266804*<-C0043352<-C0036093<-C0026636
C0010043	C0011127	0.687124	0.566348	0.821320	0.250000	0.134529	0.888889	C0041582|C0333297		C0041582	C0333297=C0010043->C0041582->*C0333297*<-C0011127|C0041582=C0010043->*C0041582*<-C0011127<-C0037299
C0013404	C0231528	0.595614	0.305295	0.335281	0.166667	0.040213	0.705882	C1290906|C0037088		C1290906	C0037088=C0013404->C0037090->*C0037088*<-C0231528<-C0026858<-C0030193|C1290906=C0013404->C0035204->C0425442->*C1290906*<-C0231528<-C0424722
C0024117	C0018520	0.595614	0.289733	0.284483	0.166667	0.037420	0.666667	C0037088		C0037088	C0037088=C0024117->C0425442->C1290906->*C0037088*<-C0018520<-C0037089
C0029408	C0392525	0.560824	0.346699	0.444588	0.142857	0.048702	0.750000	C0000000|C1290853|C0263978		C0263978	C1290853=C0029408->C0035435->C0009782->*C1290853*<-C0392525<-C0022658<-C1302710|C0263978=C0029408->C1285232->C0158370->*C0263978*<-C0392525<-C0022658<-C1290864|C0000000=C0029408->C0157959->*C0000000*<-C0392525<-C0022658<-C1302710<-C0277538
C0262538	C0040479	0.530687	0.222668	0.000000	0.125000	0.000000	0.222222	C0000000		C0000000	C0000000=C0262538->C0041887->*C0000000*<-C0040479<-C0042514<-C0039231<-C0277901<-C0348626
C0034069	C0003615	0.560824	0.381415	0.519555	0.142857	0.057187	0.750000	C1290853|C1302710|C1290837|C0263978		C1302710	C1290853=C0034069->C0024115->C1302710->*C1290853*<-C0003615<-C1112209<-C0578491|C0263978=C0034069->C0024115->C0039978->*C0263978*<-C0003615<-C1112209<-C1290864|C1290837=C0034069->C0024115->C0039978->*C1290837*<-C0003615<-C1112209<-C1290864|C1302710=C0034069->C0024115->*C1302710*<-C0003615<-C0007527<-C0021831<-C0266805
C0007286	C0549493	0.000000	0.355275	0.000000	0.000000	0.000000	0.000000				
C0041834	C0029456	0.595614	0.301958	0.296605	0.166667	0.039597	0.666667	C0037088		C0037088	C0037088=C0041834->*C0037088*<-C0029456<-C0005944<-C0025517<-C0012634
