Concept 1	Concept 2	LCH	INTRINSIC_LCH	INTRINSIC_LIN	PATH	INTRINSIC_PATH	WUPALMER	lcs(s)	corpus lcs	intrinsic lcs	paths
C0034065	C0032285	0.763454	0.568671	0.819808	0.333333	0.135938	0.950000	C0024115		C0024115	C0024115=C0034065->*C0024115*<-C0032285
C0003873	C0003904	0.552268	0.352520	0.453655	0.125000	0.050007	0.720000	C0002784|C0872087|C0011900		C0011900	C0011900=C0003873->C0035435->C0009782->*C0011900*<-C0003904<-C0014245<-C0011918<-C0525034|C0872087=C0003873->C0035435->C0009782->C0011900->*C0872087*<-C0003904<-C0014245<-C0178707|C0002784=C0003873->C0035435->C0009782->C0011900->*C0002784*<-C0003904<-C0524852<-C0039796
C1533685	C1253936	0.552268	0.313677	0.308505	0.125000	0.041782	0.588235	C1444750		C1444750	C1444750=C1533685->C0013153->*C1444750*<-C1253936<-C0022408<-C0026857<-C0012634<-C0030660
C0042164	C0019740	0.504222	0.251272	0.157528	0.100000	0.031304	0.608696	C1140093|C1256741		C1256741	C1140093=C0042164->C0015397->C0012634->*C1140093*<-C0019740<-C0019737<-C0019721<-C0003320<-C0152036<-C0005532|C1256741=C0042164->C0015397->C0012674->*C1256741*<-C0019740<-C0019737<-C0019721<-C0003320<-C0005515<-C0007995
C0042384	C0040053	0.701512	0.476862	0.703261	0.250000	0.088893	0.926829	C0042373|C0007222		C0042373	C0042373=C0042384->*C0042373*<-C0040053<-C1096458|C0007222=C0042384->C0042373->*C0007222*<-C0040053
C0243026	C0020649	0.653466	0.333161	0.419281	0.200000	0.045723	0.846154	C0012634		C0012634	C0012634=C0243026->C0021311->*C0012634*<-C0020649<-C0007222
C0042109	C0277942	0.701512	0.384729	0.562144	0.250000	0.058043	0.923077	C0178298|C0455205		C0178298	C0178298=C0042109->C0011603->*C0178298*<-C0277942|C0455205=C0042109->C0037274->*C0455205*<-C0277942
C0017196	C0162429	0.552268	0.238263	0.064947	0.125000	0.029475	0.363636	C1140093		C1140093	C1140093=C0017196->C0038898->C0012240->C0700276->*C1140093*<-C0162429<-C0028709<-C0012634
C0013604	C0017654	0.581019	0.278216	0.227948	0.142857	0.035460	0.500000	C2720507|C1285578		C1285578	C1285578=C0013604->C1274016->*C1285578*<-C0017654<-C0042031<-C0579062<-C0542341|C2720507=C0013604->C0037088->*C2720507*<-C0017654<-C0022662<-C1285556<-C1298232
C0009378	C0032584	0.581019	0.237701	0.064784	0.142857	0.029399	0.400000	C1140093		C1140093	C1140093=C0009378->C0079277->C0012240->C0700276->*C1140093*<-C0032584<-C0012634
C0010137	C1563292	0.526908	0.212398	0.000000	0.111111	0.000000	0.200000	C0000000		C0000000	C0000000=C0010137->C0003209->C0013227->C2720507->*C0000000*<-C1563292<-C0455442<-C0559550<-C0260535
C0003507	C0006660	0.552268	0.211763	0.000000	0.125000	0.000000	0.222222	C0000000		C0000000	C0000000=C0003507->C0018824->C0029609->*C0000000*<-C0006660<-C0018271<-C0005532<-C1140093
C0024530	C0002438	0.763454	0.671867	0.903792	0.333333	0.219124	0.964286	C0033740		C0033740	C0033740=C0024530->*C0033740*<-C0002438
C0442874	C0522224	0.701512	0.552797	0.753185	0.250000	0.126312	0.918919	C0027765		C0027765	C0027765=C0442874->*C0027765*<-C0522224<-C0007682
C0036572	C0018681	0.701512	0.460080	0.671507	0.250000	0.082253	0.923077	C0027854|C0037088		C0027854	C0037088=C0036572->C0027854->*C0037088*<-C0018681|C0027854=C0036572->*C0027854*<-C0018681<-C0030193
C0333997	C0043352	0.581019	0.279977	0.274052	0.142857	0.035750	0.571429	C0679384		C0679384	C0679384=C0333997->C0024228->C0018939->*C0679384*<-C0043352<-C0036093<-C0026636
C0036202	C0042866	0.552268	0.241616	0.065924	0.125000	0.029936	0.363636	C1140093|C0000000|C2720507		C1140093	C1140093=C0036202->C0559758->C0012634->*C1140093*<-C0042866<-C0038317<-C0029224<-C0220806|C2720507=C0036202->C0559758->C0012634->C0037088->*C2720507*<-C0042866<-C0042890<-C0013227|C0000000=C0036202->C0559758->C0277538->*C0000000*<-C0042866<-C0042890<-C0013227<-C2720507
C0023223	C0042345	0.653466	0.436168	0.656222	0.200000	0.073639	0.882353	C1290876|C0000000|C0333010|C0263978		C1290876	C0333010=C0023223->C0041582->*C0333010*<-C0042345<-C0012359|C1290876=C0023223->*C1290876*<-C0042345<-C0155778<-C1298759|C0263978=C0023223->C1290876->*C0263978*<-C0042345<-C0042373|C0000000=C0023223->C0878700->*C0000000*<-C0042345<-C1135335
C0080331	C0432601	0.526908	0.261040	0.213795	0.111111	0.032751	0.428571	C1285578		C1285578	C1285578=C0080331->C0023946->C0026649->C1522240->*C1285578*<-C0432601<-C0432600<-C0449381<-C1274016
C0030326	C0023798	0.653466	0.438561	0.660660	0.200000	0.074458	0.904762	C0009782		C0009782	C0009782=C0030326->*C0009782*<-C0023798<-C0206631<-C0027656
C0003811	C0026264	0.653466	0.520403	0.772301	0.200000	0.108732	0.942857	C0018787		C0018787	C0018787=C0003811->C0018799->*C0018787*<-C0026264<-C0018826
C0019054	C1561562	0.581019	0.280397	0.280016	0.142857	0.035819	0.750000	C0039058|C0677042		C0039058	C0039058=C0019054->C0030660->*C0039058*<-C1561562<-C1292123<-C2711906<-C0037088|C0677042=C0019054->C0030660->*C0677042*<-C1561562<-C1292123<-C2711906<-C0037088
C0013378	C0011167	0.614210	0.330119	0.435919	0.166667	0.045084	0.666667	C0678852		C0678852	C0678852=C0013378->C0039336->C0036658->*C0678852*<-C0011167<-C0678868
C0013394	C0029965	0.526908	0.397069	0.592810	0.111111	0.061453	0.800000	C1261210|C0679996		C0679996	C0679996=C0013394->C1291724->C0036864->C0699756->*C0679996*<-C0029965<-C0035150<-C0680051<-C0680017|C1261210=C0013394->C1384606->C0237873->C0017411->C0178829->*C1261210*<-C0029965<-C0278049<-C0232896
C0030842	C0020517	0.552268	0.280006	0.078174	0.125000	0.035755	0.363636	C1140093		C1140093	C1140093=C0030842->C0282215->C0038776->C0220806->*C1140093*<-C0020517<-C1719883<-C0012634
C0023418	C0038250	0.653466	0.325128	0.350722	0.200000	0.044055	0.777778	C0229960		C0229960	C0229960=C0023418->C0024235->*C0229960*<-C0038250<-C0007634
C0376358	C0001109	0.483701	0.227686	0.061953	0.090909	0.028068	0.285714	C1140093|C1140162		C1140093	C1140093=C0376358->C0153662->C0006826->C0012634->*C1140093*<-C0001109<-C0031678<-C0020289<-C0014442<-C0029224<-C0220806|C1140162=C0376358->C0153662->C0006826->C1314792->C0679215->*C1140162*<-C0001109<-C0031678<-C0020289<-C0014442<-C0682740
C0224498	C0029408	0.614210	0.362047	0.493866	0.166667	0.052261	0.814815	C0026860		C0026860	C0026860=C0224498->C0007301->*C0026860*<-C0029408<-C0035435<-C0263660
C0037473	C0024485	0.581019	0.245082	0.066950	0.142857	0.030420	0.400000	C1140093		C1140093	C1140093=C0037473->C0013879->C0220806->*C1140093*<-C0024485<-C0178707<-C0872087
C0033706	C0039142	0.552268	0.251062	0.157395	0.125000	0.031273	0.666667	C0000000|C1256741		C1256741	C1256741=C0033706->C0014436->C1258127->C0007995->*C1256741*<-C0039142<-C0014674<-C0002784|C0000000=C0033706->C0014432->C0013227->C2720507->*C0000000*<-C0039142<-C0014674<-C0021941
C0026764	C0011581	0.614210	0.216895	0.000000	0.166667	0.000000	0.285714	C0000000		C0000000	C0000000=C0026764->C0005953->C0376152->*C0000000*<-C0011581<-C0868892
C0011849	C0035450	0.614210	0.348606	0.463263	0.166667	0.049110	0.864865	C1285159|C0159135		C1285159	C1285159=C0011849->C0014130->*C1285159*<-C0035450<-C0406388<-C1285333|C0159135=C0011849->C0014130->*C0159135*<-C0035450<-C0406388<-C1285333
C0220982	C0409974	0.614210	0.327637	0.412779	0.166667	0.044569	0.814815	C0012634		C0012634	C0012634=C0220982->C0001122->C0025517->*C0012634*<-C0409974<-C0009782
C0040583	C0007102	0.552268	0.278008	0.271135	0.125000	0.035426	0.695652	C0000000|C0012674		C0012674	C0012674=C0040583->C0040580->C0035242->*C0012674*<-C0007102<-C0009375<-C0012243<-C0012242|C0000000=C0040583->C1960171->C0869452->*C0000000*<-C0007102<-C0009375<-C0012243<-C0154101
C0037199	C0442041	0.483701	0.236843	0.112843	0.090909	0.029282	0.375000	C2720507|C1285164		C1285164	C2720507=C0037199->C0679406->C0035204->C0012634->C0037088->*C2720507*<-C0442041<-C0442005<-C0441986<-C0587374<-C1285164|C1285164=C0037199->C0679406->C0679333->C0030660->C0580197->C0559482->*C1285164*<-C0442041<-C0442005<-C0441986<-C0587374
C0267809	C0376180	0.552268	0.364683	0.521787	0.125000	0.052902	0.740741	C0012240		C0012240	C0012240=C0267809->C0023890->C0023895->C0012242->*C0012240*<-C0376180<-C0017133<-C0038351
C0018801	C0033975	0.614210	0.347138	0.435892	0.166667	0.048777	0.814815	C0012634|C0679384		C0012634	C0012634=C0018801->C0018799->C0007222->*C0012634*<-C0033975<-C0004936|C0679384=C0018801->C0018799->C0007222->*C0679384*<-C0033975<-C0556006
C0034887	C0023055	0.581019	0.443519	0.670822	0.142857	0.076186	0.850000	C0577573|C0587047		C0587047	C0587047=C0034887->C0347944->*C0587047*<-C0023055<-C0035244<-C0039981<-C2603353|C0577573=C0034887->C0347944->C0587047->*C0577573*<-C0023055<-C0018671<-C0476250
C0162595	C0702166	0.552268	0.227925	0.061345	0.125000	0.028099	0.363636	C2720507|C1140162		C1140162	C2720507=C0162595->C0021054->C2979985->C0013227->*C2720507*<-C0702166<-C0041834<-C0037088|C1140162=C0162595->C0021054->C0682740->*C1140162*<-C0702166<-C0037274<-C0679384<-C0679215
C0233651	C1527356	0.614210	0.210589	0.000000	0.166667	0.000000	0.285714	C0000000		C0000000	C0000000=C0233651->C0260655->*C0000000*<-C1527356<-C0041582<-C0333297
C0005587	C0232208	0.614210	0.212991	0.000000	0.166667	0.000000	0.285714	C0000000		C0000000	C0000000=C0005587->C0011581->C0868892->*C0000000*<-C0232208<-C0348626
C0026269	C0030920	0.581019	0.360889	0.499690	0.142857	0.051981	0.812500	C0012634|C0000000|C1302710		C1302710	C0012634=C0026269->C0018824->C0018799->C0007222->*C0012634*<-C0030920<-C0041582|C1302710=C0026269->C0018824->C0018799->C0025061->*C1302710*<-C0030920<-C0038354|C0000000=C0026269->C0018824->C0029609->*C0000000*<-C0030920<-C0041582<-C0333297
C0035222	C0007642	0.701512	0.439889	0.662146	0.250000	0.074917	0.926829	C0009782		C0009782	C0009782=C0035222->C1272854->*C0009782*<-C0007642
C0037926	C0886052	0.526908	0.214710	0.000000	0.111111	0.000000	0.200000	C0000000		C0000000	C0000000=C0037926->C0037928->C0393413->*C0000000*<-C0886052<-C0558012<-C0418956<-C0184661<-C2720507
C0158280	C0023891	0.581019	0.333344	0.443679	0.142857	0.045762	0.812500	C0263978|C0012674|C1290853		C0263978	C0012674=C0158280->C0558385->C0026857->*C0012674*<-C0023891<-C0236664<-C0236969|C1290853=C0158280->C0558385->*C1290853*<-C0023891<-C0023890<-C0023895<-C1302710|C0263978=C0158280->C0558385->*C0263978*<-C0023891<-C0023890<-C0023895<-C1290864
C0241910	C0022876	0.614210	0.317976	0.401499	0.166667	0.042621	0.814815	C0012634		C0012634	C0012634=C0241910->C0004364->C1609432->*C0012634*<-C0022876<-C0151864
C0917996	C0034065	0.653466	0.430657	0.652603	0.200000	0.071785	0.904762	C0042373		C0042373	C0042373=C0917996->C0002940->*C0042373*<-C0034065<-C0013922
C0149925	C0011860	0.581019	0.211527	0.000000	0.142857	0.000000	0.250000	C0000000		C0000000	C0000000=C0149925->C0348343->*C0000000*<-C0011860<-C0011849<-C1257958<-C0029777
C0018926	C0043352	0.614210	0.452711	0.689845	0.166667	0.079496	0.888889	C0017178		C0017178	C0017178=C0018926->C0017181->*C0017178*<-C0043352<-C0036093<-C0553694
C0010043	C0011127	0.701512	0.557974	0.817481	0.250000	0.129374	0.909091	C0041582|C0333297		C0041582	C0333297=C0010043->C0041582->*C0333297*<-C0011127|C0041582=C0010043->*C0041582*<-C0011127<-C0037299
C0013404	C0231528	0.653466	0.299299	0.315143	0.200000	0.039093	0.833333	C0037088		C0037088	C0037088=C0013404->*C0037088*<-C0231528<-C0427194<-C1290906
C0024117	C0018520	0.614210	0.292824	0.308457	0.166667	0.037939	0.800000	C0037088		C0037088	C0037088=C0024117->C0425442->C1290906->*C0037088*<-C0018520<-C0037089
C0029408	C0392525	0.581019	0.348812	0.462293	0.142857	0.049157	0.812500	C0000000|C1290853|C0012634|C0263978		C0263978	C1290853=C0029408->C0035435->C0009782->*C1290853*<-C0392525<-C0022658<-C1302710|C0012634=C0029408->C0035435->C0009782->*C0012634*<-C0392525<-C0451641<-C0042075|C0263978=C0029408->C1285232->C0158370->*C0263978*<-C0392525<-C0022658<-C1290864|C0000000=C0029408->C0157959->*C0000000*<-C0392525<-C0022658<-C1302710<-C0277538
C0262538	C0040479	0.552268	0.293786	0.309445	0.125000	0.038108	0.740741	C0000000|C0037088		C0037088	C0037088=C0262538->C0263976->C0009782->C0012634->*C0037088*<-C0040479<-C0042514<-C0039231|C0000000=C0262538->C0041887->*C0000000*<-C0040479<-C0042514<-C0039231<-C0037088<-C2720507
C0034069	C0003615	0.581019	0.401086	0.573599	0.142857	0.062606	0.842105	C0679333|C1290853|C1302710|C0012674|C0679384|C1290837|C0012634|C0263978|C1285159		C0679333	C1285159=C0034069->C0024115->C0035204->*C1285159*<-C0003615<-C0017178<-C0012242|C0012674=C0034069->C0024115->C0035242->*C0012674*<-C0003615<-C0017178<-C0012242|C1290853=C0034069->C0024115->C1302710->*C1290853*<-C0003615<-C1112209<-C0578491|C0012634=C0034069->C0024115->C0035204->*C0012634*<-C0003615<-C0017178<-C0012242|C1302710=C0034069->C0024115->*C1302710*<-C0003615<-C0007527<-C0021831<-C0266805|C0679384=C0034069->C0024115->C0035204->*C0679384*<-C0003615<-C0017178<-C0012242|C0679333=C0034069->C0024115->C0679406->*C0679333*<-C0003615<-C1112209<-C0021311|C0263978=C0034069->C0024115->C0039978->*C0263978*<-C0003615<-C1112209<-C1290864|C1290837=C0034069->C0024115->C0039978->*C1290837*<-C0003615<-C1112209<-C1290864
C0007286	C0549493	0.000000	0.354978	0.000000	0.000000	0.000000	0.000000				
C0041834	C0029456	0.614210	0.337618	0.424555	0.166667	0.046676	0.814815	C0012634|C0679384		C0012634	C0012634=C0041834->C0037274->*C0012634*<-C0029456<-C0005940<-C0026857|C0679384=C0041834->C0037274->*C0679384*<-C0029456<-C0679391<-C0263660
