Concept 1	Concept 2	PAGERANK	lcs(s)	corpus lcs	intrinsic lcs	paths
C0011847	C0085602	0.000000				
C0162275	C0038187	0.009298				
C0036572	C0042291	0.000046				
C0018081	C0070166	0.000000				
C0301532	C0039840	0.003733				
C0020676	C1883552	0.000085				
C0039730	C0019045	0.202566				
C0206160	C0004057	0.000002				
C0026946	C0079083	0.000000				
C0026946	C0025289	0.006566				
C0030232	C0060277	0.000000				
C0332566	C0332573	0.045335				
C0018834	C0020740	0.000000				
C0995182	C0020264	0.000000				
C0009214	C0011816	0.036458				
C0001047	C0001443	0.000758				
C0086073	C0032950	0.001702				
C0037763	C0151818	0.043850				
C0011991	C0007537	0.000000				
C0007559	C0007561	0.052776				
C0030193	C0026549	0.000000				
C0027358	C0015846	0.006230				
C0042384	C0018991	0.001747				
C0009262	C0033209	0.057806				
C0126174	C0216784	0.063700				
C1623038	C0002871	0.000540				
C0055003	C0004899	0.000008				
C0037354	C0042214	0.130300				
C0038187	C0152149	0.000047				
C0031763	C0011603	0.048261				
C0011777	C0246719	0.002237				
C0019158	C0000970	0.000000				
C0022116	C0013132	0.000192				
C0019270	C0013456	0.000255				
C0018021	C0011644	0.000989				
C0004134	C0001962	0.000001				
C0043528	C0004576	0.027053				
C0035508	C0034642	0.168288				
C0557875	C0004147	0.000000				
C0004153	C0002962	0.001078				
C0019158	C0018926	0.000597				
C0027358	C0026549	0.016380				
C0011991	C0009262	0.000000				
C0027121	C0026848	0.059308				
C0006277	C0023992	0.000000				
C0013428	C0008809	0.000000				
C0282386	C0536495	0.046594				
C0034880	C0005740	0.000000				
C0008168	C0007561	0.004638				
C0007537	C0007557	0.032842				
C0014806	C0023660	0.001381				
C0020676	C0021359	0.000245				
C0081876	C0006681	0.019554				
C0007398	C0023380	0.062408				
C0036323	C0114873	0.000000				
C0085602	C0032617	0.006801				
C1623038	C0286651	0.000000				
C0038450	C0037384	0.089406				
C0004147	C0016860	0.009021				
C0242453	C0008809	0.000000				
C0011175	C0013369	0.000206				
C0014025	C0065374	0.050765				
C0235250	C0079083	0.000000				
C0206160	C0018926	0.001893				
C0041948	C0751229	0.000000				
C0026848	C0234369	0.005636				
C0021359	C0232197	0.000090				
C0162275	C0021641	0.000002				
C0005716	C0036572	0.000081				
C0006840	C0392071	0.000295				
C0019134	C0033603	0.035959				
C0878544	C0034642	0.000110				
C0026946	C0030193	0.000152				
C0033687	C0026196	0.000000				
C0002962	C0013404	0.000128				
C0004610	C0376288	0.000090				
C0242339	C0286651	0.000005				
C0041948	C0013911	0.000910				
C0029456	C0878544	0.001008				
C0235250	C0027497	0.097624				
C0242723	C0858529	0.000000				
C0442874	C0021641	0.000001				
C0036494	C0149651	0.000222				
C0060277	C0060277	1.000000				
C0858529	C0023992	0.000000				
C0035435	C0000970	0.000001				
C0006309	C0043528	0.006764				
C0004147	C0025859	0.042099				
C0013911	C0006625	0.358282				
C0003564	C0152149	0.000252				
C0038187	C0003123	0.001578				
C0005747	C0043031	0.000028				
C0002680	C0002645	0.132063				
C0002962	C0011991	0.000099				
C0016860	C0024730	0.004474				
C0041948	C0553735	0.000292				
C0021167	C0016860	0.000000				
C0040038	C0019134	0.000000				
C0015300	C0242453	0.000103				
C0041948	C0004057	0.000002				
C0006982	C0018242	0.003347				
C0020517	C0004899	0.000004				
C0019270	C0018021	0.000547				
C0011175	C0039070	0.003153				
C0231851	C0032617	0.000456				
C0003864	C0035435	0.056097				
C0021359	C0003128	0.025565				
C0006277	C0073992	0.000000				
C0026946	C0019655	0.184165				
C0086543	C0011847	0.000000				
C1257763	C0162429	0.032251				
C0009951	C0014544	0.095551				
C0010520	C0016410	0.000001				
C0021359	C0005747	0.000396				
C0442874	C0011847	0.000000				
C0014806	C0002144	0.000685				
C0018834	C0081876	0.000000				
C0030232	C1883552	0.000038				
C0231451	C0017245	0.000000				
C1883552	C0030552	0.000219				
C0020676	C0040165	0.000007				
C0239779	C0221169	0.068490				
C0015300	C0040165	0.000000				
C0021359	C0003128	0.025565				
C0012833	C0042571	0.353543				
C0242339	C0002962	0.000094				
C0017536	C0376286	0.000259				
C0036572	C0995182	0.000000				
C0074393	C0016365	0.041738				
C0031154	C0004134	0.000356				
C0246719	C0102118	0.120226				
C0003862	C0159075	0.000111				
C0149651	C0009806	0.000217				
C0070166	C0286651	0.022645				
C0014563	C0028351	0.085207				
C0009806	C0011991	0.021948				
C0003864	C1623038	0.000443				
C0025289	C0041296	0.003116				
C0012833	C0001962	0.000000				
C0086543	C0027358	0.000001				
C0085631	C0026549	0.000000				
C0003126	C0003564	0.000537				
C0013132	C0006982	0.000000				
C1623038	C0025677	0.000000				
C0017601	C0018681	0.000362				
C0039070	C1883552	0.000070				
C2004489	C0018834	0.023852				
C0032143	C0038418	0.052840				
C0052796	C0008809	0.004885				
C0007398	C0027358	0.000000				
C0003862	C0000970	0.000000				
C0005747	C0270327	0.000215				
C0085635	C0018681	0.000306				
C0025289	C0018681	0.000940				
C0017628	C0289313	0.052544				
C0004153	C0858529	0.000000				
C0003126	C0231617	0.006011				
C0235250	C0061851	0.000000				
C0002962	C0231618	0.001310				
C0398623	C0019079	0.000317				
C0028754	C0076275	0.000002				
C0017642	C0020740	0.005109				
C0004153	C0021400	0.000124				
C0231655	C0018520	0.001013				
C0019209	C0019214	0.362092				
C0003126	C0012265	0.000000				
C0025289	C0042313	0.000000				
C0751229	C0037384	0.000000				
C0392071	C0008809	0.000000				
C0016204	C0018520	0.026173				
C0016382	C0060277	0.000001				
C0152149	C0003564	0.000252				
C0018995	C0003864	0.000206				
C0149651	C0042878	0.000000				
C0152149	C0040460	0.001278				
C0232471	C0020175	0.000000				
C0036396	C0020740	0.000000				
C0006277	C0032285	0.065548				
C0006840	C0025815	0.000000				
C0037384	C0001962	0.000000				
C0232197	C0357929	0.000000				
C0012265	C0012373	0.001298				
C0002333	C0024002	0.031321				
C0019158	C1623038	0.000252				
C0013404	C0025815	0.000000				
C0149651	C0885057	0.000000				
C0035435	C0917801	0.000545				
C0035435	C0032950	0.000000				
C0011847	C0020456	0.000000				
C0232197	C0043031	0.000061				
C0877781	C0017887	0.000000				
C0040038	C0232197	0.000458				
C0019079	C0043031	0.000014				
C0029456	C0246719	0.000001				
C0004134	C0009806	0.000950				
C0026946	C0009187	0.009725				
C0036396	C0231236	0.000216				
C0009014	C0025859	0.008230				
C0003615	C0007546	0.000000				
C0007561	C0007557	0.035132				
C0877781	C0000970	0.000000				
C0070166	C0043031	0.001975				
C0017160	C0013369	0.112403				
C0014544	C0019209	0.001781				
C0020639	C0020175	0.000752				
C0013404	C0073992	0.000000				
C0028978	C0025598	0.035271				
C0008838	C0061851	0.002004				
C0025815	C0032950	0.095598				
C0022116	C0286651	0.000000				
C0231655	C0017887	0.000000				
C0026946	C0005716	0.156484				
C0027497	C0061851	0.000000				
C0008402	C1142985	0.041370				
C1883552	C0074554	0.000000				
C0152447	C0003564	0.000211				
C0079083	C0008838	0.148399				
C0442874	C0039128	0.002781				
C0039128	C0220892	0.000000				
C0022251	C0025859	0.003595				
C0027697	C0553735	0.000986				
C0013090	C0220892	0.003989				
C0041948	C0020740	0.000001				
C0034642	C0010520	0.001394				
C0231451	C0020175	0.000354				
C0152149	C0246719	0.000000				
C1623038	C0018995	0.000092				
C0030305	C0086543	0.000588				
C0030305	C0332566	0.000451				
C0040038	C0013404	0.000406				
C0019158	C0019209	0.017810				
C0034880	C0003564	0.000856				
C0040034	C0018834	0.000183				
C0003615	C0031154	0.010774				
C0025587	C0009262	0.000000				
C0741439	C1282609	0.077307				
C0028351	C0033487	0.000352				
C0035435	C0162323	0.000000				
C0085593	C0037384	0.006460				
C0276185	C0752270	0.000000				
C1257763	C0010592	0.000000				
C0023530	C0005740	0.000002				
C0040165	C0279175	0.234264				
C0004153	C0152447	0.000231				
C0232197	C0040165	0.000000				
C0398623	C0043031	0.000079				
C0018991	C0018681	0.001857				
C0004153	C0040460	0.000440				
C0009024	C0037763	0.031492				
C0553735	C0027697	0.000986				
C0013404	C0027358	0.000000				
C0006309	C0027358	0.000000				
C0025287	C0020453	0.003532				
C0039730	C0060277	0.000018				
C0017887	C0025859	0.001314				
C0020517	C0025287	0.000298				
C0242706	C0076275	0.000001				
C0001882	C0029456	0.000445				
C0009806	C0012373	0.000000				
C0006840	C0026946	0.095261				
C0074554	C0016157	0.033031				
C0009421	C0003129	0.001090				
C0002962	C0858529	0.000000				
C0042384	C0009951	0.000390				
C0039070	C0002333	0.000000				
C0018081	C0076275	0.000000				
C0242706	C0076275	0.000001				
C0036323	C0242723	0.006618				
C0286651	C0074554	0.095333				
C0037384	C0221232	0.000161				
C0003129	C0004134	0.000415				
C0009421	C0086543	0.001424				
C0085208	C0002600	0.004175				
C0003126	C0009806	0.000585				
C0018681	C0016382	0.000896				
C0741439	C0027497	0.003753				
C0031412	C0042291	0.004093				
C0005740	C0012772	0.001516				
C0376286	C0038187	0.033035				
C0026946	C0025815	0.000000				
C0162323	C0003862	0.000000				
C0878544	C0002962	0.030873				
C1623038	C0074554	0.000000				
C0020175	C0038187	0.037468				
C0020676	C0009421	0.022973				
C0021400	C0002403	0.000000				
C0000970	C0020740	0.027333				
C0242706	C0003129	0.067581				
C0022116	C0022251	0.000000				
C0003128	C0040485	0.000392				
C0041296	C0019079	0.001490				
C0232197	C0002962	0.001506				
C0020676	C0557875	0.000182				
C0039128	C0497327	0.003145				
C0079083	C0061851	0.001824				
C0013132	C0085593	0.003292				
C0003864	C0231236	0.000128				
C0011847	C0032617	0.000000				
C0019079	C0018926	0.002581				
C0033687	C0065374	0.000000				
C0013132	C0023570	0.000000				
C0030232	C0001924	0.000000				
C0039128	C0018081	0.021082				
C0086543	C0231655	0.000768				
C0014544	C0024002	0.000001				
C0001416	C0038450	0.000143				
C0018834	C0015620	0.000000				
C0149651	C0213771	0.000000				
C0004096	C0451641	0.000589				
C0040038	C0043031	0.000020				
C0232197	C0018520	0.000091				
C0178664	C0033687	0.002033				
C0028734	C0011847	0.000000				
C0036572	C0357929	0.000008				
C0231655	C0025587	0.075637				
C0002144	C0009262	0.007911				
C0018995	C0003862	0.000089				
C0002403	C0874161	0.012251				
C0025289	C0007561	0.000000				
C0027121	C0286651	0.000001				
C0032285	C0010520	0.000863				
C0040038	C0039070	0.001749				
C0009090	C0017887	0.000000				
C0040034	C0003864	0.000745				
C0039070	C0004147	0.000000				
C0040822	C0023570	0.000000				
C0014544	C0003126	0.001577				
C0085631	C0040165	0.000000				
C0003128	C0013911	0.000274				
C0041834	C0031507	0.000000				
C0011175	C0006840	0.000163				
C0034642	C0034880	0.000130				
C0010137	C0001443	0.000628				
C0018681	C0000970	0.000000				
C0003864	C0025587	0.015275				
C0041834	C0040822	0.000267				
C0028754	C0037384	0.002129				
C0013404	C0010520	0.007004				
C0041948	C0027497	0.001683				
C0242453	C0392071	0.215904				
C0019045	C0030193	0.000160				
C0009421	C0020456	0.010509				
C1883552	C0013911	0.000085				
C0232471	C0020175	0.000000				
C0013404	C0213771	0.000000				
C0242339	C0032143	0.000044				
C0023530	C0220892	0.000001				
C0025289	C0025287	0.019723				
C1883552	C0017687	0.000000				
C0009806	C0042523	0.000000				
C0232197	C0004147	0.000000				
C0018021	C0042384	0.001023				
C0028734	C0004899	0.000001				
C0020550	C0029456	0.000541				
C0242339	C0020473	0.262401				
C0030232	C0948786	0.000000				
C0393080	C0016365	0.004025				
C0019079	C0033603	0.000000				
C0024902	C0013456	0.018612				
C0034642	C0016860	0.000000				
C0002871	C0043031	0.000039				
C0023570	C0006982	0.146300				
C0011603	C0995182	0.000000				
C0009187	C0025815	0.000000				
C0557875	C0751229	0.000000				
C0032617	C0162275	0.015936				
C0040460	C0004134	0.000480				
C0024730	C0000970	0.004398				
C0029877	C0025287	0.001372				
C0009024	C0085208	0.000000				
C0002871	C0070166	0.000001				
C0016157	C0074554	0.033031				
C0028734	C0001962	0.000000				
C1883552	C0010137	0.000000				
C0242339	C0009806	0.000573				
C0026946	C0242453	0.000105				
C0497327	C0995182	0.000000				
C0013369	C0116569	0.000000				
C0032064	C0006644	0.000000				
C0034494	C0947651	0.000000				
C0021400	C0032285	0.026862				
C0034494	C0234990	0.000000				
C0070166	C0021641	0.000582				
C0017536	C0233576	0.000005				
C0033860	C0004153	0.000432				
C0033497	C0085259	0.000575				
C0040460	C0076107	0.000000				
C0011633	C0026848	0.009465				
C0038187	C0008838	0.000000				
C0003128	C0002453	0.006602				
C0001824	C0002871	0.006901				
C0040485	C0037763	0.019733				
C0557875	C0042523	0.000000				
C0357929	C0005740	0.001271				
C0018995	C0025023	0.000003				
C0003128	C0006982	0.000000				
C0231451	C0004899	0.000001				
C0001927	C0073992	0.251153				
C0003864	C0002726	0.001182				
C0010520	C0014563	0.000001				
C0015620	C0034665	0.030101				
C0014544	C0022116	0.001533				
C0007297	C0027497	0.236825				
C0232197	C0878544	0.012649				
C0043528	C0032064	0.003062				
C0025287	C0001367	0.000000				
C0000786	C0023860	0.013419				
C0013404	C0085631	0.000342				
C0014038	C0018681	0.001670				
C0014544	C0246719	0.000001				
