Concept 1	Concept 2	LIN	LCH	INTRINSIC_LCH	INTRINSIC_LIN	PATH	INTRINSIC_PATH	WUPALMER	lcs(s)	corpus lcs	intrinsic lcs	paths
D018512	D008288	0.658624	0.606877	0.466453	0.695444	0.250000	0.087376	0.571429	D010272	D010272	D010272	D010272=D018512->*D010272*<-D008288<-D011528
D005759	D004205	0.000000	0.376914	0.234262	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D005759->D005767->D004066->*C0000000*<-D004205<-D002867<-D001578<-D011714<-D006571
D007019	D006815	0.000000	0.410315	0.215085	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D007019->D001796->D006402->D006425->*C0000000*<-D006815<-D004068<-D055688
C079890	C057823	0.452093	0.410315	0.383315	0.556394	0.125000	0.059764	0.631579	D001337	D001337	D001337	D001337=C079890->D012602->D012601->D009184->*D001337*<-C057823<-D000420<-D001993
D007662	D005492	0.000000	0.347036	0.237217	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D007662->D000138->D000137->D008659->D009750->*C0000000*<-D005492<-D011622<-D010860<-D001685
D007328	D005934	0.782450	0.543598	0.461567	0.641599	0.200000	0.085447	0.666667	D011498	D011498	D011498	D011498=D007328->D011384->*D011498*<-D005934<-D052336
D002386	D012135	0.000000	0.448182	0.240317	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D002386->D007905->D005128->*C0000000*<-D012135<-D012143<-D002943
D008691	D014147	0.713983	0.688457	0.494712	0.737736	0.333333	0.099417	0.888889	D009294|D000701	D009294	D009294	D000701=D008691->*D000701*<-D014147|D009294=D008691->*D009294*<-D014147
D010787	D001044	0.000000	0.410315	0.223929	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D010787->D012871->D017437->*C0000000*<-D001044<-D014832<-D007818<-D010038
D011565	D008580	0.000000	0.410315	0.215735	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D011565->D017444->D012871->D017437->*C0000000*<-D008580<-D009461<-D009422
D014770	D012798	0.000000	0.410315	0.221742	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D014770->D012816->D013568->*C0000000*<-D012798<-D012466<-D009059<-D009057
D003128	D006505	0.000000	0.376914	0.225971	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D003128->D014474->D003244->D019954->D001520->*C0000000*<-D006505<-D008107<-D004066
D007319	D011595	0.543604	0.448182	0.409010	0.605839	0.142857	0.067208	0.571429	D009461	D009461	D009461	D009461=D007319->D020919->D020920->D012893->*D009461*<-D011595<-D020820
D011565	D001168	0.000000	0.410315	0.235923	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D011565->D017444->D012871->D017437->*C0000000*<-D001168<-D007592<-D009140
D013923	D006469	0.000000	0.410315	0.219602	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D013923->D016769->D014652->D002318->*C0000000*<-D006469<-D008171<-D012140
D011014	D002443	0.000000	0.347036	0.222836	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D011014->D012141->D012140->*C0000000*<-D002443<-D000900<-D000890<-D045506<-D020228<-D020164
D017292	C041226	0.816088	0.688457	0.728604	0.930334	0.333333	0.289418	0.909091	D011224	D011224	D011224	D011224=D017292->*D011224*<-C041226
D002386	D008687	0.000000	0.376914	0.244634	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D002386->D007905->D005128->*C0000000*<-D008687<-D007004<-D045505<-D020228<-D020164
D012640	D002220	0.000000	0.410315	0.227342	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D012640->D009461->D009422->*C0000000*<-D002220<-D003984<-D006575<-D006571
D002386	D007328	0.000000	0.376914	0.266283	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D002386->D007905->D005128->*C0000000*<-D007328<-D007004<-D045505<-D020228<-D020164
D000740	D045262	0.000000	0.448182	0.236037	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D000740->D006402->D006425->*C0000000*<-D045262<-D001790<-D002943
D010024	D011239	0.000000	0.347036	0.249114	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D010024->D001851->D001847->D009140->*C0000000*<-D011239<-D000893<-D045506<-D020228<-D020164
D012640	D010672	0.000000	0.347036	0.235616	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D012640->D009461->D009422->*C0000000*<-D010672<-D000927<-D002491<-D045506<-D020228<-D020164
D050171	D005395	0.000000	0.410315	0.259096	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D050171->D052439->D008659->D009750->*C0000000*<-D005395<-D009821<-D008055
D002440	D002443	0.489854	0.688457	0.361693	0.506023	0.333333	0.054143	0.857143	D000900	D000900	D000900	D000900=D002440->*D000900*<-D002443
D010406	D002437	0.765889	0.606877	0.573428	0.811564	0.250000	0.142443	0.857143	D000900|D047090	D047090	D047090	D000900=D010406->D047090->*D000900*<-D002437|D047090=D010406->*D047090*<-D002437<-D002511
D006432	D000857	0.000000	0.347036	0.217952	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D006432->D008664->D008661->D030342->D009358->*C0000000*<-D000857<-D012678<-D009461<-D009422
D010167	D001241	0.000000	0.347036	0.225222	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D010167->D012877->D012816->D013568->*C0000000*<-D001241<-D058633<-D045505<-D020228<-D020164
D050171	D002792	0.000000	0.347036	0.227497	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D050171->D052439->D008659->D009750->*C0000000*<-D002792<-D011137<-D010969<-D011108<-D046911
D010930	D008199	0.000000	0.347036	0.218888	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D010930->D015009->D004756->D016905->D001424->D001423->*C0000000*<-D008199<-D008206<-D006425
D000438	D004221	0.417935	0.491896	0.336636	0.209422	0.166667	0.048286	0.444444	D009930	D009930	D009930	D009930=D000438->*D009930*<-D004221<-D004220<-D013440<-D013457
D003061	D009270	0.810545	0.543598	0.607714	0.841880	0.200000	0.166597	0.833333	D000701|D009019|D002491	D009019	D009019	D000701=D003061->*D000701*<-D009270<-D009019<-D053610|D002491=D003061->D000996->*D002491*<-D009270<-D009292|D009019=D003061->D009022->D009020->*D009019*<-D009270
D014859	D001241	0.622350	0.543598	0.381418	0.515216	0.200000	0.059248	0.714286	D004791|D006401	D006401	D006401	D004791=D014859->D015110->*D004791*<-D001241<-D016861|D006401=D014859->D000925->*D006401*<-D001241<-D005343
D014640	D005913	0.207298	0.410315	0.285985	0.256557	0.125000	0.038311	0.461538	D020228	D020228	D020228	D020228=D014640->D000900->D000890->D045506->*D020228*<-D005913<-D007004<-D045505
D003048	D008581	0.000000	0.448182	0.232708	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D003048->D011528->D010272->*C0000000*<-D008581<-D002494<-D001423
D010167	D014859	0.000000	0.347036	0.217047	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D010167->D012877->D012816->D013568->*C0000000*<-D014859<-D012378<-D010575<-D004786<-D020164
D000783	D010024	0.000000	0.410315	0.238234	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D000783->D014652->D002318->*C0000000*<-D010024<-D001851<-D001847<-D009140
D007511	D008790	0.000000	0.376914	0.221905	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D007511->D010335->D013568->*C0000000*<-D008790<-D011412<-D000605<-D000438<-D009930
D005414	D005934	0.000000	0.347036	0.224304	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D005414->D012817->D012816->D013568->*C0000000*<-D005934<-D005765<-D045506<-D020228<-D020164
D002437	D002506	0.757799	0.688457	0.558039	0.811672	0.333333	0.132773	0.909091	D002511|D000900	D002511	D002511	D002511=D002437->*D002511*<-D002506|D000900=D002437->*D000900*<-D002506
D010024	D013927	0.000000	0.376914	0.235062	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D010024->D001851->D001847->D009140->*C0000000*<-D013927<-D016769<-D014652<-D002318
D004660	D008581	0.805675	0.688457	0.652345	0.878635	0.333333	0.204277	0.800000	D002494	D002494	D002494	D002494=D004660->*D002494*<-D008581
D001168	D018771	0.770078	0.688457	0.517224	0.749468	0.333333	0.110186	0.750000	D007592	D007592	D007592	D007592=D001168->*D007592*<-D018771
D000858	D016190	0.000000	0.376914	0.228654	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D000858->D010049->D006058->D004700->*C0000000*<-D016190<-D009944<-D009942<-D009930
D000418	D006493	0.000000	0.410315	0.277006	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D000418->D011506->D000602->*C0000000*<-D006493<-D006025<-D011134<-D002241
D011141	D007328	0.000000	0.347036	0.236453	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D011141->D014555->D014570->D052801->*C0000000*<-D007328<-D007004<-D045505<-D020228<-D020164
D012913	D012135	0.951242	0.803438	0.971799	0.996108	0.500000	0.879118	0.909091	D012135	D012135	D012135	D012135=D012913->*D012135
D011565	C043211	0.000000	0.376914	0.215735	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D011565->D017444->D012871->D017437->*C0000000*<-C043211<-D002227<-D006575<-D006571
D006484	D007246	0.000000	0.448182	0.220080	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D006484->D014652->D002318->*C0000000*<-D007246<-D005832<-D052801
D004827	D010634	0.000000	0.347036	0.249192	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D004827->D001927->D002493->D009422->*C0000000*<-D010634<-D006993<-D045505<-D020228<-D020164
D004827	D000438	0.000000	0.448182	0.320535	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D004827->D001927->D002493->D009422->*C0000000*<-D000438<-D009930
D011565	D013035	0.000000	0.376914	0.220517	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D011565->D017444->D012871->D017437->*C0000000*<-D013035<-D020879<-D009461<-D009422
D012913	D008139	0.000000	0.376914	0.215735	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D012913->D012135->D012143->D002943->*C0000000*<-D008139<-D010880<-D006573<-D006571
D001161	D002792	0.000000	0.347036	0.222192	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D001161->D001157->D014652->D002318->*C0000000*<-D002792<-D011137<-D010969<-D011108<-D046911
D011014	D018805	0.673813	0.606877	0.475835	0.698499	0.250000	0.091203	0.666667	D007239	D007239	D007239	D007239=D011014->D012141->*D007239*<-D018805
D006547	D003704	0.000000	0.448182	0.246899	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D006547->D020763->D013568->*C0000000*<-D003704<-D019965<-D001523
D018771	D010146	0.791556	0.803438	0.810980	0.959625	0.500000	0.421664	0.933333	D010146	D010146	D010146	D010146=D018771->*D010146
D013974	D008012	0.351090	0.376914	0.331680	0.349220	0.111111	0.047205	0.500000	D045505	D045505	D045505	D045505=D013974->D013963->D006728->D006730->*D045505*<-D008012<-D000779<-D000777<-D002492
D011014	D004417	0.562771	0.543598	0.443120	0.651734	0.200000	0.078541	0.500000	D012140	D012140	D012140	D012140=D011014->D012141->*D012140*<-D004417<-D012120
D009041	D009041	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	D009041	D009041	D009041	D009041=D009041
D053159	C055162	0.000000	0.320008	0.212801	0.000000	0.090909	0.000000	0.166667	C0000000	C0000000	C0000000	C0000000=D053159->D059411->D020924->D012816->D013568->*C0000000*<-C055162<-D013988<-D058924<-D006574<-D006571
D003078	D011239	0.571064	0.491896	0.407074	0.523035	0.166667	0.066616	0.666667	D045506|D000970	D000970	D000970	D045506=D003078->D006074->D018501->*D045506*<-D011239<-D000893|D000970=D003078->D050257->D050256->*D000970*<-D011239<-D018931
D006547	D002230	0.000000	0.448182	0.233709	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D006547->D020763->D013568->*C0000000*<-D002230<-D006834<-D009930
D044343	D012640	0.000000	0.448182	0.237960	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D044343->D009748->D009750->*C0000000*<-D012640<-D009461<-D009422
D002386	D010195	0.000000	0.448182	0.246268	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D002386->D007905->D005128->*C0000000*<-D010195<-D010182<-D004066
D000431	D000438	0.904526	0.803438	0.620496	0.760110	0.500000	0.176616	0.857143	D000438	D000438	D000438	D000438=D000431->*D000438
D006980	D012640	0.000000	0.448182	0.226566	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D006980->D013959->D004700->*C0000000*<-D012640<-D009461<-D009422
C036604	D000638	0.000000	0.347036	0.219862	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=C036604->D011412->D000605->D000438->D009930->*C0000000*<-D000638<-D001572<-D006574<-D006571
D007246	D016190	0.000000	0.410315	0.236489	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D007246->D005832->D052801->*C0000000*<-D016190<-D009944<-D009942<-D009930
D018771	D009437	0.675213	0.688457	0.721255	0.926840	0.333333	0.279862	0.875000	D010146	D010146	D010146	D010146=D018771->*D010146*<-D009437
D000860	D015742	0.000000	0.410315	0.217952	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D000860->D012818->D012816->D013568->*C0000000*<-D015742<-D010636<-D009930
D004244	D001262	0.000000	0.347036	0.215554	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D004244->D012678->D009461->D009422->*C0000000*<-D001262<-D011412<-D000605<-D000438<-D009930
D010195	D007328	0.000000	0.376914	0.243245	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D010195->D010182->D004066->*C0000000*<-D007328<-D007004<-D045505<-D020228<-D020164
D005759	D007328	0.000000	0.376914	0.256452	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D005759->D005767->D004066->*C0000000*<-D007328<-D007004<-D045505<-D020228<-D020164
D007970	D002433	0.000000	0.320008	0.222528	0.000000	0.090909	0.000000	0.166667	C0000000	C0000000	C0000000	C0000000=D007970->D007960->D006402->D006425->*C0000000*<-D002433<-D000900<-D000890<-D045506<-D020228<-D020164
D006660	D011239	0.000000	0.376914	0.237535	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D006660->D009181->D001423->*C0000000*<-D011239<-D000893<-D045506<-D020228<-D020164
D006429	C055162	0.000000	0.347036	0.214989	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D006429->D010243->D009461->D009422->*C0000000*<-C055162<-D013988<-D058924<-D006574<-D006571
D009181	C065179	0.000000	0.448182	0.236468	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D009181->D001423->*C0000000*<-C065179<-D006538<-D005227<-D008055
D012216	D003078	0.000000	0.491896	0.242854	0.000000	0.166667	0.000000	0.285714	C0000000	C0000000	C0000000	C0000000=D012216->D009140->*C0000000*<-D003078<-D000470<-D006571
D004417	D010406	0.000000	0.410315	0.234352	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D004417->D012120->D012140->*C0000000*<-D010406<-D047090<-D013457<-D009930
D005355	D006396	0.463519	0.543598	0.405820	0.583896	0.200000	0.066236	0.600000	D010335	D010335	D010335	D010335=D005355->*D010335*<-D006396<-D006471<-D006470
D006261	D006261	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	D006261	D006261	D006261	D006261=D006261
D008139	D001726	0.501746	0.543598	0.384144	0.544428	0.200000	0.059991	0.714286	D005765	D005765	D005765	D005765=D008139->D000930->*D005765*<-D001726<-D002400
D009202	D013575	0.000000	0.376914	0.235353	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D009202->D006331->D002318->*C0000000*<-D013575<-D014474<-D003244<-D019954<-D001520
D000860	D012640	0.582288	0.543598	0.404457	0.577174	0.200000	0.065824	0.600000	D012816	D012816	D012816	D012816=D000860->D012818->*D012816*<-D012640<-D009461
D050171	C011819	0.000000	0.376914	0.227203	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D050171->D052439->D008659->D009750->*C0000000*<-C011819<-D005296<-D058085<-D007287
D013789	D014202	0.000000	0.376914	0.219463	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D013789->D006453->D030342->D009358->*C0000000*<-D014202<-D020820<-D009461<-D009422
D012640	D016642	0.000000	0.410315	0.224685	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D012640->D009461->D009422->*C0000000*<-D016642<-D011427<-D007659<-D009930
D000787	D009638	0.000000	0.376914	0.219540	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D000787->D017202->D014652->D002318->*C0000000*<-D009638<-D000605<-D000438<-D009930
D009220	D008775	0.000000	0.376914	0.228484	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D009220->D009135->D009140->*C0000000*<-D008775<-D018696<-D020011<-D020313<-D020164
D004433	D000658	0.000000	0.347036	0.214989	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D004433->D004427->D010038->*C0000000*<-D000658<-D000900<-D000890<-D045506<-D020228<-D020164
D001991	C093875	0.000000	0.410315	0.216662	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D001991->D012141->D012140->*C0000000*<-C093875<-D011804<-D006574<-D006571
C065179	D008148	0.000000	0.376914	0.218454	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=C065179->D006538->D005227->D008055->*C0000000*<-D008148<-D009281<-D011084<-D011083
D013035	D005665	0.000000	0.347036	0.220281	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D013035->D020879->D009461->D009422->*C0000000*<-D005665<-D013424<-D000814<-D000588<-D009930
D014103	D004917	0.000000	0.347036	0.235087	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D014103->D020821->D009069->D002493->D009422->*C0000000*<-D004917<-D018942<-D007783<-D009930
D003872	D006967	0.000000	0.491896	0.260860	0.000000	0.166667	0.000000	0.285714	C0000000	C0000000	C0000000	C0000000=D003872->D012871->D017437->*C0000000*<-D006967<-D007154
D001161	D007511	0.000000	0.410315	0.228253	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D001161->D001157->D014652->D002318->*C0000000*<-D007511<-D010335<-D013568
D006432	D011141	0.000000	0.347036	0.215735	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D006432->D008664->D008661->D030342->D009358->*C0000000*<-D011141<-D014555<-D014570<-D052801
D037061	D014098	0.535771	0.606877	0.704020	0.919190	0.250000	0.258671	0.823529	D010146	D010146	D010146	D010146=D037061->*D010146*<-D014098<-D005157
D003681	D013217	0.539517	0.448182	0.375638	0.539552	0.142857	0.057704	0.400000	D009750	D009750	D009750	D009750=D003681->D014883->D008659->*D009750*<-D013217<-D044342<-D009748
D003092	D004827	0.000000	0.376914	0.243888	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D003092->D005759->D005767->D004066->*C0000000*<-D004827<-D001927<-D002493<-D009422
D007662	D013217	0.527986	0.410315	0.378465	0.542956	0.125000	0.058454	0.363636	D009750	D009750	D009750	D009750=D007662->D000138->D000137->D008659->*D009750*<-D013217<-D044342<-D009748
D012640	D014635	0.000000	0.376914	0.232084	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D012640->D009461->D009422->*C0000000*<-D014635<-D004791<-D045504<-D020228<-D020164
D006069	C055162	0.000000	0.347036	0.213361	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D006069->D015231->D012749->D014777->*C0000000*<-C055162<-D013988<-D058924<-D006574<-D006571
D013789	D006453	0.961700	0.803438	0.879143	0.977917	0.500000	0.575717	0.888889	D006453	D006453	D006453	D006453=D013789->*D006453
D045262	D001241	0.000000	0.376914	0.225222	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D045262->D001790->D002943->*C0000000*<-D001241<-D058633<-D045505<-D020228<-D020164
D009181	D016190	0.000000	0.448182	0.254205	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D009181->D001423->*C0000000*<-D016190<-D009944<-D009942<-D009930
D009181	D008581	0.601164	0.606877	0.478786	0.674294	0.250000	0.092440	0.571429	D001423	D001423	D001423	D001423=D009181->*D001423*<-D008581<-D002494
D010167	C011819	0.000000	0.376914	0.212801	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D010167->D012877->D012816->D013568->*C0000000*<-C011819<-D005296<-D058085<-D007287
D006356	D007052	0.000000	0.347036	0.220446	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D006356->D012817->D012816->D013568->*C0000000*<-D007052<-D010666<-D000146<-D002264<-D009930
D003061	D003915	0.829401	0.688457	0.574767	0.820060	0.333333	0.143317	0.857143	D000996	D000996	D000996	D000996=D003061->*D000996*<-D003915
D000111	D000241	0.351473	0.448182	0.366094	0.387069	0.142857	0.055242	0.571429	D045506	D045506	D045506	D045506=D000111->D000998->D000890->*D045506*<-D000241<-D000889<-D002317
D004205	D011239	0.331676	0.491896	0.331296	0.348151	0.166667	0.047123	0.615385	D045506	D045506	D045506	D045506=D004205->D018927->D019141->*D045506*<-D011239<-D000893
D003967	D002433	0.000000	0.320008	0.217952	0.000000	0.090909	0.000000	0.166667	C0000000	C0000000	C0000000	C0000000=D003967->D012817->D012816->D013568->*C0000000*<-D002433<-D000900<-D000890<-D045506<-D020228<-D020164
D002442	D002443	0.501686	0.688457	0.362837	0.507404	0.333333	0.054426	0.857143	D000900	D000900	D000900	D000900=D002442->*D000900*<-D002443
D010146	D009020	0.000000	0.410315	0.242505	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D010146->D009461->D009422->*C0000000*<-D009020<-D009019<-D006576<-D006571
D009270	D005283	0.754741	0.543598	0.511511	0.739870	0.200000	0.107348	0.800000	D000701|D002491	D000701	D000701	D000701=D009270->D009019->D053610->*D000701*<-D005283|D002491=D009270->D009292->*D002491*<-D005283<-D000759
D014657	D006429	0.000000	0.410315	0.233041	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D014657->D014652->D002318->*C0000000*<-D006429<-D010243<-D009461<-D009422
D003078	D011339	0.804587	0.606877	0.553727	0.797509	0.250000	0.130182	0.800000	D006074	D006074	D006074	D006074=D003078->*D006074*<-D011339<-D014528
D019808	C081489	0.786502	0.688457	0.451271	0.679165	0.333333	0.081521	0.833333	D013777	D013777	D013777	D013777=D019808->*D013777*<-C081489
D005355	D000740	0.000000	0.448182	0.246880	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D005355->D010335->D013568->*C0000000*<-D000740<-D006402<-D006425
C043266	D001505	0.000000	0.376914	0.212801	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=C043266->D002511->D013843->D013457->D009930->*C0000000*<-D001505<-D007221<-D013676
D012899	D014615	0.897981	0.688457	0.665266	0.898077	0.333333	0.216698	0.800000	D011213	D011213	D011213	D011213=D012899->*D011213*<-D014615
D010787	D003872	0.631660	0.688457	0.463760	0.653226	0.333333	0.086308	0.750000	D012871	D012871	D012871	D012871=D010787->*D012871*<-D003872
D003907	C073008	0.295580	0.410315	0.314748	0.331036	0.125000	0.043691	0.533333	D045505|D020228	D045505	D045505	D045505=D003907->D005938->D006728->D006730->*D045505*<-C073008<-D012968<-D050071|D020228=D003907->D000893->D045506->*D020228*<-C073008<-D012968<-D050071<-D045505
D006505	D000082	0.000000	0.376914	0.241493	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D006505->D008107->D004066->*C0000000*<-D000082<-D058633<-D045505<-D020228<-D020164
