Concept 1	Concept 2	PAGERANK	lcs(s)	corpus lcs	intrinsic lcs	paths
C0030232	C1883552	0.023308				
C0231451	C0017245	0.007530				
C1883552	C0030552	0.058270				
C0020676	C0040165	0.028637				
C0239779	C0221169	0.094792				
C0015300	C0040165	0.006466				
C0021359	C0003128	0.046358				
C0012833	C0042571	0.066851				
C0242339	C0002962	0.016550				
C0017536	C0376286	0.029263				
C0036572	C0995182	0.002118				
C0074393	C0016365	0.037696				
C0031154	C0004134	0.021517				
C0246719	C0102118	0.059884				
C0003862	C0159075	0.014220				
C0149651	C0009806	0.016020				
C0070166	C0286651	0.007997				
C0014563	C0028351	0.027143				
C0009806	C0011991	0.033559				
C0003864	C1623038	0.012322				
C0025289	C0041296	0.020156				
C0012833	C0001962	0.003672				
C0086543	C0027358	0.008516				
C0085631	C0026549	0.005139				
C0003126	C0003564	0.044820				
C0013132	C0006982	0.005453				
C1623038	C0025677	0.002480				
C0017601	C0018681	0.014209				
C0039070	C1883552	0.020024				
C2004489	C0018834	0.023048				
C0032143	C0038418	0.029579				
C0052796	C0008809	0.011366				
C0007398	C0027358	0.012345				
C0003862	C0000970	0.001777				
C0005747	C0270327	0.022168				
C0085635	C0018681	0.036310				
C0025289	C0018681	0.024177				
C0017628	C0289313	0.020547				
C0004153	C0858529	0.021182				
C0003126	C0231617	0.096554				
C0235250	C0061851	0.010274				
C0002962	C0231618	0.034089				
C0398623	C0019079	0.019999				
C0028754	C0076275	0.051652				
C0017642	C0020740	0.008032				
C0004153	C0021400	0.015614				
C0231655	C0018520	0.054271				
C0019209	C0019214	0.070385				
C0003126	C0012265	0.009186				
C0025289	C0042313	0.007909				
C0751229	C0037384	0.018610				
C0392071	C0008809	0.010785				
C0016204	C0018520	0.041957				
C0016382	C0060277	0.003648				
C0152149	C0003564	0.049639				
C0018995	C0003864	0.016037				
C0149651	C0042878	0.007669				
C0152149	C0040460	0.027811				
C0232471	C0020175	0.025849				
C0036396	C0020740	0.004559				
C0006277	C0032285	0.015964				
C0006840	C0025815	0.005090				
C0037384	C0001962	0.003537				
C0232197	C0357929	0.003466				
C0012265	C0012373	0.009051				
C0002333	C0024002	0.025869				
C0019158	C1623038	0.009552				
C0013404	C0025815	0.003579				
C0149651	C0885057	0.000648				
C0035435	C0917801	0.020618				
C0035435	C0032950	0.017953				
C0011847	C0020456	0.018682				
C0232197	C0043031	0.009813				
C0877781	C0017887	0.004066				
C0040038	C0232197	0.020136				
C0019079	C0043031	0.005677				
C0029456	C0246719	0.007860				
C0004134	C0009806	0.012658				
C0026946	C0009187	0.023708				
C0036396	C0231236	0.056145				
C0009014	C0025859	0.013985				
C0003615	C0007546	0.011418				
C0007561	C0007557	0.018615				
C0877781	C0000970	0.001056				
C0070166	C0043031	0.009995				
C0017160	C0013369	0.034142				
C0014544	C0019209	0.012984				
C0020639	C0020175	0.021399				
C0013404	C0073992	0.004858				
C0028978	C0025598	0.008538				
C0008838	C0061851	0.007278				
C0025815	C0032950	0.017766				
C0022116	C0286651	0.004742				
C0231655	C0017887	0.012995				
C0026946	C0005716	0.036874				
C0027497	C0061851	0.024427				
C0008402	C1142985	0.015028				
C1883552	C0074554	0.003993				
C0152447	C0003564	0.053118				
C0079083	C0008838	0.069387				
C0442874	C0039128	0.020398				
C0039128	C0220892	0.011198				
C0022251	C0025859	0.010351				
C0027697	C0553735	0.032197				
C0013090	C0220892	0.006971				
C0041948	C0020740	0.005160				
C0034642	C0010520	0.032944				
C0231451	C0020175	0.043335				
C0152149	C0246719	0.005812				
C1623038	C0018995	0.012429				
C0030305	C0086543	0.021651				
C0030305	C0332566	0.011312				
C0040038	C0013404	0.011428				
C0019158	C0019209	0.012714				
C0034880	C0003564	0.045929				
C0040034	C0018834	0.010944				
C0003615	C0031154	0.036651				
C0025587	C0009262	0.009796				
C0741439	C1282609	0.061240				
C0028351	C0033487	0.012013				
C0035435	C0162323	0.015665				
C0085593	C0037384	0.022203				
C0276185	C0752270	0.002475				
C1257763	C0010592	0.007833				
C0023530	C0005740	0.006333				
C0040165	C0279175	0.032666				
C0004153	C0152447	0.028979				
C0232197	C0040165	0.007302				
C0398623	C0043031	0.009116				
C0018991	C0018681	0.024642				
C0004153	C0040460	0.020847				
C0009024	C0037763	0.034194				
C0553735	C0027697	0.032197				
C0013404	C0027358	0.007879				
C0006309	C0027358	0.010268				
C0025287	C0020453	0.038377				
C0039730	C0060277	0.003143				
C0017887	C0025859	0.007184				
C0020517	C0025287	0.007610				
C0242706	C0076275	0.006562				
C0001882	C0029456	0.033530				
C0009806	C0012373	0.003557				
C0006840	C0026946	0.036271				
C0074554	C0016157	0.010043				
C0009421	C0003129	0.010923				
C0002962	C0858529	0.014385				
C0042384	C0009951	0.023784				
C0039070	C0002333	0.007421				
C0018081	C0076275	0.005619				
C0242706	C0076275	0.006562				
C0036323	C0242723	0.031435				
C0286651	C0074554	0.035719				
C0037384	C0221232	0.024511				
C0003129	C0004134	0.014814				
C0009421	C0086543	0.013823				
C0085208	C0002600	0.012757				
C0003126	C0009806	0.016781				
C0018681	C0016382	0.018632				
C0741439	C0027497	0.006158				
C0031412	C0042291	0.011107				
C0005740	C0012772	0.008730				
C0376286	C0038187	0.041084				
C0026946	C0025815	0.006799				
C0162323	C0003862	0.027706				
C0878544	C0002962	0.022421				
C1623038	C0074554	0.003354				
C0020175	C0038187	0.069467				
C0020676	C0009421	0.013855				
C0021400	C0002403	0.007157				
C0000970	C0020740	0.021360				
C0242706	C0003129	0.031466				
C0022116	C0022251	0.007298				
C0003128	C0040485	0.030119				
C0041296	C0019079	0.011457				
C0232197	C0002962	0.020365				
C0020676	C0557875	0.039146				
C0039128	C0497327	0.015707				
C0079083	C0061851	0.006568				
C0013132	C0085593	0.026327				
C0003864	C0231236	0.061568				
C0011847	C0032617	0.020547				
C0019079	C0018926	0.019848				
C0033687	C0065374	0.007359				
C0013132	C0023570	0.007262				
C0030232	C0001924	0.005490				
C0039128	C0018081	0.038767				
C0086543	C0231655	0.049742				
C0014544	C0024002	0.008625				
C0001416	C0038450	0.024973				
C0018834	C0015620	0.027135				
C0149651	C0213771	0.003658				
C0004096	C0451641	0.010331				
C0040038	C0043031	0.016786				
C0232197	C0018520	0.033838				
C0178664	C0033687	0.039555				
C0028734	C0011847	0.023161				
C0036572	C0357929	0.002223				
C0231655	C0025587	0.052096				
C0002144	C0009262	0.037816				
C0018995	C0003862	0.019198				
C0002403	C0874161	0.039532				
C0025289	C0007561	0.016500				
C0027121	C0286651	0.005053				
C0032285	C0010520	0.010643				
C0040038	C0039070	0.014561				
C0009090	C0017887	0.014561				
C0040034	C0003864	0.014397				
C0039070	C0004147	0.008184				
C0040822	C0023570	0.006226				
C0014544	C0003126	0.025339				
C0085631	C0040165	0.005425				
C0003128	C0013911	0.031887				
C0041834	C0031507	0.006702				
C0011175	C0006840	0.015201				
C0034642	C0034880	0.038820				
C0010137	C0001443	0.022141				
C0018681	C0000970	0.002174				
C0003864	C0025587	0.039026				
C0041834	C0040822	0.023857				
C0028754	C0037384	0.016422				
C0013404	C0010520	0.028416				
C0041948	C0027497	0.011913				
C0242453	C0392071	0.059372				
C0019045	C0030193	0.013117				
C0009421	C0020456	0.011060				
C1883552	C0013911	0.016852				
C0232471	C0020175	0.025849				
C0013404	C0213771	0.003325				
C0242339	C0032143	0.010533				
C0023530	C0220892	0.005303				
C0025289	C0025287	0.039674				
C1883552	C0017687	0.005360				
C0009806	C0042523	0.004209				
C0232197	C0004147	0.012176				
C0018021	C0042384	0.013544				
C0028734	C0004899	0.013831				
C0020550	C0029456	0.010214				
C0242339	C0020473	0.049380				
C0030232	C0948786	0.680699				
C0393080	C0016365	0.028436				
C0019079	C0033603	0.006054				
C0024902	C0013456	0.033643				
C0034642	C0016860	0.008699				
C0002871	C0043031	0.005908				
C0023570	C0006982	0.146725				
C0011603	C0995182	0.003583				
C0009187	C0025815	0.005933				
C0557875	C0751229	0.035686				
C0032617	C0162275	0.019212				
C0040460	C0004134	0.020107				
C0024730	C0000970	0.003280				
C0029877	C0025287	0.036270				
C0009024	C0085208	0.006386				
C0002871	C0070166	0.006680				
C0016157	C0074554	0.010043				
C0028734	C0001962	0.003842				
C1883552	C0010137	0.004866				
C0242339	C0009806	0.016850				
C0026946	C0242453	0.021457				
C0497327	C0995182	0.002086				
C0013369	C0116569	0.009630				
C0032064	C0006644	0.003248				
C0034494	C0947651	0.001128				
C0021400	C0032285	0.026723				
C0034494	C0234990	0.018531				
C0070166	C0021641	0.007836				
C0017536	C0233576	0.045919				
C0033860	C0004153	0.014114				
C0033497	C0085259	0.010855				
C0040460	C0076107	0.005394				
C0011633	C0026848	0.025698				
C0038187	C0008838	0.005956				
C0003128	C0002453	0.030492				
C0001824	C0002871	0.029213				
C0040485	C0037763	0.026116				
C0557875	C0042523	0.006406				
C0357929	C0005740	0.001474				
C0018995	C0025023	0.006814				
C0003128	C0006982	0.009039				
C0231451	C0004899	0.006285				
C0001927	C0073992	0.038568				
C0003864	C0002726	0.022841				
C0010520	C0014563	0.003878				
C0015620	C0034665	0.027587				
C0014544	C0022116	0.022421				
C0007297	C0027497	0.024031				
C0232197	C0878544	0.033512				
C0043528	C0032064	0.041637				
C0025287	C0001367	0.006273				
C0000786	C0023860	0.018940				
C0013404	C0085631	0.014469				
C0014038	C0018681	0.016255				
C0014544	C0246719	0.004994				
