Concept 1	Concept 2	PAGERANK	lcs(s)	corpus lcs	intrinsic lcs	paths
C0271397	C1698636	0.000000				
C0013428	C0070166	0.000000				
C0231236	C0042755	0.000920				
C0002940	C0947651	0.000000				
C0009262	C0032950	0.009212				
C0019270	C0006982	0.000000				
C1257763	C0036572	0.000120				
C0086543	C0030305	0.000800				
C0001962	C0001975	0.055741				
C0020550	C0036572	0.000127				
C0016410	C0014563	0.008346				
C0116569	C0002598	0.035299				
C0021359	C0079083	0.000000				
C0040822	C0006982	0.000000				
C0011847	C0009214	0.000000				
C0043031	C0995182	0.000000				
C0030305	C0021641	0.000000				
C0017160	C0021641	0.000000				
C0019655	C0032950	0.000000				
C0149651	C0013404	0.000016				
C0018991	C0070166	0.000000				
C0026946	C0286651	0.000000				
C0035435	C0009262	0.000000				
C0013404	C0220892	0.000000				
C1623038	C0018926	0.000000				
C0877781	C0018681	0.000003				
C0004153	C0018834	0.000079				
C0920289	C0015672	0.000000				
C0878544	C0039070	0.003844				
C0003129	C0036572	0.000000				
C0036494	C0001962	0.000001				
C0242339	C0060277	0.000000				
C0039730	C0040822	0.000005				
C0009951	C0085208	0.000000				
C0002962	C0028351	0.000000				
C0010592	C0032950	0.007031				
C0037763	C0036396	0.000520				
C0003128	C0152149	0.285241				
C0022116	C0995182	0.000000				
C0006277	C0298130	0.000000				
C0286651	C0024027	0.232121				
C0032285	C1883552	0.000009				
C0037763	C0016860	0.000000				
C0040485	C0014806	0.000000				
C0011603	C0020517	0.004323				
C0947651	C0022614	0.000000				
C0003850	C0022116	0.002372				
C0018995	C0032617	0.001008				
C0025587	C0040460	0.018288				
C0011175	C0038187	0.002990				
C0009319	C0014544	0.000146				
C0011847	C0085602	0.000000				
C0162275	C0038187	0.000015				
C0054836	C0717550	0.161812				
C0301532	C0039840	0.011348				
C0020676	C1883552	0.000004				
C0039730	C0019045	0.054695				
C0026946	C0025289	0.001677				
C0030232	C0060277	0.000000				
C0332566	C0332573	0.050938				
C0018834	C0020740	0.000000				
C0995182	C0020264	0.000000				
C0009214	C0011816	0.047484				
C0001047	C0001443	0.030366				
C0086073	C0032950	0.003497				
C0007559	C0007561	0.237810				
C0030193	C0026549	0.000000				
C0027358	C0015846	0.024633				
C0001824	C0854467	0.004552				
C0013428	C0019079	0.000133				
C0042384	C0018991	0.001648				
C0917801	C0086140	0.000000				
C0009262	C0033209	0.280016				
C1623038	C0002871	0.000000				
C0038187	C0152149	0.000023				
C0008947	C0026196	0.016375				
C0019158	C0000970	0.000000				
C0019270	C0013456	0.000007				
C0003862	C0717550	0.000000				
C0018021	C0011644	0.000000				
C0004134	C0001962	0.000000				
C0043528	C0004576	0.000193				
C0043167	C0023343	0.001789				
C0035508	C0034642	0.205630				
C0002962	C0014563	0.000000				
C0004153	C0002962	0.000378				
C0019158	C0018926	0.000770				
C0027358	C0026549	0.045323				
C0232955	C0232962	0.007895				
C0011991	C0009262	0.000000				
C0027121	C0026848	0.105025				
C0006277	C0023992	0.000000				
C0013428	C0008809	0.000000				
C0282386	C0536495	0.142868				
C0011847	C0162275	0.000000				
C0011175	C0017160	0.000254				
C0034880	C0005740	0.000000				
C0008168	C0007561	0.028161				
C0007537	C0007557	0.061468				
C0014806	C0023660	0.003368				
C0007398	C0023380	0.000266				
C0020517	C0018834	0.000031				
C0085602	C0032617	0.000000				
C1623038	C0286651	0.000000				
C0038450	C0037384	0.030260				
C0004147	C0016860	0.031108				
C0242453	C0008809	0.000000				
C0085636	C0025287	0.002143				
C0011175	C0013369	0.000167				
C0014025	C0065374	0.206498				
C0206160	C0018926	0.000227				
C0041948	C0751229	0.000000				
C0026848	C0234369	0.000665				
C0041948	C0023870	0.000000				
C0162275	C0021641	0.000000				
C0553735	C0242453	0.000351				
C0005716	C0036572	0.000028				
C0006840	C0392071	0.000552				
C0019134	C0033603	0.073344				
C0878544	C0034642	0.000006				
C0026946	C0030193	0.000019				
C0033687	C0026196	0.000000				
C0002962	C0013404	0.000027				
C0004610	C0376288	0.000027				
C0242339	C0286651	0.000000				
C0041948	C0013911	0.000282				
C0029456	C0878544	0.000805				
C0235250	C0027497	0.043915				
C0242723	C0858529	0.000000				
C0442874	C0021641	0.000000				
C0018834	C0043066	0.476238				
C0036494	C0149651	0.000161				
C0060277	C0060277	1.000000				
C0008350	C0006277	0.001486				
C0007716	C0076275	0.131253				
C0006309	C0043528	0.000057				
C0001927	C0298130	0.030211				
C0004899	C0042313	0.000000				
C0020459	C0011847	0.000000				
C0018546	C0004899	0.000000				
C0004147	C0025859	0.104783				
C0038187	C0003123	0.000000				
C0002962	C0011991	0.000034				
C0005367	C0039286	0.037712				
C0016860	C0024730	0.021543				
C0041948	C0553735	0.000218				
C0021167	C0016860	0.000000				
C0070166	C0060657	0.006195				
C0040038	C0019134	0.000000				
C0015300	C0242453	0.000120				
C0041948	C0004057	0.000000				
C0006982	C0018242	0.025978				
C0020517	C0004899	0.000000				
C0019270	C0018021	0.000041				
C0011175	C0039070	0.002996				
C0553735	C0037384	0.000318				
C0206160	C0043031	0.000000				
C0231851	C0032617	0.000015				
C0003864	C0035435	0.036065				
C0036396	C0102118	0.000000				
C0011053	C0029877	0.000000				
C0021359	C0003128	0.033880				
C0006277	C0073992	0.000000				
C0026946	C0019655	0.050424				
C0006644	C0039771	0.047471				
C0175848	C0043066	0.001423				
C0076275	C0025598	0.107806				
C0086543	C0011847	0.000000				
C1257763	C0162429	0.051684				
C0009951	C0014544	0.000000				
C0010520	C0016410	0.000007				
C0021359	C0005747	0.000641				
C0442874	C0011847	0.000000				
C0014806	C0002144	0.011674				
C0018834	C0081876	0.000000				
C0030232	C1883552	0.000023				
C0231451	C0017245	0.000000				
C0020676	C0040165	0.000000				
C0239779	C0221169	0.073791				
C0086140	C0002658	0.001377				
C0013369	C0012833	0.000019				
C0015300	C0040165	0.000000				
C0021359	C0003128	0.033880				
C0012833	C0042571	0.308557				
C0242339	C0002962	0.000075				
C0017536	C0376286	0.000000				
C0018021	C0020676	0.077113				
C0030552	C0221166	0.000000				
C0036572	C0995182	0.000000				
C0074393	C0016365	0.129209				
C0031154	C0004134	0.000226				
C0246719	C0102118	0.295834				
C0003862	C0159075	0.000022				
C0149651	C0009806	0.000272				
C0070166	C0286651	0.124972				
C0018933	C0030232	0.000113				
C0014563	C0028351	0.120720				
C0009806	C0011991	0.000190				
C0023530	C0032285	0.000987				
C0002962	C0025859	0.000000				
C0086543	C0027358	0.000000				
C0004905	C0012373	0.008410				
C0085631	C0026549	0.000000				
C0003126	C0003564	0.000414				
C0013132	C0006982	0.000000				
C0039070	C1883552	0.000011				
C2004489	C0018834	0.023755				
C0032143	C0038418	0.281814				
C0717550	C0288171	0.286651				
C0702166	C0004134	0.000115				
C0007398	C0027358	0.000000				
C0003862	C0000970	0.000000				
C0005747	C0270327	0.000367				
C0085635	C0018681	0.000268				
C0025289	C0018681	0.000060				
C0017628	C0289313	0.202441				
C0004153	C0858529	0.000000				
C0003126	C0231617	0.000276				
C0235250	C0061851	0.000000				
C0013456	C1510450	0.000000				
C0235250	C0027498	0.113268				
C0398623	C0019079	0.000095				
C0018834	C0014724	0.010784				
C0028754	C0076275	0.000000				
C0017642	C0020740	0.033195				
C0004153	C0021400	0.000208				
C0231655	C0018520	0.000227				
C0019209	C0019214	0.469807				
C0751229	C0037384	0.000000				
C0392071	C0008809	0.000000				
C0016204	C0018520	0.001036				
C0451641	C0002726	0.009116				
C0001367	C0070122	0.020864				
C0016382	C0060277	0.000000				
C0152149	C0003564	0.000121				
C0018995	C0003864	0.000104				
C0149651	C0042878	0.000000				
C0152149	C0040460	0.002512				
C0232471	C0020175	0.000000				
C0036396	C0020740	0.000000				
C0006277	C0032285	0.076620				
C0006840	C0025815	0.000000				
C0012265	C0012373	0.020698				
C0002333	C0024002	0.195337				
C0013404	C0025815	0.000000				
C0020676	C0009421	0.000730				
C0011847	C0032950	0.000000				
C0040038	C0011603	0.001459				
C0030305	C0016204	0.000209				
C0014544	C0006949	0.000000				
C0149651	C0885057	0.000000				
C0035435	C0917801	0.000112				
C0035435	C0032950	0.000000				
C0011847	C0020456	0.000000				
C0877781	C0017887	0.000000				
C0040038	C0232197	0.000469				
C0019079	C0043031	0.000000				
C0029456	C0246719	0.000000				
C0002962	C0032143	0.000000				
C0012833	C0015672	0.024293				
C0004134	C0009806	0.000030				
C0026946	C0009187	0.003087				
C0036396	C0231236	0.000017				
C0009014	C0025859	0.012774				
C0065374	C0072973	0.283232				
C0003615	C0007546	0.000000				
C0007561	C0007557	0.153025				
C0877781	C0000970	0.000000				
C0070166	C0043031	0.026349				
C0017160	C0013369	0.014942				
C0014544	C0019209	0.000443				
C0020639	C0020175	0.000009				
C0013404	C0073992	0.000000				
C0028978	C0025598	0.147201				
C0032285	C0025289	0.003675				
C0025815	C0032950	0.050752				
C0022116	C0286651	0.000000				
C0025587	C0009014	0.000000				
C0231655	C0017887	0.000000				
C0026946	C0005716	0.052889				
C0027497	C0061851	0.000000				
C1883552	C0074554	0.000000				
C0079083	C0008838	0.429756				
C0442874	C0039128	0.003555				
C0039128	C0220892	0.000000				
C0022251	C0025859	0.022346				
C0013090	C0220892	0.000000				
C0041948	C0020740	0.000000				
C0034642	C0010520	0.000075				
C0231451	C0020175	0.000692				
C0152149	C0246719	0.000000				
C0030305	C0086543	0.000800				
C0030305	C0332566	0.000481				
C0043066	C0003129	0.000000				
C0040038	C0013404	0.000031				
C0019158	C0019209	0.021592				
C0034880	C0003564	0.000184				
C0040034	C0018834	0.000028				
C0003615	C0031154	0.010021				
C0151818	C0036572	0.003940				
C0012963	C0030049	0.026649				
C0025587	C0009262	0.000000				
C0015772	C0051696	0.233785				
C0741439	C1282609	0.018504				
C0028351	C0033487	0.008516				
C0085593	C0037384	0.020514				
C0276185	C0752270	0.000000				
C1257763	C0010592	0.000000				
C0023530	C0005740	0.000000				
C0040165	C0279175	0.359345				
C0004153	C0152447	0.000149				
C0232197	C0040165	0.000000				
C0553735	C0001367	0.000000				
C0001911	C0025023	0.371855				
C0398623	C0043031	0.000000				
C0004153	C0040460	0.000161				
C0009024	C0037763	0.026869				
C0553735	C0027697	0.000817				
C0013404	C0027358	0.000000				
C0242723	C0025815	0.000000				
C0006309	C0027358	0.000000				
C0013428	C0152447	0.024219				
C0039730	C0060277	0.000000				
C0041296	C0030232	0.000175				
C0017887	C0025859	0.014072				
C0020517	C0025287	0.000247				
C0242706	C0076275	0.000000				
C0009806	C0012373	0.000000				
C0006840	C0026946	0.031667				
C0074554	C0016157	0.216248				
C0009421	C0003129	0.000000				
C0002962	C0858529	0.000000				
C0011053	C0005747	0.000000				
C0042384	C0009951	0.000000				
C0039070	C0002333	0.000000				
C0018081	C0076275	0.000000				
C0242706	C0076275	0.000000				
C0036323	C0242723	0.000000				
C0286651	C0074554	0.242814				
C0037384	C0221232	0.000042				
C0003129	C0004134	0.000000				
C0009421	C0086543	0.001351				
C0085208	C0002600	0.038331				
C0003126	C0009806	0.000037				
C0018681	C0016382	0.000285				
C0741439	C0027497	0.000236				
C0005740	C0012772	0.014704				
C0376286	C0038187	0.000000				
C0026946	C0025815	0.000000				
C0162323	C0003862	0.000000				
C0878544	C0002962	0.043290				
C1623038	C0074554	0.000000				
C0020175	C0038187	0.000012				
C0020676	C0009421	0.000730				
C0242706	C0003129	0.000000				
C0022116	C0022251	0.000000				
C0003128	C0040485	0.000034				
C0041296	C0019079	0.000738				
C0232197	C0002962	0.002098				
C0020676	C0557875	0.000099				
C0039128	C0497327	0.004015				
C0013132	C0085593	0.009319				
C0003864	C0231236	0.000041				
C0011847	C0032617	0.000000				
C0019079	C0018926	0.001078				
C0030232	C0001924	0.000000				
C0039128	C0018081	0.019375				
C0086543	C0231655	0.000054				
C0014544	C0024002	0.000000				
C0276185	C0037384	0.000012				
C0001416	C0038450	0.000000				
C0018834	C0015620	0.000000				
C0553735	C0013428	0.000240				
C0149651	C0213771	0.000000				
C0004096	C0451641	0.000938				
C0040038	C0043031	0.000000				
C0232197	C0018520	0.000040				
C0178664	C0033687	0.000050				
C0028734	C0011847	0.000000				
C0036572	C0357929	0.000000				
C0231655	C0025587	0.164364				
C0002144	C0009262	0.078878				
C0018995	C0003862	0.000011				
C0002403	C0874161	0.133109				
C0025289	C0007561	0.000000				
C0032285	C0010520	0.000318				
C0040038	C0039070	0.000753				
C0009090	C0017887	0.000000				
C0040822	C0023570	0.000000				
C0014544	C0003126	0.000776				
C0024205	C0276185	0.000848				
C0085631	C0040165	0.000000				
C0003128	C0013911	0.000041				
C0041834	C0031507	0.000000				
C0011175	C0006840	0.000249				
C0034642	C0034880	0.000008				
C0010137	C0001443	0.035105				
C0018681	C0000970	0.000000				
C0003864	C0025587	0.002484				
C0041834	C0040822	0.000201				
C0028754	C0037384	0.000677				
C0013404	C0010520	0.000094				
C0020517	C0040485	0.000171				
C0041948	C0027497	0.000297				
C0242453	C0392071	0.462359				
C0344370	C2004489	0.347113				
C0017160	C0036572	0.000042				
C0009421	C0020456	0.005837				
C1883552	C0013911	0.000001				
C0232471	C0020175	0.000000				
C0002871	C0060277	0.000000				
C0002962	C0018834	0.005522				
C0013404	C0213771	0.000000				
C0242339	C0032143	0.000000				
C0020459	C0037384	0.000053				
C0023530	C0220892	0.000000				
C0025289	C0025287	0.044682				
C1883552	C0017687	0.000000				
C0009806	C0042523	0.000000				
C0232197	C0004147	0.000000				
C0242339	C0020473	0.049801				
C0043144	C0038450	0.076754				
C0043066	C2004489	0.028560				
C0030232	C0948786	0.000000				
C0019079	C0033603	0.000000				
C0034642	C0016860	0.000000				
C0002871	C0043031	0.000000				
C0016579	C0030554	0.073300				
C0246719	C0021641	0.012707				
C0023570	C0006982	0.375513				
C0011603	C0995182	0.000000				
C0009187	C0025815	0.000000				
C0005747	C0152149	0.001341				
C0557875	C0751229	0.000000				
C0032617	C0162275	0.039161				
C0040460	C0004134	0.000297				
C0024730	C0000970	0.008400				
C0029877	C0025287	0.001907				
C0009024	C0085208	0.000000				
C0004134	C0022614	0.000000				
C0220892	C0020740	0.000000				
C0016157	C0074554	0.216248				
C0028734	C0001962	0.000000				
C0026946	C0242453	0.000214				
C0497327	C0995182	0.000000				
C0013369	C0116569	0.000000				
C0032064	C0006644	0.000000				
C0034494	C0947651	0.000000				
C0301532	C0001975	0.001779				
C0021400	C0032285	0.028894				
C0034494	C0234990	0.000000				
C0017536	C0233576	0.000001				
C0033860	C0004153	0.000962				
C0033497	C0085259	0.006544				
C0040460	C0076107	0.000000				
C0011633	C0026848	0.005525				
C0038187	C0008838	0.000000				
C0003128	C0002453	0.019608				
C0276185	C0043066	0.000011				
C0001824	C0002871	0.011480				
C0040485	C0037763	0.003138				
C0557875	C0042523	0.000000				
C0357929	C0005740	0.009874				
C0018995	C0025023	0.000000				
C0003128	C0006982	0.000000				
C0231451	C0004899	0.000000				
C0001927	C0073992	0.098908				
C0003864	C0002726	0.001524				
C0010520	C0014563	0.000002				
C0015620	C0034665	0.133912				
C0042523	C0752270	0.020239				
C0014544	C0022116	0.001202				
C0007297	C0027497	0.390278				
C0043528	C0032064	0.000086				
C0025287	C0001367	0.000000				
C0000786	C0023860	0.021653				
C0014544	C0246719	0.000000				
