Concept 1	Concept 2	PAGERANK	lcs(s)	corpus lcs	intrinsic lcs	paths
C1257763	C0162429	0.130792				
C0009951	C0014544	0.050287				
C0010520	C0016410	0.019229				
C0021359	C0005747	0.080540				
C0442874	C0011847	0.000000				
C0014806	C0002144	0.039164				
C0018834	C0081876	0.013070				
C0030232	C1883552	0.000000				
C0231451	C0017245	0.000000				
C1883552	C0030552	0.000000				
C0020676	C0040165	0.030165				
C0239779	C0221169	0.000000				
C0015300	C0040165	0.028730				
C0021359	C0003128	0.080618				
C0012833	C0042571	0.101228				
C0242339	C0002962	0.087320				
C0017536	C0376286	0.085900				
C0036572	C0995182	0.000000				
C0074393	C0016365	0.058601				
C0031154	C0004134	0.065906				
C0246719	C0102118	0.039373				
C0003862	C0159075	0.000000				
C0149651	C0009806	0.000000				
C0070166	C0286651	0.008429				
C0014563	C0028351	0.084077				
C0009806	C0011991	0.116562				
C0003864	C1623038	0.045005				
C0025289	C0041296	0.078837				
C0012833	C0001962	0.026801				
C0086543	C0027358	0.019783				
C0085631	C0026549	0.034332				
C0003126	C0003564	0.053459				
C0013132	C0006982	0.026891				
C1623038	C0025677	0.008037				
C0017601	C0018681	0.062518				
C0039070	C1883552	0.000000				
C2004489	C0018834	0.000000				
C0032143	C0038418	0.069714				
C0052796	C0008809	0.056646				
C0007398	C0027358	0.027276				
C0003862	C0000970	0.020572				
C0005747	C0270327	0.089182				
C0085635	C0018681	0.000000				
C0025289	C0018681	0.069212				
C0017628	C0289313	0.019320				
C0004153	C0858529	0.000000				
C0003126	C0231617	0.000000				
C0235250	C0061851	0.000000				
C0002962	C0231618	0.000000				
C0398623	C0019079	0.072084				
C0028754	C0076275	0.016685				
C0017642	C0020740	0.046508				
C0004153	C0021400	0.082438				
C0231655	C0018520	0.000000				
C0019209	C0019214	0.000000				
C0003126	C0012265	0.019745				
C0025289	C0042313	0.024582				
C0751229	C0037384	0.058041				
C0392071	C0008809	0.000000				
C0016204	C0018520	0.125564				
C0016382	C0060277	0.003606				
C0152149	C0003564	0.000000				
C0018995	C0003864	0.074885				
C0149651	C0042878	0.000000				
C0152149	C0040460	0.000000				
C0232471	C0020175	0.000000				
C0036396	C0020740	0.025323				
C0006277	C0032285	0.103902				
C0006840	C0025815	0.029627				
C0037384	C0001962	0.029157				
C0232197	C0357929	0.000000				
C0012265	C0012373	0.057036				
C0002333	C0024002	0.048572				
C0019158	C1623038	0.046291				
C0013404	C0025815	0.029635				
C0149651	C0885057	0.000000				
C0035435	C0917801	0.047390				
C0035435	C0032950	0.015710				
C0011847	C0020456	0.000000				
C0232197	C0043031	0.000000				
C0877781	C0017887	0.015044				
C0040038	C0232197	0.000000				
C0019079	C0043031	0.028966				
C0029456	C0246719	0.012924				
C0004134	C0009806	0.063708				
C0026946	C0009187	0.080113				
C0036396	C0231236	0.000000				
C0009014	C0025859	0.052558				
C0003615	C0007546	0.036520				
C0007561	C0007557	0.057165				
C0877781	C0000970	0.013351				
C0070166	C0043031	0.030460				
C0017160	C0013369	0.113054				
C0014544	C0019209	0.064183				
C0020639	C0020175	0.044700				
C0013404	C0073992	0.019363				
C0028978	C0025598	0.065559				
C0008838	C0061851	0.029303				
C0025815	C0032950	0.080623				
C0022116	C0286651	0.011632				
C0231655	C0017887	0.000000				
C0026946	C0005716	0.116688				
C0027497	C0061851	0.034871				
C0008402	C1142985	0.023834				
C1883552	C0074554	0.000000				
C0152447	C0003564	0.000000				
C0079083	C0008838	0.096155				
C0442874	C0039128	0.000000				
C0039128	C0220892	0.017127				
C0022251	C0025859	0.063501				
C0027697	C0553735	0.000000				
C0013090	C0220892	0.021779				
C0041948	C0020740	0.023979				
C0034642	C0010520	0.034765				
C0231451	C0020175	0.000000				
C0152149	C0246719	0.000000				
C1623038	C0018995	0.047366				
C0030305	C0086543	0.058596				
C0030305	C0332566	0.000000				
C0040038	C0013404	0.083257				
C0019158	C0019209	0.114620				
C0034880	C0003564	0.084372				
C0040034	C0018834	0.071729				
C0003615	C0031154	0.112711				
C0025587	C0009262	0.024886				
C0741439	C1282609	0.000000				
C0028351	C0033487	0.046251				
C0035435	C0162323	0.049562				
C0085593	C0037384	0.080417				
C0276185	C0752270	0.000000				
C1257763	C0010592	0.031527				
C0023530	C0005740	0.015546				
C0040165	C0279175	0.000000				
C0004153	C0152447	0.000000				
C0232197	C0040165	0.000000				
C0398623	C0043031	0.030738				
C0018991	C0018681	0.063113				
C0004153	C0040460	0.083543				
C0009024	C0037763	0.000000				
C0553735	C0027697	0.000000				
C0013404	C0027358	0.028827				
C0006309	C0027358	0.028220				
C0025287	C0020453	0.081719				
C0039730	C0060277	0.004125				
C0017887	C0025859	0.039243				
C0020517	C0025287	0.077949				
C0242706	C0076275	0.012256				
C0001882	C0029456	0.043289				
C0009806	C0012373	0.027614				
C0006840	C0026946	0.116317				
C0074554	C0016157	0.061719				
C0009421	C0003129	0.052570				
C0002962	C0858529	0.000000				
C0042384	C0009951	0.039310				
C0039070	C0002333	0.027774				
C0018081	C0076275	0.012727				
C0242706	C0076275	0.012256				
C0036323	C0242723	0.085108				
C0286651	C0074554	0.033065				
C0037384	C0221232	0.000000				
C0003129	C0004134	0.041477				
C0009421	C0086543	0.057931				
C0085208	C0002600	0.045054				
C0003126	C0009806	0.051176				
C0018681	C0016382	0.064971				
C0741439	C0027497	0.000000				
C0031412	C0042291	0.067587				
C0005740	C0012772	0.031775				
C0376286	C0038187	0.086576				
C0026946	C0025815	0.030255				
C0162323	C0003862	0.069374				
C0878544	C0002962	0.078883				
C1623038	C0074554	0.023893				
C0020175	C0038187	0.103738				
C0020676	C0009421	0.082704				
C0021400	C0002403	0.024114				
C0000970	C0020740	0.062927				
C0242706	C0003129	0.078901				
C0022116	C0022251	0.038150				
C0003128	C0040485	0.076776				
C0041296	C0019079	0.074410				
C0232197	C0002962	0.000000				
C0020676	C0557875	0.000000				
C0039128	C0497327	0.071834				
C0079083	C0061851	0.033849				
C0013132	C0085593	0.051202				
C0003864	C0231236	0.000000				
C0011847	C0032617	0.000000				
C0019079	C0018926	0.080609				
C0033687	C0065374	0.039168				
C0013132	C0023570	0.021824				
C0030232	C0001924	0.025256				
C0039128	C0018081	0.119978				
C0086543	C0231655	0.000000				
C0014544	C0024002	0.023506				
C0001416	C0038450	0.023812				
C0018834	C0015620	0.038659				
C0149651	C0213771	0.000000				
C0004096	C0451641	0.085913				
C0040038	C0043031	0.034136				
C0232197	C0018520	0.000000				
C0178664	C0033687	0.000000				
C0028734	C0011847	0.000000				
C0036572	C0357929	0.000000				
C0231655	C0025587	0.000000				
C0002144	C0009262	0.039006				
C0018995	C0003862	0.075573				
C0002403	C0874161	0.048213				
C0025289	C0007561	0.032291				
C0027121	C0286651	0.012045				
C0032285	C0010520	0.069066				
C0040038	C0039070	0.068264				
C0009090	C0017887	0.016458				
C0040034	C0003864	0.066209				
C0039070	C0004147	0.029063				
C0040822	C0023570	0.022803				
C0014544	C0003126	0.043660				
C0085631	C0040165	0.028611				
C0003128	C0013911	0.088445				
C0041834	C0031507	0.022872				
C0011175	C0006840	0.068793				
C0034642	C0034880	0.036842				
C0010137	C0001443	0.079610				
C0018681	C0000970	0.019412				
C0003864	C0025587	0.102107				
C0041834	C0040822	0.053700				
C0028754	C0037384	0.078217				
C0013404	C0010520	0.074459				
C0041948	C0027497	0.079529				
C0242453	C0392071	0.000000				
C0019045	C0030193	0.058817				
C0009421	C0020456	0.085564				
C1883552	C0013911	0.000000				
C0232471	C0020175	0.000000				
C0013404	C0213771	0.017664				
C0242339	C0032143	0.034723				
C0023530	C0220892	0.018101				
C0025289	C0025287	0.077850				
C1883552	C0017687	0.000000				
C0009806	C0042523	0.026571				
C0232197	C0004147	0.000000				
C0018021	C0042384	0.078202				
C0028734	C0004899	0.039807				
C0020550	C0029456	0.074993				
C0242339	C0020473	0.120497				
C0030232	C0948786	0.000000				
C0393080	C0016365	0.019339				
C0019079	C0033603	0.024277				
C0024902	C0013456	0.084428				
C0034642	C0016860	0.019962				
C0002871	C0043031	0.031895				
C0023570	C0006982	0.077954				
C0011603	C0995182	0.000000				
C0009187	C0025815	0.031209				
C0557875	C0751229	0.000000				
C0032617	C0162275	0.056575				
C0040460	C0004134	0.066359				
C0024730	C0000970	0.062700				
C0029877	C0025287	0.081939				
C0009024	C0085208	0.000000				
C0002871	C0070166	0.010203				
C0016157	C0074554	0.061719				
C0028734	C0001962	0.028785				
C1883552	C0010137	0.000000				
C0242339	C0009806	0.079394				
C0026946	C0242453	0.085351				
C0497327	C0995182	0.000000				
C0013369	C0116569	0.010108				
C0032064	C0006644	0.022924				
C0034494	C0947651	0.000000				
C0021400	C0032285	0.107113				
C0034494	C0234990	0.000000				
C0070166	C0021641	0.048572				
C0017536	C0233576	0.000000				
C0033860	C0004153	0.086594				
C0033497	C0085259	0.047568				
C0040460	C0076107	0.004115				
C0011633	C0026848	0.064556				
C0038187	C0008838	0.015564				
C0003128	C0002453	0.082815				
C0001824	C0002871	0.086557				
C0040485	C0037763	0.073770				
C0557875	C0042523	0.000000				
C0357929	C0005740	0.000000				
C0018995	C0025023	0.029562				
C0003128	C0006982	0.041781				
C0231451	C0004899	0.000000				
C0001927	C0073992	0.209842				
C0003864	C0002726	0.076146				
C0010520	C0014563	0.027443				
C0015620	C0034665	0.057394				
C0014544	C0022116	0.058587				
C0007297	C0027497	0.048561				
C0232197	C0878544	0.000000				
C0043528	C0032064	0.064842				
C0025287	C0001367	0.017968				
C0000786	C0023860	0.082012				
C0013404	C0085631	0.077936				
C0014038	C0018681	0.064695				
C0014544	C0246719	0.009180				
