Concept 1	Concept 2	LCH	INTRINSIC_LCH	INTRINSIC_LIN	PATH	INTRINSIC_PATH	WUPALMER	lcs(s)	corpus lcs	intrinsic lcs	paths
C0243026	C0020649	0.472493	0.323072	0.384598	0.142857	0.044951	0.500000	C0012674		C0012674	C0012674=C0243026->C0021311->C0004615->*C0012674*<-C0020649<-C0042373<-C0007222
C0042109	C0277942	0.000000	0.367625	0.000000	0.000000	0.000000	0.000000				
C0017196	C0162429	0.404365	0.241384	0.059974	0.111111	0.030914	0.333333	C1256741		C1256741	C1256741=C0017196->C0029473->C0543467->C0002784->*C1256741*<-C0162429<-C0028709<-C0028715<-C0012674
C0013604	C0017654	0.404365	0.231435	0.057377	0.111111	0.029536	0.333333	C1256741		C1256741	C1256741=C0013604->C0037088->C0039058->C0012674->*C1256741*<-C0017654<-C0042031<-C0035153<-C2930671
C0009378	C0032584	0.349966	0.228110	0.056534	0.090909	0.029089	0.285714	C1256741		C1256741	C1256741=C0009378->C0079278->C0079277->C0038898->C0543467->C0002784->*C1256741*<-C0032584<-C0752135<-C0039058<-C0012674
C0010137	C1563292	0.000000	0.369461	0.000000	0.000000	0.000000	0.000000				
C0003507	C0006660	0.349966	0.232186	0.057569	0.090909	0.029638	0.285714	C1256741		C1256741	C1256741=C0003507->C0042512->C0018799->C0007222->C0012674->*C1256741*<-C0006660<-C0018271<-C0031845<-C2350828<-C2930671
C0024530	C0002438	0.702183	0.585784	0.831540	0.333333	0.149831	0.833333	C0033740		C0033740	C0033740=C0024530->*C0033740*<-C0002438
C0442874	C0522224	0.000000	0.394347	0.000000	0.000000	0.000000	0.000000				
C0036572	C0018681	0.624196	0.437055	0.635909	0.250000	0.075786	0.800000	C0027854		C0027854	C0027854=C0036572->*C0027854*<-C0018681<-C0030193
C0333997	C0043352	0.000000	0.359879	0.000000	0.000000	0.000000	0.000000				
C0036202	C0042866	0.349966	0.257036	0.064290	0.090909	0.033213	0.285714	C1256741		C1256741	C1256741=C0036202->C0024314->C0021070->C0021053->C0012674->*C1256741*<-C0042866<-C0036532<-C0038317<-C0032456<-C0007995
C0023223	C0042345	0.436295	0.316212	0.376843	0.125000	0.043559	0.461538	C0012674		C0012674	C0012674=C0023223->C0037299->C0037274->C0175166->*C0012674*<-C0042345<-C0042373<-C0007222
C0080331	C0432601	0.000000	0.359168	0.000000	0.000000	0.000000	0.000000				
C0030326	C0023798	0.404365	0.327487	0.389627	0.111111	0.045869	0.428571	C0012674		C0012674	C0012674=C0030326->C0009782->C0175166->*C0012674*<-C0023798<-C0206631<-C0206765<-C0027652<-C0027651
C0003811	C0026264	0.375804	0.242265	0.060209	0.100000	0.031039	0.307692	C1256741		C1256741	C1256741=C0003811->C0030660->C0039058->C0012674->*C1256741*<-C0026264<-C0018826<-C0018787<-C0007226<-C0002807
C0019054	C1561562	0.000000	0.359240	0.000000	0.000000	0.000000	0.000000				
C0013378	C0011167	0.326379	0.225146	0.055793	0.083333	0.028697	0.266667	C0000000|C1256741		C1256741	C0000000=C0013378->C0039338->C0036659->C0027854->C0422837->*C0000000*<-C0011167<-C1720892<-C0012244<-C2350515<-C2930671<-C1256741|C1256741=C0013378->C0039338->C0036659->C0027854->C0027765->C0012674->*C1256741*<-C0011167<-C1720892<-C0012244<-C2350515<-C2930671
C0013394	C0029965	0.000000	0.365857	0.000000	0.000000	0.000000	0.000000				
C0030842	C0020517	0.404365	0.278164	0.070596	0.111111	0.036589	0.333333	C1256741		C1256741	C1256741=C0030842->C0282215->C0038776->C0021521->C0007995->*C1256741*<-C0020517<-C0021053<-C0012674
C0023418	C0038250	0.436295	0.266956	0.067180	0.125000	0.034758	0.363636	C1256741		C1256741	C1256741=C0023418->C0027652->C0027651->C0012674->*C1256741*<-C0038250<-C0007634<-C0002807
C0376358	C0001109	0.284591	0.238220	0.059136	0.071429	0.030469	0.235294	C1256741		C1256741	C1256741=C0376358->C0033578->C0017417->C0017412->C1720894->C0012674->*C1256741*<-C0001109<-C0031678<-C0014894<-C0020289<-C0014442<-C1258127<-C0007995
C0224498	C0029408	0.000000	0.365590	0.000000	0.000000	0.000000	0.000000				
C0037473	C0024485	0.349966	0.237301	0.058894	0.090909	0.030341	0.285714	C1256741		C1256741	C1256741=C0037473->C0025554->C0025552->C0021521->C0007995->*C1256741*<-C0024485<-C0011923<-C0525034<-C0011900<-C0002784
C0033706	C0039142	0.436295	0.241408	0.059980	0.125000	0.030917	0.363636	C1256741		C1256741	C1256741=C0033706->C0014436->C1258127->C0007995->*C1256741*<-C0039142<-C0014674<-C0002784
C0026764	C0011581	0.375804	0.232604	0.057677	0.100000	0.029695	0.307692	C1256741		C1256741	C1256741=C0026764->C0030489->C0021070->C0021053->C0012674->*C1256741*<-C0011581<-C0525045<-C0004936<-C1256749
C0011849	C0035450	0.472493	0.334211	0.397340	0.142857	0.047305	0.500000	C0012674		C0012674	C0012674=C0011849->C0014130->*C0012674*<-C0035450<-C0003873<-C0004364<-C0021053
C0220982	C0409974	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000				
C0040583	C0007102	0.349966	0.313173	0.373431	0.090909	0.042957	0.375000	C0012674		C0012674	C0012674=C0040583->C0040580->C0035242->*C0012674*<-C0007102<-C0009375<-C0009404<-C0021841<-C0017185<-C0017178<-C0012242
C0037199	C0442041	0.000000	0.363957	0.000000	0.000000	0.000000	0.000000				
C0267809	C0376180	0.000000	0.357654	0.000000	0.000000	0.000000	0.000000				
C0018801	C0033975	0.404365	0.239976	0.059599	0.111111	0.030715	0.333333	C1256741		C1256741	C1256741=C0018801->C0018799->C0007222->C0012674->*C1256741*<-C0033975<-C0525046<-C0004936<-C1256749
C0034887	C0023055	0.000000	0.360040	0.000000	0.000000	0.000000	0.000000				
C0162595	C0702166	0.000000	0.360225	0.000000	0.000000	0.000000	0.000000				
C0233651	C1527356	0.000000	0.357654	0.000000	0.000000	0.000000	0.000000				
C0005587	C0232208	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000				
C0026269	C0030920	0.436295	0.318727	0.379678	0.125000	0.044064	0.461538	C0012674		C0012674	C0012674=C0026269->C0018824->C0018799->C0007222->*C0012674*<-C0030920<-C0017178<-C0012242
C0035222	C0007642	0.472493	0.311912	0.372020	0.142857	0.042709	0.500000	C0012674		C0012674	C0012674=C0035222->C0024115->C0035242->*C0012674*<-C0007642<-C0009782<-C0175166
C0037926	C0886052	0.000000	0.359240	0.000000	0.000000	0.000000	0.000000				
C0158280	C0023891	0.000000	0.357654	0.000000	0.000000	0.000000	0.000000				
C0241910	C0022876	0.436295	0.311098	0.371110	0.125000	0.042550	0.461538	C0012674		C0012674	C0012674=C0241910->C0004364->C0021053->*C0012674*<-C0022876<-C0022865<-C0032962<-C1720765
C0917996	C0034065	0.472493	0.440551	0.663276	0.142857	0.077010	0.625000	C0042373		C0042373	C0042373=C0917996->C0007766->C0002940->*C0042373*<-C0034065<-C0013922<-C0085307
C0149925	C0011860	0.404365	0.313173	0.373431	0.111111	0.042957	0.428571	C0012674		C0012674	C0012674=C0149925->C0007121->C0024121->C0035244->C0035242->*C0012674*<-C0011860<-C0011849<-C0014130
C0018926	C0043352	0.404365	0.311098	0.371110	0.111111	0.042550	0.428571	C0012674		C0012674	C0012674=C0018926->C0017181->C0017178->C0012242->*C0012674*<-C0043352<-C0036093<-C0026636<-C0038368
C0010043	C0011127	0.436295	0.310587	0.370539	0.125000	0.042451	0.461538	C0012674		C0012674	C0012674=C0010043->C0015403->C0015397->*C0012674*<-C0011127<-C0037299<-C0037274<-C0175166
C0013404	C0231528	0.000000	0.361007	0.000000	0.000000	0.000000	0.000000				
C0024117	C0018520	0.404365	0.312682	0.372881	0.111111	0.042860	0.428571	C0012674		C0012674	C0012674=C0024117->C0600260->C0024115->C0035242->*C0012674*<-C0018520<-C0037089<-C0037088<-C0039058
C0029408	C0392525	0.436295	0.318161	0.379039	0.125000	0.043950	0.461538	C0012674		C0012674	C0012674=C0029408->C0035435->C0026857->*C0012674*<-C0392525<-C0022658<-C0042075<-C1720894
C0262538	C0040479	0.000000	0.357654	0.000000	0.000000	0.000000	0.000000				
C0034069	C0003615	0.436295	0.314258	0.374648	0.125000	0.043171	0.461538	C0012674		C0012674	C0012674=C0034069->C0024115->C0035242->*C0012674*<-C0003615<-C0017160<-C0017178<-C0012242
C0007286	C0549493	0.000000	0.357654	0.000000	0.000000	0.000000	0.000000				
C0041834	C0029456	0.436295	0.339038	0.402916	0.125000	0.048363	0.461538	C0012674		C0012674	C0012674=C0041834->C0037274->C0175166->*C0012674*<-C0029456<-C0005944<-C0005940<-C0026857
