Concept 1	Concept 2	PAGERANK	lcs(s)	corpus lcs	intrinsic lcs	paths
D004077	D004110	0.003257				
D000525	D008140	0.088699				
D006505	D005355	0.004585				
D004417	D008775	0.000002				
D012216	D007319	0.000653				
D012216	D011239	0.000012				
D006261	D005996	0.000001				
D006469	D014859	0.000108				
D010024	C073008	0.000004				
D001259	D003248	0.012425				
D009181	D003048	0.004127				
D003000	D008790	0.018324				
D001064	D002437	0.000001				
D002443	D002440	0.138550				
D006261	D000082	0.000001				
C055162	D014859	0.002056				
D005759	D004403	0.392419				
D004827	D006529	0.009945				
D004417	C057823	0.000002				
D009853	D008687	0.006618				
D002945	D017294	0.003138				
D008775	D011239	0.134342				
D007511	C065179	0.000012				
D009181	D001759	0.673777				
D009325	D017294	0.000002				
D002792	C108606	0.002866				
D016190	D002945	0.192162				
D013587	D010406	0.000000				
D007547	D008790	0.006714				
D004318	D010406	0.012604				
D014511	D007052	0.000009				
D012135	D003490	0.070898				
D005355	D006432	0.000652				
D010195	D002386	0.002036				
D013923	D004417	0.001434				
D006505	D006529	0.064604				
D012001	D001044	0.008436				
D013921	D006356	0.003048				
D001064	D010538	0.209062				
D037061	D003078	0.000001				
D009638	D015742	0.000712				
D012216	D001168	0.202851				
D023341	D012913	0.025481				
D044343	D016572	0.000004				
D007970	D001761	0.000006				
D019851	D014859	0.000055				
D006429	D006261	0.004238				
D050197	D014098	0.001978				
D004417	D009270	0.000001				
D002006	D009270	0.000000				
D008580	D006941	0.036004				
D013789	C011819	0.000004				
D005996	D008790	0.004487				
D006967	D008580	0.001375				
D018496	C055122	0.000001				
D009041	D010024	0.001976				
D003248	D004110	0.000002				
D002177	D009181	0.324462				
D019821	D005395	0.003000				
D003128	D000860	0.001542				
D014657	D012640	0.003893				
D013575	D000525	0.000001				
D006069	C055122	0.000000				
D012552	D018512	0.032656				
C065179	D019821	0.003003				
D000860	D001259	0.002952				
D003128	D002386	0.004912				
D016642	D000639	0.005196				
D000857	D003248	0.004189				
D006261	D005483	0.040402				
D010634	D014635	0.005829				
D001761	D004221	0.003739				
D001361	D013217	0.124789				
D009181	D008775	0.000005				
D009202	D000787	0.027900				
D005355	D019821	0.000004				
D006815	D013217	0.000012				
D007037	D003128	0.002695				
D007251	D000547	0.000003				
D000082	D007052	0.048788				
D018496	D000860	0.476766				
D007511	D007547	0.000004				
D000858	D014103	0.000776				
D014376	D006469	0.016733				
D013587	D003704	0.001346				
D016190	D017294	0.002383				
D012798	D023341	0.004307				
D006469	D006396	0.054214				
D011507	D017706	0.000005				
D012798	D007980	0.000002				
D010167	D000418	0.000016				
D013587	D006069	0.139103				
D004827	D008140	0.000004				
D008199	D012135	0.000569				
D006356	D015738	0.000002				
D001249	D052878	0.000963				
D013923	D014859	0.000018				
D000493	D003078	0.025339				
D006432	D018771	0.000618				
D000547	D053139	0.016790				
D008581	D002443	0.000000				
D009220	C065179	0.000004				
D011014	D003490	0.003876				
D013923	D013575	0.001349				
D013064	D005996	0.000001				
D013921	D001168	0.005219				
D013575	D001262	0.000003				
D014202	D007980	0.000003				
D004827	D000857	0.014924				
D011595	D013974	0.000006				
D000858	D004614	0.000809				
D004890	D010672	0.000003				
D003681	D002177	0.001795				
D012135	D012001	0.000585				
D003348	D000241	0.000507				
D001168	D037061	0.054569				
D004890	D014202	0.002597				
D009765	D012913	0.005584				
D004417	D003490	0.116094				
D014511	D009325	0.016658				
D006453	D010146	0.001505				
D003128	D006943	0.046139				
D004417	C079890	0.000001				
D050171	D010959	0.000095				
D007970	D010406	0.000001				
D008581	D008580	0.003771				
D003248	D014700	0.000002				
D006042	D014657	0.002673				
D053158	D001505	0.000003				
D006980	D010024	0.005249				
D050171	D006949	0.464234				
C102790	D005473	0.004190				
D006469	D011479	0.000012				
D059373	D004433	0.360090				
D012135	D005665	0.000001				
D000740	D014859	0.000087				
D007980	D002230	0.227813				
D003048	D008775	0.000000				
D011141	D007662	0.004486				
D014098	D001259	0.003248				
D008353	D000082	0.007862				
D010031	D008580	0.016222				
D000740	C055162	0.000005				
D005395	D019821	0.003000				
D053158	D000431	0.000002				
D050171	D003248	0.005167				
D009181	D053448	0.000234				
D004403	C036604	0.000005				
D010930	D002110	0.000001				
D007251	D011014	0.110758				
C055162	D007328	0.000486				
D011565	D050197	0.001511				
D011433	D016712	0.001107				
D014098	C041226	0.000000				
D003882	D009135	0.070409				
D013217	D002945	0.000001				
D000858	D000568	0.001329				
D000380	D000740	0.005854				
D014103	D013035	0.004650				
D006432	D008463	0.000017				
D000858	D002230	0.000002				
D000420	C057823	0.838478				
D001168	D000686	0.001784				
D003490	D004837	0.000030				
D015738	D011899	0.169312				
D004827	D007511	0.010025				
D015047	D010930	0.007559				
D008580	D000212	0.000002				
D000022	D008088	0.003738				
D004417	D011595	0.001910				
D004660	D006261	0.001624				
D004827	C073008	0.000005				
