Concept 1	Concept 2	PAGERANK	lcs(s)	corpus lcs	intrinsic lcs	paths
C0003850	C0022116	0.132083				
C0018995	C0032617	0.172831				
C0025587	C0040460	0.216505				
C0011175	C0038187	0.266893				
C0009319	C0014544	0.151956				
C0011847	C0085602	0.000000				
C0162275	C0038187	0.036499				
C0054836	C0717550	0.085499				
C0301532	C0039840	0.017449				
C0020676	C1883552	0.102497				
C0039730	C0019045	0.175199				
C0026946	C0025289	0.162742				
C0030232	C0060277	0.074646				
C0332566	C0332573	0.114178				
C0018834	C0020740	0.050831				
C0995182	C0020264	0.000000				
C0009214	C0011816	0.043368				
C0001047	C0001443	0.041952				
C0086073	C0032950	0.017172				
C0007559	C0007561	0.102889				
C0030193	C0026549	0.063422				
C0027358	C0015846	0.052325				
C0001824	C0854467	0.092340				
C0013428	C0019079	0.210917				
C0042384	C0018991	0.180573				
C0917801	C0086140	0.067163				
C0009262	C0033209	0.191838				
C1623038	C0002871	0.000000				
C0038187	C0152149	0.262140				
C0008947	C0026196	0.024071				
C0019158	C0000970	0.029522				
C0019270	C0013456	0.143990				
C0003862	C0717550	0.024561				
C0018021	C0011644	0.127061				
C0004134	C0001962	0.060181				
C0043528	C0004576	0.010500				
C0043167	C0023343	0.142433				
C0035508	C0034642	0.257235				
C0002962	C0014563	0.021990				
C0004153	C0002962	0.120919				
C0019158	C0018926	0.135222				
C0027358	C0026549	0.056785				
C0232955	C0232962	0.336692				
C0011991	C0009262	0.118916				
C0027121	C0026848	0.219986				
C0006277	C0023992	0.131405				
C0013428	C0008809	0.039340				
C0282386	C0536495	0.058967				
C0011847	C0162275	0.000000				
C0011175	C0017160	0.186312				
C0034880	C0005740	0.155966				
C0008168	C0007561	0.064082				
C0007537	C0007557	0.053584				
C0014806	C0023660	0.025184				
C0007398	C0023380	0.216518				
C0020517	C0018834	0.179827				
C0085602	C0032617	0.203925				
C1623038	C0286651	0.000000				
C0038450	C0037384	0.219728				
C0004147	C0016860	0.053387				
C0242453	C0008809	0.039840				
C0085636	C0025287	0.190529				
C0011175	C0013369	0.209047				
C0014025	C0065374	0.125492				
C0206160	C0018926	0.024736				
C0041948	C0751229	0.000000				
C0026848	C0234369	0.239723				
C0041948	C0023870	0.111189				
C0162275	C0021641	0.026221				
C0553735	C0242453	0.235297				
C0005716	C0036572	0.168258				
C0006840	C0392071	0.197391				
C0019134	C0033603	0.071159				
C0878544	C0034642	0.180763				
C0026946	C0030193	0.150985				
C0033687	C0026196	0.056273				
C0002962	C0013404	0.136279				
C0004610	C0376288	0.241029				
C0242339	C0286651	0.018936				
C0041948	C0013911	0.253207				
C0029456	C0878544	0.171681				
C0235250	C0027497	0.210214				
C0242723	C0858529	0.000000				
C0442874	C0021641	0.070088				
C0018834	C0043066	0.474078				
C0036494	C0149651	0.173442				
C0060277	C0060277	1.000000				
C0008350	C0006277	0.148775				
C0007716	C0076275	0.057140				
C0006309	C0043528	0.013224				
C0001927	C0298130	0.016958				
C0004899	C0042313	0.000000				
C0020459	C0011847	0.000000				
C0018546	C0004899	0.000000				
C0004147	C0025859	0.069709				
C0038187	C0003123	0.155570				
C0002962	C0011991	0.119651				
C0005367	C0039286	0.019820				
C0016860	C0024730	0.034826				
C0041948	C0553735	0.234244				
C0021167	C0016860	0.077168				
C0070166	C0060657	0.007579				
C0040038	C0019134	0.070273				
C0015300	C0242453	0.178245				
C0041948	C0004057	0.047593				
C0006982	C0018242	0.051442				
C0020517	C0004899	0.000000				
C0019270	C0018021	0.128452				
C0011175	C0039070	0.203057				
C0553735	C0037384	0.215537				
C0206160	C0043031	0.020867				
C0231851	C0032617	0.204093				
C0003864	C0035435	0.157319				
C0036396	C0102118	0.018982				
C0011053	C0029877	0.114580				
C0021359	C0003128	0.231048				
C0006277	C0073992	0.041817				
C0026946	C0019655	0.186562				
C0006644	C0039771	0.036076				
C0175848	C0043066	0.219464				
C0076275	C0025598	0.043937				
C0086543	C0011847	0.000000				
C1257763	C0162429	0.211141				
C0009951	C0014544	0.122303				
C0010520	C0016410	0.066097				
C0021359	C0005747	0.179806				
C0442874	C0011847	0.000000				
C0014806	C0002144	0.047945				
C0018834	C0081876	0.022103				
C0030232	C1883552	0.153230				
C0231451	C0017245	0.113664				
C0020676	C0040165	0.087611				
C0239779	C0221169	0.286403				
C0086140	C0002658	0.033567				
C0013369	C0012833	0.190408				
C0015300	C0040165	0.083453				
C0021359	C0003128	0.231048				
C0012833	C0042571	0.313225				
C0242339	C0002962	0.188220				
C0017536	C0376286	0.000000				
C0018021	C0020676	0.177231				
C0030552	C0221166	0.195111				
C0036572	C0995182	0.000000				
C0074393	C0016365	0.111481				
C0031154	C0004134	0.190179				
C0246719	C0102118	0.130188				
C0003862	C0159075	0.033464				
C0149651	C0009806	0.144505				
C0070166	C0286651	0.080478				
C0018933	C0030232	0.204758				
C0014563	C0028351	0.047360				
C0009806	C0011991	0.159504				
C0023530	C0032285	0.145625				
C0002962	C0025859	0.046629				
C0086543	C0027358	0.082512				
C0004905	C0012373	0.016522				
C0085631	C0026549	0.074161				
C0003126	C0003564	0.222755				
C0013132	C0006982	0.053758				
C0039070	C1883552	0.131422				
C2004489	C0018834	0.226198				
C0032143	C0038418	0.089654				
C0717550	C0288171	0.195959				
C0702166	C0004134	0.197297				
C0007398	C0027358	0.144674				
C0003862	C0000970	0.029238				
C0005747	C0270327	0.234053				
C0085635	C0018681	0.224713				
C0025289	C0018681	0.175560				
C0017628	C0289313	0.104346				
C0004153	C0858529	0.000000				
C0003126	C0231617	0.255459				
C0235250	C0061851	0.025195				
C0013456	C1510450	0.000000				
C0235250	C0027498	0.259602				
C0398623	C0019079	0.181142				
C0018834	C0014724	0.230285				
C0028754	C0076275	0.029665				
C0017642	C0020740	0.048408				
C0004153	C0021400	0.146837				
C0231655	C0018520	0.214642				
C0019209	C0019214	0.341980				
C0751229	C0037384	0.000000				
C0392071	C0008809	0.044607				
C0016204	C0018520	0.189649				
C0451641	C0002726	0.169233				
C0001367	C0070122	0.034778				
C0016382	C0060277	0.072299				
C0152149	C0003564	0.235287				
C0018995	C0003864	0.155011				
C0149651	C0042878	0.091381				
C0152149	C0040460	0.225880				
C0232471	C0020175	0.000000				
C0036396	C0020740	0.048232				
C0006277	C0032285	0.165969				
C0006840	C0025815	0.031085				
C0012265	C0012373	0.031888				
C0002333	C0024002	0.099703				
C0013404	C0025815	0.034190				
C0020676	C0009421	0.179358				
C0011847	C0032950	0.000000				
C0040038	C0011603	0.150103				
C0030305	C0016204	0.164099				
C0014544	C0006949	0.063455				
C0149651	C0885057	0.009614				
C0035435	C0917801	0.194758				
C0035435	C0032950	0.044025				
C0011847	C0020456	0.000000				
C0877781	C0017887	0.020095				
C0040038	C0232197	0.181851				
C0019079	C0043031	0.107746				
C0029456	C0246719	0.023590				
C0002962	C0032143	0.039589				
C0012833	C0015672	0.230918				
C0004134	C0009806	0.197654				
C0026946	C0009187	0.167752				
C0036396	C0231236	0.246826				
C0009014	C0025859	0.037778				
C0065374	C0072973	0.148337				
C0003615	C0007546	0.132528				
C0007561	C0007557	0.073701				
C0877781	C0000970	0.010515				
C0070166	C0043031	0.044823				
C0017160	C0013369	0.169247				
C0014544	C0019209	0.166297				
C0020639	C0020175	0.279684				
C0013404	C0073992	0.044371				
C0028978	C0025598	0.073277				
C0032285	C0025289	0.169444				
C0025815	C0032950	0.029334				
C0022116	C0286651	0.013664				
C0025587	C0009014	0.100394				
C0231655	C0017887	0.071359				
C0026946	C0005716	0.166787				
C0027497	C0061851	0.016679				
C1883552	C0074554	0.021068				
C0079083	C0008838	0.191021				
C0442874	C0039128	0.144535				
C0039128	C0220892	0.000000				
C0022251	C0025859	0.030242				
C0013090	C0220892	0.000000				
C0041948	C0020740	0.050744				
C0034642	C0010520	0.206312				
C0231451	C0020175	0.283394				
C0152149	C0246719	0.027517				
C0030305	C0086543	0.116558				
C0030305	C0332566	0.114059				
C0043066	C0003129	0.000000				
C0040038	C0013404	0.157236				
C0019158	C0019209	0.188867				
C0034880	C0003564	0.221816				
C0040034	C0018834	0.189904				
C0003615	C0031154	0.180206				
C0151818	C0036572	0.221236				
C0012963	C0030049	0.029105				
C0025587	C0009262	0.153192				
C0015772	C0051696	0.110870				
C0741439	C1282609	0.124588				
C0028351	C0033487	0.048947				
C0085593	C0037384	0.235625				
C0276185	C0752270	0.045902				
C1257763	C0010592	0.080331				
C0023530	C0005740	0.128242				
C0040165	C0279175	0.189197				
C0004153	C0152447	0.157067				
C0232197	C0040165	0.103841				
C0553735	C0001367	0.041527				
C0001911	C0025023	0.190797				
C0398623	C0043031	0.127995				
C0004153	C0040460	0.169572				
C0009024	C0037763	0.201281				
C0553735	C0027697	0.151535				
C0013404	C0027358	0.122439				
C0242723	C0025815	0.000000				
C0006309	C0027358	0.112751				
C0013428	C0152447	0.232769				
C0039730	C0060277	0.067046				
C0041296	C0030232	0.166094				
C0017887	C0025859	0.024320				
C0020517	C0025287	0.153434				
C0242706	C0076275	0.039616				
C0009806	C0012373	0.039526				
C0006840	C0026946	0.156869				
C0074554	C0016157	0.069939				
C0009421	C0003129	0.000000				
C0002962	C0858529	0.000000				
C0011053	C0005747	0.104623				
C0042384	C0009951	0.084432				
C0039070	C0002333	0.098713				
C0018081	C0076275	0.024788				
C0242706	C0076275	0.039616				
C0036323	C0242723	0.000000				
C0286651	C0074554	0.168745				
C0037384	C0221232	0.181096				
C0003129	C0004134	0.000000				
C0009421	C0086543	0.121487				
C0085208	C0002600	0.042193				
C0003126	C0009806	0.186123				
C0018681	C0016382	0.174281				
C0741439	C0027497	0.063758				
C0005740	C0012772	0.108352				
C0376286	C0038187	0.000000				
C0026946	C0025815	0.031083				
C0162323	C0003862	0.113508				
C0878544	C0002962	0.140402				
C1623038	C0074554	0.000000				
C0020175	C0038187	0.297949				
C0020676	C0009421	0.179358				
C0242706	C0003129	0.000000				
C0022116	C0022251	0.049254				
C0003128	C0040485	0.216876				
C0041296	C0019079	0.150328				
C0232197	C0002962	0.157909				
C0020676	C0557875	0.194162				
C0039128	C0497327	0.141567				
C0013132	C0085593	0.238713				
C0003864	C0231236	0.199575				
C0011847	C0032617	0.000000				
C0019079	C0018926	0.136384				
C0030232	C0001924	0.027801				
C0039128	C0018081	0.145501				
C0086543	C0231655	0.141733				
C0014544	C0024002	0.102574				
C0276185	C0037384	0.218351				
C0001416	C0038450	0.000000				
C0018834	C0015620	0.108680				
C0553735	C0013428	0.233920				
C0149651	C0213771	0.032520				
C0004096	C0451641	0.141831				
C0040038	C0043031	0.104689				
C0232197	C0018520	0.206298				
C0178664	C0033687	0.177617				
C0028734	C0011847	0.000000				
C0036572	C0357929	0.073909				
C0231655	C0025587	0.251942				
C0002144	C0009262	0.110156				
C0018995	C0003862	0.177208				
C0002403	C0874161	0.044653				
C0025289	C0007561	0.126625				
C0032285	C0010520	0.169650				
C0040038	C0039070	0.153496				
C0009090	C0017887	0.077188				
C0040822	C0023570	0.091549				
C0014544	C0003126	0.167863				
C0024205	C0276185	0.223774				
C0085631	C0040165	0.100865				
C0003128	C0013911	0.298308				
C0041834	C0031507	0.108329				
C0011175	C0006840	0.190639				
C0034642	C0034880	0.206034				
C0010137	C0001443	0.031845				
C0018681	C0000970	0.029837				
C0003864	C0025587	0.166637				
C0041834	C0040822	0.190732				
C0028754	C0037384	0.184230				
C0013404	C0010520	0.192149				
C0020517	C0040485	0.157548				
C0041948	C0027497	0.166895				
C0242453	C0392071	0.281223				
C0344370	C2004489	0.265166				
C0017160	C0036572	0.156991				
C0009421	C0020456	0.183601				
C1883552	C0013911	0.140215				
C0232471	C0020175	0.000000				
C0002871	C0060277	0.065134				
C0002962	C0018834	0.151996				
C0013404	C0213771	0.040443				
C0242339	C0032143	0.064201				
C0020459	C0037384	0.188906				
C0023530	C0220892	0.000000				
C0025289	C0025287	0.189897				
C1883552	C0017687	0.058253				
C0009806	C0042523	0.064437				
C0232197	C0004147	0.096689				
C0242339	C0020473	0.236400				
C0043144	C0038450	0.209200				
C0043066	C2004489	0.230449				
C0030232	C0948786	0.000000				
C0019079	C0033603	0.120869				
C0034642	C0016860	0.074162				
C0002871	C0043031	0.104013				
C0016579	C0030554	0.276772				
C0246719	C0021641	0.014341				
C0023570	C0006982	0.346849				
C0011603	C0995182	0.000000				
C0009187	C0025815	0.035557				
C0005747	C0152149	0.221440				
C0557875	C0751229	0.000000				
C0032617	C0162275	0.102082				
C0040460	C0004134	0.211141				
C0024730	C0000970	0.015027				
C0029877	C0025287	0.181911				
C0009024	C0085208	0.048048				
C0004134	C0022614	0.134242				
C0220892	C0020740	0.000000				
C0016157	C0074554	0.069939				
C0028734	C0001962	0.060903				
C0026946	C0242453	0.173701				
C0497327	C0995182	0.000000				
C0013369	C0116569	0.105636				
C0032064	C0006644	0.064034				
C0034494	C0947651	0.000000				
C0301532	C0001975	0.008477				
C0021400	C0032285	0.160066				
C0034494	C0234990	0.000000				
C0017536	C0233576	0.246503				
C0033860	C0004153	0.146735				
C0033497	C0085259	0.035157				
C0040460	C0076107	0.046972				
C0011633	C0026848	0.186763				
C0038187	C0008838	0.165805				
C0003128	C0002453	0.262872				
C0276185	C0043066	0.241016				
C0001824	C0002871	0.154906				
C0040485	C0037763	0.174262				
C0557875	C0042523	0.070644				
C0357929	C0005740	0.060209				
C0018995	C0025023	0.111678				
C0003128	C0006982	0.055122				
C0231451	C0004899	0.000000				
C0001927	C0073992	0.067622				
C0003864	C0002726	0.152291				
C0010520	C0014563	0.028736				
C0015620	C0034665	0.084652				
C0042523	C0752270	0.023900				
C0014544	C0022116	0.157835				
C0007297	C0027497	0.206183				
C0043528	C0032064	0.008764				
C0025287	C0001367	0.032013				
C0000786	C0023860	0.123297				
C0014544	C0246719	0.020992				
