Concept 1	Concept 2	LCH	INTRINSIC_LCH	INTRINSIC_LIN	PATH	INTRINSIC_PATH	WUPALMER	lcs(s)	corpus lcs	intrinsic lcs	paths
C0018524	C0033975	0.396269	0.302099	0.212412	0.076923	0.041435	0.333333	C2720507|C0037088		C0037088	C0037088=C0018524->C0558072->C1291718->C0563205->C0278060->C1272788->C1291705->C0574125->C0427350->*C0037088*<-C0033975<-C0004936<-C0012634|C2720507=C0018524->C0558072->C1291718->C0563205->C0278060->C1285640->C1274016->C1285578->*C2720507*<-C0033975<-C0004936<-C0012634<-C0037088
C0038362	C0149745	0.621175	0.458808	0.676175	0.200000	0.084689	0.833333	C0026636|C1290856		C0026636	C0026636=C0038362->C1290071->C0266998->*C0026636*<-C0149745|C1290856=C0038362->C1285337->*C1290856*<-C0149745<-C0026636
C0034065	C0032285	0.578260	0.452938	0.637434	0.166667	0.082452	0.736842	C1290837|C0575479|C0425442|C0035204		C0035204	C0575479=C0034065->C0428843->*C0575479*<-C0032285<-C0024115<-C0039978|C0425442=C0034065->C0428843->*C0425442*<-C0032285<-C1290890<-C0577910|C1290837=C0034065->C0729946->*C1290837*<-C0032285<-C0024115<-C0039978|C0035204=C0034065->C0178272->*C0035204*<-C0032285<-C0024115<-C1290325
C0003873	C0003904	0.415109	0.249982	0.063477	0.083333	0.032668	0.266667	C2720507		C2720507	C2720507=C0003873->C0003864->C1285331->C1285332->C1290884->C0012634->C0037088->*C2720507*<-C0003904<-C0282493<-C1285536<-C0184661
C1533685	C1253936	0.435590	0.286662	0.074606	0.090909	0.038618	0.285714	C2720507		C2720507	C2720507=C1533685->C1293116->C1292784->C0184661->*C2720507*<-C1253936<-C0022408<-C0026857<-C0426779<-C1290906<-C0037088
C0042164	C0019740	0.378825	0.241396	0.061114	0.071429	0.031413	0.235294	C2720507		C2720507	C2720507=C0042164->C1285331->C1285332->C1290884->C0012634->C0037088->*C2720507*<-C0019740<-C0019737<-C0019721<-C0003320<-C0021054<-C2979985<-C0013227
C0042384	C0040053	0.673698	0.468961	0.637953	0.250000	0.088704	0.823529	C0007222		C0007222	C0007222=C0042384->C1290889->*C0007222*<-C0040053
C0243026	C0020649	0.510546	0.324899	0.336816	0.125000	0.045977	0.588235	C1290853		C1290853	C1290853=C0243026->C2316160->C0578491->*C1290853*<-C0020649<-C0852949<-C0042373<-C0263978
C0042109	C0277942	0.578260	0.369759	0.496382	0.166667	0.056417	0.705882	C0455205|C0037088		C0455205	C0037088=C0042109->C0013604->*C0037088*<-C0277942<-C0424722<-C1290906|C0455205=C0042109->C0521464->C0037284->C0037274->*C0455205*<-C0277942
C0017196	C0162429	0.458023	0.253501	0.064472	0.100000	0.033196	0.307692	C2720507		C2720507	C2720507=C0017196->C1293482->C1285451->C1285152->C0184661->*C2720507*<-C0162429<-C0028709<-C0012634<-C0037088
C0013604	C0017654	0.510546	0.367090	0.444605	0.125000	0.055734	0.533333	C1274016		C1274016	C1274016=C0013604->*C1274016*<-C0017654<-C1321073<-C1285913<-C1285911<-C1285910<-C1285909
C0009378	C0032584	0.435590	0.250692	0.063677	0.090909	0.032774	0.285714	C2720507		C2720507	C2720507=C0009378->C0192890->C0192653->C0031150->C0014245->C1285536->C0184661->*C2720507*<-C0032584<-C0012634<-C0037088
C0010137	C1563292	0.415109	0.226550	0.057227	0.083333	0.029356	0.266667	C2720507		C2720507	C2720507=C0010137->C0017710->C0001617->C0360511->C0013227->*C2720507*<-C1563292<-C0455442<-C0559550<-C2739809<-C1531482<-C0420206
C0003507	C0006660	0.000000	0.366472	0.000000	0.000000	0.000000	0.000000				
C0024530	C0002438	0.673698	0.557573	0.798674	0.250000	0.132891	0.823529	C0033740		C0033740	C0033740=C0024530->C0009187->*C0033740*<-C0002438
C0442874	C0522224	0.458023	0.339271	0.243634	0.100000	0.049092	0.400000	C0037088		C0037088	C0037088=C0442874->C0027765->C1285159->C1290853->C0012634->*C0037088*<-C0522224<-C0234131<-C0575102<-C0427350
C0036572	C0018681	0.578260	0.331290	0.300624	0.166667	0.047337	0.615385	C1290906		C1290906	C1290906=C0036572->C0730595->*C1290906*<-C0018681<-C0578055<-C0458087
C0333997	C0043352	0.482823	0.310676	0.336412	0.111111	0.043089	0.600000	C1285159		C1285159	C1285159=C0333997->C0024228->*C1285159*<-C0043352<-C0012765<-C0036093<-C0560921<-C0266806<-C0012242
C0036202	C0042866	0.482823	0.255252	0.064971	0.111111	0.033462	0.333333	C2720507		C2720507	C2720507=C0036202->C0559758->C0012634->C0037088->*C2720507*<-C0042866<-C0259753<-C0042890<-C0013227
C0023223	C0042345	0.621175	0.361606	0.453290	0.200000	0.054358	0.750000	C0333010		C0333010	C0333010=C0023223->C0041582->*C0333010*<-C0042345<-C0012359
C0080331	C0432601	0.458023	0.315905	0.385043	0.100000	0.044129	0.470588	C1274016|C1285578		C1274016	C1285578=C0080331->C1637385->C0026606->C0441655->C1522240->*C1285578*<-C0432601<-C0432600<-C0449381<-C1274016|C1274016=C0080331->C1637385->C0578133->C0001288->C1286350->C1286332->*C1274016*<-C0432601<-C0432600<-C0449381
C0030326	C0023798	0.541977	0.387843	0.522874	0.142857	0.061269	0.700000	C0410013		C0410013	C0410013=C0030326->*C0410013*<-C0023798<-C0431102<-C0878523<-C0334450<-C0037579
C0003811	C0026264	0.000000	0.363219	0.000000	0.000000	0.000000	0.000000				
C0019054	C1561562	0.000000	0.364002	0.000000	0.000000	0.000000	0.000000				
C0013378	C0011167	0.482823	0.366592	0.514788	0.111111	0.055608	0.500000	C0542341		C0542341	C0542341=C0013378->C0039336->C0730359->C0036658->C0027767->*C0542341*<-C0011167<-C1268925<-C0012238
C0013394	C0029965	0.415109	0.225835	0.057046	0.083333	0.029260	0.266667	C2720507		C2720507	C2720507=C0013394->C1291724->C0036864->C0574125->C0427350->C0037088->*C2720507*<-C0029965<-C0278049<-C0232896<-C0542341<-C1285578
C0030842	C0020517	0.482823	0.296498	0.077896	0.111111	0.040390	0.333333	C2720507		C2720507	C2720507=C0030842->C0026458->C0279516->C0003204->C0013227->*C2720507*<-C0020517<-C0441712<-C1285164
C0023418	C0038250	0.415109	0.303655	0.267006	0.083333	0.041730	0.352941	C1268086		C1268086	C1268086=C0023418->C0376545->C1290833->C0577559->C0332447->C1260954->*C1268086*<-C0038250<-C1269647<-C0007634<-C0700276<-C2711400
C0376358	C0001109	0.362586	0.228646	0.057761	0.066667	0.029638	0.222222	C2720507		C2720507	C2720507=C0376358->C0033578->C0033575->C1302710->C1290853->C0012634->C0037088->*C2720507*<-C0001109<-C0031678<-C0020289<-C0014442<-C0033684<-C2979985<-C0013227
C0224498	C0029408	0.396269	0.248649	0.063105	0.076923	0.032470	0.250000	C2720507		C2720507	C2720507=C0224498->C0007301->C0009780->C0040300->C0700276->C2711400->C1268086->*C2720507*<-C0029408<-C1285232<-C1285162<-C0012634<-C0037088
C0037473	C0024485	0.458023	0.271282	0.069728	0.100000	0.036001	0.307692	C2720507		C2720507	C2720507=C0037473->C0304459->C0304471->C0013227->*C2720507*<-C0024485<-C1275506<-C1261322<-C1292784<-C0184661
C0033706	C0039142	0.415109	0.241534	0.061151	0.083333	0.031433	0.266667	C2720507		C2720507	C2720507=C0033706->C0443790->C2733550->C1629497->C0018938->C0013227->*C2720507*<-C0039142<-C0025080<-C0441065<-C0699733<-C0347997
C0026764	C0011581	0.458023	0.304059	0.268040	0.100000	0.041807	0.470588	C0012634		C0012634	C0012634=C0026764->C1302424->C1306459->C1288351->C0027651->C1302761->*C0012634*<-C0011581<-C0525045<-C0004936
C0011849	C0035450	0.541977	0.313873	0.339823	0.142857	0.043721	0.666667	C1285159		C1285159	C1285159=C0011849->C0271633->C0014130->*C1285159*<-C0035450<-C0406388<-C1285333
C0220982	C0409974	0.435590	0.290179	0.255293	0.090909	0.039242	0.444444	C0012634		C0012634	C0012634=C0220982->C0268038->C0268036->C0220981->C0001122->C0268029->C0025517->*C0012634*<-C0409974<-C0004364<-C1532237
C0040583	C0007102	0.458023	0.278299	0.250364	0.100000	0.037172	0.470588	C1290906		C1290906	C1290906=C0040583->C1960171->C0577910->C0425442->*C1290906*<-C0007102<-C0009375<-C1960177<-C0577566<-C0426573
C0037199	C0442041	0.415109	0.232411	0.058732	0.083333	0.030151	0.266667	C2720507		C2720507	C2720507=C0037199->C1285337->C1285332->C1290884->C0012634->C0037088->*C2720507*<-C0442041<-C0442005<-C0441986<-C0587374<-C1285164
C0267809	C0376180	0.378825	0.227910	0.057573	0.071429	0.029539	0.235294	C2720507		C2720507	C2720507=C0267809->C0023890->C0239946->C0023895->C1302710->C1290853->C0012634->C0037088->*C2720507*<-C0376180<-C0304874<-C0019928<-C0360511<-C0013227
C0018801	C0033975	0.482823	0.317147	0.280457	0.111111	0.044379	0.500000	C0012634		C0012634	C0012634=C0018801->C1290383->C0018799->C0025061->C1285159->C1290853->*C0012634*<-C0033975<-C0004936
C0034887	C0023055	0.510546	0.387796	0.539731	0.125000	0.061256	0.666667	C0577573		C0577573	C0577573=C0034887->C0347944->C0587047->*C0577573*<-C0023055<-C0027533<-C0149736<-C0476250
C0162595	C0702166	0.362586	0.244726	0.062020	0.066667	0.031894	0.222222	C2720507		C2720507	C2720507=C0162595->C0004358->C1291906->C0003241->C0021054->C2979985->C0439861->*C2720507*<-C0702166<-C0036502<-C0037272<-C1290011<-C1291044<-C1290906<-C0037088
C0233651	C1527356	0.510546	0.255159	0.177574	0.125000	0.033448	0.461538	C0037088		C0037088	C0037088=C0233651->C0566628->C0574125->C0427350->*C0037088*<-C1527356<-C0041582<-C0012634
C0005587	C0232208	0.435590	0.287804	0.253156	0.090909	0.038819	0.444444	C0012634		C0012634	C0012634=C0005587->C0005586->C0525045->C0004936->*C0012634*<-C0232208<-C0878544<-C0018799<-C0025061<-C1285159<-C1290853
C0026269	C0030920	0.435590	0.304958	0.330357	0.090909	0.041979	0.545455	C1285159		C1285159	C1285159=C0026269->C0264878->C1290384->C0018799->C0025061->*C1285159*<-C0030920<-C1290613<-C0017178<-C2700612<-C0012242
C0035222	C0007642	0.578260	0.293783	0.258561	0.166667	0.039893	0.615385	C0012634		C0012634	C0012634=C0035222->C1272854->C0175677->*C0012634*<-C0007642<-C1290884
C0037926	C0886052	0.435590	0.234833	0.059365	0.090909	0.030486	0.285714	C2720507		C2720507	C2720507=C0037926->C0037928->C0007682->C0422878->C1290906->C0037088->*C2720507*<-C0886052<-C0558012<-C0418956<-C0184661
C0158280	C0023891	0.510546	0.289794	0.300534	0.125000	0.039173	0.588235	C0012634|C1290853		C1290853	C0012634=C0158280->C0558385->C1290853->*C0012634*<-C0023891<-C1442981<-C1960180<-C0277579|C1290853=C0158280->C0558385->*C1290853*<-C0023891<-C1442981<-C1960180<-C0023895<-C1302710
C0241910	C0022876	0.396269	0.258809	0.180104	0.076923	0.034010	0.333333	C0037088		C0037088	C0037088=C0241910->C0019158->C1285331->C1285332->C1290884->C0012634->*C0037088*<-C0022876<-C0566640<-C0559563<-C0559565<-C0425961<-C0427350
C0917996	C0034065	0.000000	0.373713	0.000000	0.000000	0.000000	0.000000				
C0149925	C0011860	0.482823	0.327176	0.406472	0.111111	0.046457	0.600000	C1302710|C1285159		C1302710	C1285159=C0149925->C3163822->C0242379->C1998032->*C1285159*<-C0011860<-C0011849<-C0271633<-C0014130|C1302710=C0149925->C3163822->C0242379->C1998032->*C1302710*<-C0011860<-C0011849<-C0271633<-C0030286
C0018926	C0043352	0.482823	0.389617	0.564593	0.111111	0.061766	0.692308	C0266804		C0266804	C0266804=C0018926->C0041909->C1290613->*C0266804*<-C0043352<-C0012765<-C0036093<-C0560921<-C0026636
C0010043	C0011127	0.673698	0.518851	0.762763	0.250000	0.111373	0.823529	C0041582		C0041582	C0041582=C0010043->*C0041582*<-C0011127<-C0333297
C0013404	C0231528	0.541977	0.306590	0.276422	0.142857	0.042293	0.571429	C1290906		C1290906	C1290906=C0013404->C1287669->C0577969->C0425442->*C1290906*<-C0231528<-C0424722
C0024117	C0018520	0.482823	0.287935	0.259037	0.111111	0.038843	0.500000	C1290906		C1290906	C1290906=C0024117->C0425442->*C1290906*<-C0018520<-C1287763<-C0455788<-C1827135<-C0426480<-C0426573
C0029408	C0392525	0.000000	0.392302	0.000000	0.000000	0.000000	0.000000				
C0262538	C0040479	0.415109	0.316970	0.328409	0.083333	0.044343	0.476190	C1290853		C1290853	C1290853=C0262538->C0263976->C0009782->*C1290853*<-C0040479<-C0344432<-C0042514<-C0085612<-C0264886<-C0018799<-C0025061<-C1285159
C0034069	C0003615	0.510546	0.341744	0.423418	0.125000	0.049649	0.631579	C1302710|C1290853		C1302710	C1302710=C0034069->C0024115->*C1302710*<-C0003615<-C0578878<-C0341321<-C0021831<-C0266805|C1290853=C0034069->C0024115->C1302710->*C1290853*<-C0003615<-C0578878<-C1285331<-C1285332
C0007286	C0549493	0.000000	0.360921	0.000000	0.000000	0.000000	0.000000				
C0041834	C0029456	0.510546	0.305652	0.275529	0.125000	0.042112	0.533333	C1290906|C0037088		C1290906	C0037088=C0041834->*C0037088*<-C0029456<-C0005940<-C0427191<-C0426779<-C1290906|C1290906=C0041834->C0455205->C1291044->*C1290906*<-C0029456<-C0005940<-C0427191<-C0426779
