Concept 1	Concept 2	PAGERANK	lcs(s)	corpus lcs	intrinsic lcs	paths
C0684275	C0040038	0.004027				
C0003864	C0003862	0.010056				
C0152447	C0040822	0.001929				
C0003128	C0079083	0.000004				
C0001924	C0019134	0.002168				
C0032617	C0021641	0.000184				
C0037384	C0038450	0.045999				
C0033860	C0054836	0.000002				
C0019112	C0021359	0.000719				
C0014544	C0031412	0.000004				
C0014544	C0001975	0.001713				
C0033860	C0037763	0.000824				
C0037384	C0023992	0.000010				
C0003850	C0008402	0.000002				
C0854467	C0037384	0.000373				
C0032285	C0036690	0.004815				
C0019270	C0497327	0.000764				
C0018926	C0027498	0.063501				
C0003862	C0030193	0.060581				
C0040165	C0023660	0.002398				
C0032285	C0013404	0.010299				
C0741439	C0025287	0.002071				
C0017601	C0232197	0.001797				
C0036494	C0007297	0.399908				
C0003862	C0149651	0.021577				
C0684275	C0017642	0.000018				
C0013428	C0070166	0.000004				
C0231236	C0042755	0.000822				
C0002940	C0947651	0.000001				
C0009262	C0032950	0.001021				
C0019270	C0006982	0.000001				
C1257763	C0036572	0.001820				
C0086543	C0030305	0.000751				
C0001962	C0001975	0.028616				
C0020550	C0036572	0.002644				
C0116569	C0002598	0.006373				
C0021359	C0079083	0.000007				
C0003862	C0027796	0.004559				
C0003129	C0033487	0.000005				
C0012833	C0004147	0.000061				
C0030305	C0021641	0.000072				
C0017160	C0021641	0.000013				
C0023530	C0007537	0.000019				
C0019655	C0032950	0.000000				
C0442874	C0009806	0.002931				
C0149651	C0013404	0.000530				
C0018991	C0070166	0.000001				
C0026946	C0286651	0.000001				
C0035435	C0009262	0.000001				
C0013404	C0220892	0.000012				
C1623038	C0018926	0.002851				
C0877781	C0018681	0.481499				
C0023992	C0005632	0.000988				
C0920289	C0015672	0.010172				
C0878544	C0039070	0.004465				
C0003129	C0036572	0.004034				
C0036494	C0001962	0.000038				
C0242339	C0060277	0.000029				
C0039730	C0040822	0.000217				
C0009951	C0085208	0.000010				
C0002962	C0028351	0.000034				
C0027121	C0025815	0.000001				
C0003128	C0152149	0.052212				
C0013456	C0002645	0.000001				
C0022116	C0995182	0.000001				
C0006277	C0298130	0.000002				
C0286651	C0024027	0.020761				
C0032285	C1883552	0.000607				
C0037763	C0016860	0.000001				
C0040485	C0014806	0.000001				
C0011603	C0020517	0.008939				
C0947651	C0022614	0.000524				
C0003850	C0022116	0.015089				
C0018995	C0032617	0.006090				
C0025587	C0040460	0.036733				
C0011175	C0038187	0.008294				
C0009319	C0014544	0.000524				
C0011847	C0085602	0.008547				
C0162275	C0038187	0.014255				
C0036572	C0042291	0.000041				
C0018081	C0070166	0.000001				
C0301532	C0039840	0.008714				
C0020676	C1883552	0.001303				
C0039730	C0019045	0.135853				
C0206160	C0004057	0.000072				
C0026946	C0079083	0.000002				
C0026946	C0025289	0.006955				
C0030232	C0060277	0.000007				
C0332566	C0332573	0.018907				
C0018834	C0020740	0.000002				
C0995182	C0020264	0.000712				
C0009214	C0011816	0.124873				
C0001047	C0001443	0.000757				
C0086073	C0032950	0.000738				
C0037763	C0151818	0.032819				
C0011991	C0007537	0.000004				
C0007559	C0007561	0.031946				
C0030193	C0026549	0.000003				
C0027358	C0015846	0.007687				
C0042384	C0018991	0.003667				
C0009262	C0033209	0.034576				
C0126174	C0216784	0.042205				
C1623038	C0002871	0.001054				
C0055003	C0004899	0.000026				
C0037354	C0042214	0.065723				
C0038187	C0152149	0.000494				
C0031763	C0011603	0.048452				
C0011777	C0246719	0.000597				
C0019158	C0000970	0.000001				
C0022116	C0013132	0.004312				
C0019270	C0013456	0.001625				
C0018021	C0011644	0.002092				
C0004134	C0001962	0.000050				
C0043528	C0004576	0.131213				
C0035508	C0034642	0.137340				
C0557875	C0004147	0.000007				
C0004153	C0002962	0.023536				
C0019158	C0018926	0.006756				
C0027358	C0026549	0.042116				
C0011991	C0009262	0.000001				
C0027121	C0026848	0.057240				
C0006277	C0023992	0.000002				
C0013428	C0008809	0.000003				
C0282386	C0536495	0.050639				
C0034880	C0005740	0.000001				
C0008168	C0007561	0.007456				
C0007537	C0007557	0.038958				
C0014806	C0023660	0.001033				
C0020676	C0021359	0.006893				
C0081876	C0006681	0.001629				
C0007398	C0023380	0.040740				
C0036323	C0114873	0.000000				
C0085602	C0032617	0.036777				
C1623038	C0286651	0.000002				
C0038450	C0037384	0.045999				
C0004147	C0016860	0.005962				
C0242453	C0008809	0.000001				
C0011175	C0013369	0.002007				
C0014025	C0065374	0.033013				
C0235250	C0079083	0.000003				
C0206160	C0018926	0.002258				
C0041948	C0751229	0.000000				
C0026848	C0234369	0.014513				
C0021359	C0232197	0.001510				
C0162275	C0021641	0.000064				
C0005716	C0036572	0.000221				
C0006840	C0392071	0.000543				
C0019134	C0033603	0.026193				
C0878544	C0034642	0.001112				
C0026946	C0030193	0.000864				
C0033687	C0026196	0.000002				
C0002962	C0013404	0.002923				
C0004610	C0376288	0.000280				
C0242339	C0286651	0.000007				
C0041948	C0013911	0.027468				
C0029456	C0878544	0.001123				
C0235250	C0027497	0.048325				
C0242723	C0858529	0.000000				
C0442874	C0021641	0.000015				
C0036494	C0149651	0.000774				
C0060277	C0060277	1.000000				
C0858529	C0023992	0.000000				
C0035435	C0000970	0.000001				
C0006309	C0043528	0.131645				
C0004147	C0025859	0.025584				
C0013911	C0006625	0.233199				
C0003564	C0152149	0.000914				
C0038187	C0003123	0.027694				
C0005747	C0043031	0.000024				
C0002680	C0002645	0.058169				
C0002962	C0011991	0.000803				
C0016860	C0024730	0.003120				
C0041948	C0553735	0.001055				
C0021167	C0016860	0.000002				
C0040038	C0019134	0.000125				
C0015300	C0242453	0.000468				
C0041948	C0004057	0.000008				
C0006982	C0018242	0.000812				
C0020517	C0004899	0.000050				
C0019270	C0018021	0.001000				
C0011175	C0039070	0.006955				
C0231851	C0032617	0.000531				
C0003864	C0035435	0.033137				
C0021359	C0003128	0.207555				
C0006277	C0073992	0.000001				
C0026946	C0019655	0.095536				
C0086543	C0011847	0.002861				
C1257763	C0162429	0.026761				
C0009951	C0014544	0.113962				
C0010520	C0016410	0.000018				
C0021359	C0005747	0.000678				
C0442874	C0011847	0.002682				
C0014806	C0002144	0.000728				
C0018834	C0081876	0.000003				
C0030232	C1883552	0.000943				
C0231451	C0017245	0.000000				
C1883552	C0030552	0.030090				
C0020676	C0040165	0.000303				
C0239779	C0221169	0.068258				
C0015300	C0040165	0.000024				
C0021359	C0003128	0.207555				
C0012833	C0042571	0.197359				
C0242339	C0002962	0.000703				
C0017536	C0376286	0.000207				
C0036572	C0995182	0.000006				
C0074393	C0016365	0.033802				
C0031154	C0004134	0.000678				
C0246719	C0102118	0.049430				
C0003862	C0159075	0.000277				
C0149651	C0009806	0.000706				
C0070166	C0286651	0.003374				
C0014563	C0028351	0.079663				
C0009806	C0011991	0.050945				
C0003864	C1623038	0.000837				
C0025289	C0041296	0.005783				
C0012833	C0001962	0.000044				
C0086543	C0027358	0.000001				
C0085631	C0026549	0.000005				
C0003126	C0003564	0.007441				
C0013132	C0006982	0.000006				
C1623038	C0025677	0.000002				
C0017601	C0018681	0.001068				
C0039070	C1883552	0.008596				
C2004489	C0018834	0.013710				
C0032143	C0038418	0.042745				
C0052796	C0008809	0.007332				
C0007398	C0027358	0.000002				
C0003862	C0000970	0.000001				
C0005747	C0270327	0.003367				
C0085635	C0018681	0.001644				
C0025289	C0018681	0.008422				
C0017628	C0289313	0.034145				
C0004153	C0858529	0.000000				
C0003126	C0231617	0.006421				
C0235250	C0061851	0.000012				
C0002962	C0231618	0.001010				
C0398623	C0019079	0.000993				
C0028754	C0076275	0.000021				
C0017642	C0020740	0.001743				
C0004153	C0021400	0.000437				
C0231655	C0018520	0.001525				
C0019209	C0019214	0.181637				
C0003126	C0012265	0.000001				
C0025289	C0042313	0.000006				
C0751229	C0037384	0.000000				
C0392071	C0008809	0.000001				
C0016204	C0018520	0.011822				
C0016382	C0060277	0.000007				
C0152149	C0003564	0.000914				
C0018995	C0003864	0.000915				
C0149651	C0042878	0.000006				
C0152149	C0040460	0.009201				
C0232471	C0020175	0.000000				
C0036396	C0020740	0.000001				
C0006277	C0032285	0.052730				
C0006840	C0025815	0.000001				
C0037384	C0001962	0.000089				
C0232197	C0357929	0.000004				
C0012265	C0012373	0.007542				
C0002333	C0024002	0.043719				
C0019158	C1623038	0.017297				
C0013404	C0025815	0.000001				
C0149651	C0885057	0.000002				
C0035435	C0917801	0.000935				
C0035435	C0032950	0.000001				
C0011847	C0020456	0.024910				
C0232197	C0043031	0.000071				
C0877781	C0017887	0.000000				
C0040038	C0232197	0.002546				
C0019079	C0043031	0.000013				
C0029456	C0246719	0.000002				
C0004134	C0009806	0.004880				
C0026946	C0009187	0.010523				
C0036396	C0231236	0.001035				
C0009014	C0025859	0.004832				
C0003615	C0007546	0.000002				
C0007561	C0007557	0.030424				
C0877781	C0000970	0.000001				
C0070166	C0043031	0.001641				
C0017160	C0013369	0.091795				
C0014544	C0019209	0.002718				
C0020639	C0020175	0.001240				
C0013404	C0073992	0.000002				
C0028978	C0025598	0.004254				
C0008838	C0061851	0.000691				
C0025815	C0032950	0.036135				
C0022116	C0286651	0.000002				
C0231655	C0017887	0.000000				
C0026946	C0005716	0.132872				
C0027497	C0061851	0.000005				
C0008402	C1142985	0.033885				
C1883552	C0074554	0.000002				
C0152447	C0003564	0.001124				
C0079083	C0008838	0.130746				
C0442874	C0039128	0.001865				
C0039128	C0220892	0.000012				
C0022251	C0025859	0.000845				
C0027697	C0553735	0.005873				
C0013090	C0220892	0.003964				
C0041948	C0020740	0.000002				
C0034642	C0010520	0.007048				
C0231451	C0020175	0.000303				
C0152149	C0246719	0.000001				
C1623038	C0018995	0.001955				
C0030305	C0086543	0.000751				
C0030305	C0332566	0.000221				
C0040038	C0013404	0.001162				
C0019158	C0019209	0.019756				
C0034880	C0003564	0.001851				
C0040034	C0018834	0.000725				
C0003615	C0031154	0.034021				
C0025587	C0009262	0.000000				
C0741439	C1282609	0.089056				
C0028351	C0033487	0.000674				
C0035435	C0162323	0.014064				
C0085593	C0037384	0.003716				
C0276185	C0752270	0.000004				
C1257763	C0010592	0.000004				
C0023530	C0005740	0.000003				
C0040165	C0279175	0.098344				
C0004153	C0152447	0.000503				
C0232197	C0040165	0.000012				
C0398623	C0043031	0.000045				
C0018991	C0018681	0.013742				
C0004153	C0040460	0.000636				
C0009024	C0037763	0.026170				
C0553735	C0027697	0.005873				
C0013404	C0027358	0.000002				
C0006309	C0027358	0.000001				
C0025287	C0020453	0.017750				
C0039730	C0060277	0.000018				
C0017887	C0025859	0.000715				
C0020517	C0025287	0.000871				
C0242706	C0076275	0.000011				
C0001882	C0029456	0.000752				
C0009806	C0012373	0.000058				
C0006840	C0026946	0.069009				
C0074554	C0016157	0.007260				
C0009421	C0003129	0.010368				
C0002962	C0858529	0.000000				
C0042384	C0009951	0.001883				
C0039070	C0002333	0.000007				
C0018081	C0076275	0.000002				
C0242706	C0076275	0.000011				
C0036323	C0242723	0.012516				
C0286651	C0074554	0.028303				
C0037384	C0221232	0.000785				
C0003129	C0004134	0.008172				
C0009421	C0086543	0.002174				
C0085208	C0002600	0.009572				
C0003126	C0009806	0.002195				
C0018681	C0016382	0.002944				
C0741439	C0027497	0.001565				
C0031412	C0042291	0.007377				
C0005740	C0012772	0.001312				
C0376286	C0038187	0.038855				
C0026946	C0025815	0.000001				
C0162323	C0003862	0.009312				
C0878544	C0002962	0.024839				
C1623038	C0074554	0.000002				
C0020175	C0038187	0.015961				
C0020676	C0009421	0.015085				
C0021400	C0002403	0.000012				
C0000970	C0020740	0.031591				
C0242706	C0003129	0.025038				
C0022116	C0022251	0.000001				
C0003128	C0040485	0.000633				
C0041296	C0019079	0.002350				
C0232197	C0002962	0.009850				
C0020676	C0557875	0.000698				
C0039128	C0497327	0.001865				
C0079083	C0061851	0.000688				
C0013132	C0085593	0.009460				
C0003864	C0231236	0.000249				
C0011847	C0032617	0.019526				
C0019079	C0018926	0.007230				
C0033687	C0065374	0.000001				
C0013132	C0023570	0.000003				
C0030232	C0001924	0.000008				
C0039128	C0018081	0.049382				
C0086543	C0231655	0.000861				
C0014544	C0024002	0.000003				
C0001416	C0038450	0.000789				
C0018834	C0015620	0.000003				
C0149651	C0213771	0.000006				
C0004096	C0451641	0.000831				
C0040038	C0043031	0.000044				
C0232197	C0018520	0.001261				
C0178664	C0033687	0.016175				
C0028734	C0011847	0.004924				
C0036572	C0357929	0.000014				
C0231655	C0025587	0.059420				
C0002144	C0009262	0.009333				
C0018995	C0003862	0.000464				
C0002403	C0874161	0.031215				
C0025289	C0007561	0.000010				
C0027121	C0286651	0.000001				
C0032285	C0010520	0.004804				
C0040038	C0039070	0.002949				
C0009090	C0017887	0.000000				
C0040034	C0003864	0.000950				
C0039070	C0004147	0.000122				
C0040822	C0023570	0.000002				
C0014544	C0003126	0.015837				
C0085631	C0040165	0.000022				
C0003128	C0013911	0.001324				
C0041834	C0031507	0.000002				
C0011175	C0006840	0.000926				
C0034642	C0034880	0.000252				
C0010137	C0001443	0.000402				
C0018681	C0000970	0.000001				
C0003864	C0025587	0.019200				
C0041834	C0040822	0.000702				
C0028754	C0037384	0.001618				
C0013404	C0010520	0.013250				
C0041948	C0027497	0.001642				
C0242453	C0392071	0.178733				
C0019045	C0030193	0.000223				
C0009421	C0020456	0.009344				
C1883552	C0013911	0.005732				
C0232471	C0020175	0.000000				
C0013404	C0213771	0.000017				
C0242339	C0032143	0.000038				
C0023530	C0220892	0.000015				
C0025289	C0025287	0.031266				
C1883552	C0017687	0.000006				
C0009806	C0042523	0.000060				
C0232197	C0004147	0.000090				
C0018021	C0042384	0.000844				
C0028734	C0004899	0.000025				
C0020550	C0029456	0.002547				
C0242339	C0020473	0.201808				
C0030232	C0948786	0.000000				
C0393080	C0016365	0.008779				
C0019079	C0033603	0.000002				
C0024902	C0013456	0.011889				
C0034642	C0016860	0.000001				
C0002871	C0043031	0.000047				
C0023570	C0006982	0.381176				
C0011603	C0995182	0.000007				
C0009187	C0025815	0.000000				
C0557875	C0751229	0.000000				
C0032617	C0162275	0.019990				
C0040460	C0004134	0.002350				
C0024730	C0000970	0.001462				
C0029877	C0025287	0.002271				
C0009024	C0085208	0.000004				
C0002871	C0070166	0.000007				
C0016157	C0074554	0.007260				
C0028734	C0001962	0.000057				
C1883552	C0010137	0.000008				
C0242339	C0009806	0.000985				
C0026946	C0242453	0.000350				
C0497327	C0995182	0.000001				
C0013369	C0116569	0.000002				
C0032064	C0006644	0.000004				
C0034494	C0947651	0.000045				
C0021400	C0032285	0.018849				
C0034494	C0234990	0.004561				
C0070166	C0021641	0.000817				
C0017536	C0233576	0.000034				
C0033860	C0004153	0.000835				
C0033497	C0085259	0.000391				
C0040460	C0076107	0.000001				
C0011633	C0026848	0.021000				
C0038187	C0008838	0.000005				
C0003128	C0002453	0.017977				
C0001824	C0002871	0.025853				
C0040485	C0037763	0.020383				
C0557875	C0042523	0.000001				
C0357929	C0005740	0.000903				
C0018995	C0025023	0.000004				
C0003128	C0006982	0.000005				
C0231451	C0004899	0.000012				
C0001927	C0073992	0.147802				
C0003864	C0002726	0.001069				
C0010520	C0014563	0.000006				
C0015620	C0034665	0.025102				
C0014544	C0022116	0.002377				
C0007297	C0027497	0.109307				
C0232197	C0878544	0.017359				
C0043528	C0032064	0.266206				
C0025287	C0001367	0.000001				
C0000786	C0023860	0.004354				
C0013404	C0085631	0.002240				
C0014038	C0018681	0.008643				
C0014544	C0246719	0.000002				
